Em0001g1007a	Hcv1.av93.c8.g835.i1
Em0015g68a	Hcv1.av93.c2.g223.i1
Em0015g691a	Hcv1.av93.c3.g471.i1
Em0015g692a	Hcv1.av93.c3.g1048.i1
Em0015g693a	Hcv1.av93.c3.g943.i1
Em0015g694a	Hcv1.av93.c5.g160.i1
Em0015g695a	Hcv1.av93.c3.g470.i2
Em0015g696a	Hcv1.av93.c1.g118.i1
Em0015g698a	Hcv1.av93.c2.g966.i1
Em0015g707a	Hcv1.av93.c3.g739.i1
Em0015g708a	Hcv1.av93.c8.g446.i1
Em0015g709a	Hcv1.av93.c3.g105.i1
Em0015g70a	Hcv1.av93.c3.g619.i1
Em0015g713a	Hcv1.av93.c2.g479.i1
Em0015g714a	Hcv1.av93.c2.g736.i1
Em0015g715a	Hcv1.av93.c2.g61.i1
Em0015g716a	Hcv1.av93.c1.g1632.i2
Em0015g731a	Hcv1.av93.c2.g1437.i1
Em0015g733a	Hcv1.av93.c2.g1659.i1
Em0015g738a	Hcv1.av93.c2.g1280.i1
Em0015g73a	Hcv1.av93.c6.g908.i1
Em0015g74a	Hcv1.av93.c2.g1096.i1
Em0015g753a	Hcv1.av93.c11.g115.i1
Em0015g754a	Hcv1.av93.c2.g368.i1
Em0015g759a	Hcv1.av93.c2.g1524.i2
Em0015g75a	Hcv1.av93.c5.g780.i1
Em0015g762a	Hcv1.av93.c6.g677.i1
Em0015g763a	Hcv1.av93.c12.g98.i1
Em0015g764a	Hcv1.av93.c13.g119.i1
Em0015g768a	Hcv1.av93.c2.g324.i1
Em0015g774a	Hcv1.av93.c8.g953.i1
Em0015g775a	Hcv1.av93.c12.g25.i1
Em0015g776a	Hcv1.av93.c1.g223.i1
Em0015g781a	Hcv1.av93.c2.g39.i2
Em0015g79a	Hcv1.av93.c11.g349.i1
Em0015g802a	Hcv1.av93.c12.g57.i1
Em0015g803a	Hcv1.av93.c2.g979.i1
Em0015g804a	Hcv1.av93.c1.g1282.i1
Em0015g805a	Hcv1.av93.c2.g562.i1
Em0015g806a	Hcv1.av93.c9.g585.i1
Em0015g825a	Hcv1.av93.c2.g501.i1
Em0015g83a	Hcv1.av93.c4.g669.i1
Em0015g84a	Hcv1.av93.c3.g1111.i1
Em0015g860a	Hcv1.av93.c8.g210.i1
Em0015g877a	Hcv1.av93.c7.g1036.i1
Em0015g87a	Hcv1.av93.c3.g721.i1
Em0015g880a	Hcv1.av93.c1.g153.i1
Em0015g885a	Hcv1.av93.c2.g1549.i1
Em0015g902a	Hcv1.av93.c2.g1103.i1
Em0015g903a	Hcv1.av93.c2.g568.i1
Em0015g905a	Hcv1.av93.c1.g1487.i1
Em0015g908a	Hcv1.av93.c1.g1083.i1
Em0015g91a	Hcv1.av93.c3.g1257.i1
Em0015g920a	Hcv1.av93.c11.g94.i1
Em0015g924a	Hcv1.av93.c7.g297.i1
Em0015g92a	Hcv1.av93.c3.g961.i1
Em0015g935a	Hcv1.av93.c5.g559.i1
Em0015g936a	Hcv1.av93.c2.g1006.i2
Em0015g958a	Hcv1.av93.c7.g328.i1
Em0015g95a	Hcv1.av93.c5.g944.i1
Em0015g964a	Hcv1.av93.c9.g962.i1
Em0015g966a	Hcv1.av93.c3.g546.i1
Em0015g972a	Hcv1.av93.c11.g359.i1
Em0015g977a	Hcv1.av93.c2.g1395.i1
Em0015g979a	Hcv1.av93.c6.g1169.i1
Em0015g97a	Hcv1.av93.c7.g409.i1
Em0015g980a	Hcv1.av93.c2.g691.i1
Em0015g982a	Hcv1.av93.c2.g1272.i1
Em0015g983a	Hcv1.av93.c2.g877.i1
Em0015g984a	Hcv1.av93.c2.g1074.i1
Em0015g985a	Hcv1.av93.c2.g1208.i2
Em0015g98a	Hcv1.av93.c11.g255.i1
Em0015g99a	Hcv1.av93.c3.g1038.i2
Em0016g1000a	Hcv1.av93.c7.g9.i1
Em0016g1002a	Hcv1.av93.c6.g1036.i1
Em0016g1003a	Hcv1.av93.c1.g221.i1
Em0016g1004a	Hcv1.av93.c7.g482.i1
Em0016g1009a	Hcv1.av93.c5.g1023.i1
Em0016g1013a	Hcv1.av93.c9.g112.i1
Em0016g1017a	Hcv1.av93.c1.g1484.i1
Em0016g1018a	Hcv1.av93.c2.g765.i1
Em0016g1020a	Hcv1.av93.c10.g203.i1
Em0016g1022a	Hcv1.av93.c2.g335.i2
Em0016g1024a	Hcv1.av93.c11.g448.i2
Em0016g1025a	Hcv1.av93.c2.g1604.i1
Em0016g1027a	Hcv1.av93.c2.g860.i1
Em0016g103a	Hcv1.av93.c4.g59.i2
Em0016g1042a	Hcv1.av93.c7.g1000.i1
Em0016g1044a	Hcv1.av93.c6.g669.i1
Em0016g1045a	Hcv1.av93.c8.g114.i2
Em0016g1046a	Hcv1.av93.c1.g1667.i1
Em0016g1048a	Hcv1.av93.c12.g449.i1
Em0016g1049a	Hcv1.av93.c2.g55.i1
Em0016g104a	Hcv1.av93.c7.g957.i2
Em0016g1055a	Hcv1.av93.c2.g1191.i1
Em0016g105a	Hcv1.av93.c11.g436.i2
Em0016g1066a	Hcv1.av93.c5.g1027.i1
Em0016g1067a	Hcv1.av93.c8.g443.i1
Em0016g1070a	Hcv1.av93.c9.g944.i1
Em0016g1071a	Hcv1.av93.c4.g891.i1
Em0016g1074a	Hcv1.av93.c5.g223.i1
Em0016g1075a	Hcv1.av93.c2.g443.i1
Em0016g1077a	Hcv1.av93.c3.g945.i1
Em0016g1086a	Hcv1.av93.c3.g454.i1
Em0016g1089a	Hcv1.av93.c7.g940.i1
Em0016g108a	Hcv1.av93.c9.g11.i1
Em0016g1090a	Hcv1.av93.c1.g1285.i1
Em0016g1092a	Hcv1.av93.c1.g1223.i1
Em0016g1097a	Hcv1.av93.c9.g329.i1
Em0016g1099a	Hcv1.av93.c4.g897.i2
Em0016g109a	Hcv1.av93.c1.g376.i1
Em0016g1100a	Hcv1.av93.c7.g395.i1
Em0016g1102a	Hcv1.av93.c2.g255.i1
Em0016g1106a	Hcv1.av93.c6.g109.i1
Em0016g1108a	Hcv1.av93.c11.g233.i1
Em0016g1109a	Hcv1.av93.c1.g1071.i1
Em0016g110a	Hcv1.av93.c6.g301.i1
Em0016g1110a	Hcv1.av93.c1.g1576.i1
Em0016g1111a	Hcv1.av93.c9.g661.i2
Em0016g1115a	Hcv1.av93.c8.g851.i1
Em0016g1118a	Hcv1.av93.c3.g228.i1
Em0016g111a	Hcv1.av93.c2.g1626.i1
Em0016g1132a	Hcv1.av93.c2.g613.i1
Em0016g1134a	Hcv1.av93.c7.g7.i1
Em0016g113a	Hcv1.av93.c1.g446.i1
Em0016g1163a	Hcv1.av93.c7.g351.i1
Em0016g1164a	Hcv1.av93.c1.g130.i1
Em0016g1165a	Hcv1.av93.c5.g1179.i1
Em0016g1167a	Hcv1.av93.c8.g157.i1
Em0016g1170a	Hcv1.av93.c7.g6.i1
Em0016g1174a	Hcv1.av93.c2.g959.i1
Em0016g1175a	Hcv1.av93.c7.g122.i1
Em0016g1176a	Hcv1.av93.c13.g171.i3
Em0016g1179a	Hcv1.av93.c11.g496.i1
Em0016g117a	Hcv1.av93.c3.g733.i1
Em0016g1182a	Hcv1.av93.c6.g83.i1
Em0016g118a	Hcv1.av93.c7.g198.i1
Em0016g11a	Hcv1.av93.c6.g1002.i1
Em0016g122a	Hcv1.av93.c9.g797.i1
Em0016g126a	Hcv1.av93.c9.g825.i1
Em0016g128a	Hcv1.av93.c9.g172.i1
Em0016g12a	Hcv1.av93.c3.g538.i1
Em0016g134a	Hcv1.av93.c5.g796.i1
Em0016g140a	Hcv1.av93.c9.g116.i1
Em0016g141a	Hcv1.av93.c2.g506.i1
Em0016g150a	Hcv1.av93.c1.g760.i1
Em0016g152a	Hcv1.av93.c9.g576.i2
Em0016g154a	Hcv1.av93.c7.g182.i1
Em0016g155a	Hcv1.av93.c8.g63.i1
Em0016g156a	Hcv1.av93.c2.g1168.i1
Em0016g157a	Hcv1.av93.c5.g131.i1
Em0016g162a	Hcv1.av93.c9.g859.i1
Em0016g163a	Hcv1.av93.c9.g444.i1
Em0016g164a	Hcv1.av93.c2.g227.i1
Em0016g165a	Hcv1.av93.c9.g703.i1
Em0016g166a	Hcv1.av93.c13.g7.i1
Em0016g168a	Hcv1.av93.c9.g842.i1
Em0016g169a	Hcv1.av93.c7.g17.i1
Em0016g172a	Hcv1.av93.c11.g327.i1
Em0016g178a	Hcv1.av93.c8.g859.i1
Em0016g179a	Hcv1.av93.c8.g263.i1
Em0016g183a	Hcv1.av93.c3.g749.i1
Em0016g184a	Hcv1.av93.c1.g1026.i1
Em0016g186a	Hcv1.av93.c5.g27.i2
Em0016g194a	Hcv1.av93.c6.g536.i1
Em0016g203a	Hcv1.av93.c2.g272.i5
Em0016g20a	Hcv1.av93.c5.g1298.i1
Em0016g215a	Hcv1.av93.c9.g131.i1
Em0016g217a	Hcv1.av93.c9.g772.i1
Em0016g218a	Hcv1.av93.c2.g1048.i1
Em0016g21a	Hcv1.av93.c11.g612.i1
Em0016g224a	Hcv1.av93.c9.g104.i1
Em0016g225a	Hcv1.av93.c11.g531.i1
Em0016g238a	Hcv1.av93.c7.g979.i1
Em0016g240a	Hcv1.av93.c3.g1033.i1
Em0016g245a	Hcv1.av93.c1.g1650.i1
Em0016g246a	Hcv1.av93.c11.g495.i1
Em0016g248a	Hcv1.av93.c10.g261.i5
Em0016g257a	Hcv1.av93.c9.g313.i1
Em0016g259a	Hcv1.av93.c9.g273.i1
Em0016g263a	Hcv1.av93.c2.g1173.i1
Em0016g265a	Hcv1.av93.c9.g396.i1
Em0016g274a	Hcv1.av93.c4.g183.i1
Em0016g277a	Hcv1.av93.c5.g1242.i1
Em0016g279a	Hcv1.av93.c4.g883.i1
Em0016g280a	Hcv1.av93.c3.g897.i1
Em0016g281a	Hcv1.av93.c10.g746.i1
Em0016g283a	Hcv1.av93.c5.g1217.i1
Em0016g284a	Hcv1.av93.c9.g720.i1
Em0016g287a	Hcv1.av93.c9.g327.i1
Em0016g288a	Hcv1.av93.c1.g1383.i1
Em0016g292a	Hcv1.av93.c3.g734.i1
Em0016g293a	Hcv1.av93.c13.g559.i1
Em0016g298a	Hcv1.av93.c8.g464.i1
Em0016g29a	Hcv1.av93.c12.g156.i1
Em0016g301a	Hcv1.av93.c1.g1714.i1
Em0016g302a	Hcv1.av93.c4.g445.i1
Em0016g304a	Hcv1.av93.c1.g1618.i1
Em0016g307a	Hcv1.av93.c7.g1052.i1
Em0016g30a	Hcv1.av93.c10.g269.i1
Em0016g31a	Hcv1.av93.c7.g688.i1
Em0016g322a	Hcv1.av93.c7.g55.i1
Em0016g346a	Hcv1.av93.c5.g1146.i1
Em0016g347a	Hcv1.av93.c12.g229.i1
Em0016g349a	Hcv1.av93.c13.g107.i1
Em0016g34a	Hcv1.av93.c3.g541.i1
Em0016g355a	Hcv1.av93.c6.g1271.i1
Em0016g356a	Hcv1.av93.c8.g291.i1
Em0016g361a	Hcv1.av93.c11.g188.i1
Em0016g362a	Hcv1.av93.c8.g82.i1
Em0016g370a	Hcv1.av93.c11.g291.i1
Em0016g377a	Hcv1.av93.c5.g1288.i1
Em0016g383a	Hcv1.av93.c13.g603.i1
Em0016g384a	Hcv1.av93.c8.g974.i1
Em0016g398a	Hcv1.av93.c8.g617.i1
Em0016g399a	Hcv1.av93.c5.g11.i2
Em0016g39a	Hcv1.av93.c7.g592.i1
Em0016g417a	Hcv1.av93.c6.g855.i1
Em0016g41a	Hcv1.av93.c9.g464.i1
Em0016g421a	Hcv1.av93.c5.g263.i1
Em0016g422a	Hcv1.av93.c3.g1086.i1
Em0016g424a	Hcv1.av93.c3.g801.i1
Em0016g438a	Hcv1.av93.c8.g879.i1
Em0016g449a	Hcv1.av93.c9.g755.i1
Em0016g452a	Hcv1.av93.c10.g367.i2
Em0016g45a	Hcv1.av93.c9.g662.i1
Em0016g477a	Hcv1.av93.c13.g566.i1
Em0016g518a	Hcv1.av93.c3.g1092.i1
Em0016g519a	Hcv1.av93.c6.g983.i1
Em0016g522a	Hcv1.av93.c3.g1128.i1
Em0016g524a	Hcv1.av93.c1.g708.i3
Em0016g527a	Hcv1.av93.c6.g846.i1
Em0016g528a	Hcv1.av93.c11.g503.i1
Em0016g530a	Hcv1.av93.c9.g140.i1
Em0016g533a	Hcv1.av93.c3.g856.i1
Em0016g536a	Hcv1.av93.c8.g858.i1
Em0016g539a	Hcv1.av93.c7.g21.i1
Em0016g541a	Hcv1.av93.c9.g484.i1
Em0016g542a	Hcv1.av93.c2.g996.i1
Em0016g543a	Hcv1.av93.c3.g86.i1
Em0016g544a	Hcv1.av93.c3.g861.i1
Em0016g546a	Hcv1.av93.c6.g1215.i1
Em0016g547a	Hcv1.av93.c9.g231.i1
Em0016g549a	Hcv1.av93.c7.g991.i1
Em0016g550a	Hcv1.av93.c5.g442.i1
Em0016g551a	Hcv1.av93.c8.g191.i1
Em0016g557a	Hcv1.av93.c11.g661.i1
Em0016g559a	Hcv1.av93.c3.g114.i1
Em0016g560a	Hcv1.av93.c9.g297.i1
Em0016g561a	Hcv1.av93.c5.g1139.i1
Em0016g563a	Hcv1.av93.c9.g430.i1
Em0016g569a	Hcv1.av93.c8.g455.i1
Em0016g57a	Hcv1.av93.c9.g932.i11
Em0016g586a	Hcv1.av93.c5.g853.i1
Em0016g588a	Hcv1.av93.c9.g466.i1
Em0016g58a	Hcv1.av93.c8.g846.i1
Em0016g60a	Hcv1.av93.c11.g107.i1
Em0016g615a	Hcv1.av93.c9.g881.i1
Em0016g622a	Hcv1.av93.c10.g617.i1
Em0016g623a	Hcv1.av93.c2.g1195.i1
Em0016g62a	Hcv1.av93.c8.g412.i1
Em0016g635a	Hcv1.av93.c11.g507.i1
Em0016g64a	Hcv1.av93.c2.g675.i1
Em0016g656a	Hcv1.av93.c2.g1564.i1
Em0016g659a	Hcv1.av93.c1.g27.i1
Em0016g65a	Hcv1.av93.c6.g779.i1
Em0016g660a	Hcv1.av93.c4.g368.i1
Em0016g68a	Hcv1.av93.c9.g90.i2
Em0016g696a	Hcv1.av93.c3.g1306.i1
Em0016g698a	Hcv1.av93.c13.g139.i2
Em0016g70a	Hcv1.av93.c12.g110.i2
Em0016g774a	Hcv1.av93.c1.g1666.i1
Em0016g807a	Hcv1.av93.c13.g140.i1
Em0016g81a	Hcv1.av93.c10.g634.i1
Em0016g83a	Hcv1.av93.c7.g164.i1
Em0016g85a	Hcv1.av93.c9.g385.i2
Em0016g86a	Hcv1.av93.c5.g907.i1
Em0016g879a	Hcv1.av93.c4.g870.i1
Em0016g882a	Hcv1.av93.c2.g1059.i1
Em0016g88a	Hcv1.av93.c5.g129.i1
Em0016g900a	Hcv1.av93.c13.g449.i1
Em0016g901a	Hcv1.av93.c1.g377.i1
Em0016g904a	Hcv1.av93.c11.g770.i1
Em0016g911a	Hcv1.av93.c1.g167.i1
Em0016g912a	Hcv1.av93.c8.g1021.i1
Em0016g913a	Hcv1.av93.c1.g1505.i1
Em0016g916a	Hcv1.av93.c13.g130.i1
Em0016g917a	Hcv1.av93.c7.g721.i1
Em0016g918a	Hcv1.av93.c7.g398.i1
Em0016g919a	Hcv1.av93.c8.g217.i1
Em0016g923a	Hcv1.av93.c7.g481.i1
Em0016g924a	Hcv1.av93.c7.g862.i1
Em0016g92a	Hcv1.av93.c9.g117.i3
Em0016g930a	Hcv1.av93.c9.g716.i2
Em0016g935a	Hcv1.av93.c8.g356.i1
Em0016g938a	Hcv1.av93.c12.g184.i2
Em0016g945a	Hcv1.av93.c9.g548.i1
Em0016g947a	Hcv1.av93.c5.g227.i1
Em0016g949a	Hcv1.av93.c5.g1291.i3
Em0016g958a	Hcv1.av93.c1.g92.i1
Em0016g960a	Hcv1.av93.c6.g360.i3
Em0016g979a	Hcv1.av93.c13.g341.i1
Em0016g980a	Hcv1.av93.c8.g137.i1
Em0016g981a	Hcv1.av93.c7.g503.i3
Em0016g982a	Hcv1.av93.c10.g514.i1
Em0016g986a	Hcv1.av93.c3.g920.i1
Em0016g989a	Hcv1.av93.c7.g493.i1
Em0016g992a	Hcv1.av93.c5.g868.i1
Em0016g994a	Hcv1.av93.c8.g401.i1
Em0016g995a	Hcv1.av93.c10.g536.i1
Em0016g997a	Hcv1.av93.c10.g516.i1
Em0016g999a	Hcv1.av93.c11.g272.i1
Em0017g113a	Hcv1.av93.c8.g135.i1
Em0017g115a	Hcv1.av93.c11.g918.i1
Em0017g121a	Hcv1.av93.c8.g22.i2
Em0017g127a	Hcv1.av93.c6.g505.i1
Em0017g134a	Hcv1.av93.c4.g670.i1
Em0017g141a	Hcv1.av93.c10.g121.i1
Em0017g145a	Hcv1.av93.c7.g805.i2
Em0017g154a	Hcv1.av93.c8.g639.i1
Em0017g160a	Hcv1.av93.c8.g752.i1
Em0017g169a	Hcv1.av93.c3.g103.i1
Em0017g16a	Hcv1.av93.c13.g207.i1
Em0017g177a	Hcv1.av93.c8.g117.i1
Em0017g180a	Hcv1.av93.c2.g1369.i1
Em0017g182a	Hcv1.av93.c8.g438.i2
Em0017g184a	Hcv1.av93.c9.g835.i1
Em0017g187a	Hcv1.av93.c1.g741.i1
Em0017g195a	Hcv1.av93.c6.g601.i1
Em0017g19a	Hcv1.av93.c8.g317.i2
Em0017g208a	Hcv1.av93.c8.g813.i1
Em0017g20a	Hcv1.av93.c6.g46.i1
Em0017g215a	Hcv1.av93.c2.g274.i1
Em0017g216a	Hcv1.av93.c9.g438.i1
Em0017g21a	Hcv1.av93.c8.g134.i1
Em0017g22a	Hcv1.av93.c8.g1011.i1
Em0017g23a	Hcv1.av93.c8.g592.i1
Em0017g249a	Hcv1.av93.c8.g556.i1
Em0017g253a	Hcv1.av93.c9.g672.i1
Em0017g25a	Hcv1.av93.c8.g797.i1
Em0017g281a	Hcv1.av93.c6.g526.i1
Em0017g286a	Hcv1.av93.c8.g554.i1
Em0017g298a	Hcv1.av93.c11.g12.i1
Em0017g29a	Hcv1.av93.c12.g157.i1
Em0017g301a	Hcv1.av93.c7.g574.i1
Em0017g316a	Hcv1.av93.c8.g532.i1
Em0017g31a	Hcv1.av93.c7.g203.i1
Em0017g32a	Hcv1.av93.c8.g709.i1
Em0017g33a	Hcv1.av93.c8.g920.i1
Em0017g343a	Hcv1.av93.c8.g431.i2
Em0017g344a	Hcv1.av93.c6.g753.i1
Em0017g34a	Hcv1.av93.c10.g123.i1
Em0017g35a	Hcv1.av93.c6.g606.i1
Em0017g363a	Hcv1.av93.c6.g283.i1
Em0017g36a	Hcv1.av93.c8.g712.i1
Em0017g37a	Hcv1.av93.c8.g517.i1
Em0017g387a	Hcv1.av93.c2.g387.i2
Em0017g421a	Hcv1.av93.c11.g117.i1
Em0017g422a	Hcv1.av93.c3.g912.i1
Em0017g429a	Hcv1.av93.c11.g477.i1
Em0017g465a	Hcv1.av93.c8.g852.i1
Em0017g485a	Hcv1.av93.c8.g817.i1
Em0017g487a	Hcv1.av93.c3.g410.i1
Em0017g493a	Hcv1.av93.c2.g820.i1
Em0017g494a	Hcv1.av93.c6.g865.i1
Em0017g495a	Hcv1.av93.c8.g138.i2
Em0017g496a	Hcv1.av93.c11.g267.i1
Em0017g502a	Hcv1.av93.c8.g656.i1
Em0017g510a	Hcv1.av93.c8.g940.i1
Em0017g517a	Hcv1.av93.c8.g937.i1
Em0017g520a	Hcv1.av93.c8.g18.i1
Em0017g521a	Hcv1.av93.c6.g549.i1
Em0017g52a	Hcv1.av93.c8.g855.i1
Em0017g559a	Hcv1.av93.c6.g608.i2
Em0017g560a	Hcv1.av93.c3.g484.i4
Em0017g562a	Hcv1.av93.c2.g920.i1
Em0017g563a	Hcv1.av93.c9.g723.i1
Em0017g565a	Hcv1.av93.c5.g1325.i1
Em0017g566a	Hcv1.av93.c8.g826.i1
Em0017g568a	Hcv1.av93.c5.g311.i1
Em0017g573a	Hcv1.av93.c8.g435.i1
Em0017g575a	Hcv1.av93.c5.g547.i1
Em0017g576a	Hcv1.av93.c8.g258.i1
Em0017g587a	Hcv1.av93.c9.g196.i1
Em0017g591a	Hcv1.av93.c1.g1574.i2
Em0017g636a	Hcv1.av93.c11.g894.i1
Em0017g637a	Hcv1.av93.c9.g348.i1
Em0017g638a	Hcv1.av93.c9.g205.i1
Em0017g645a	Hcv1.av93.c9.g522.i1
Em0017g653a	Hcv1.av93.c11.g170.i1
Em0017g65a	Hcv1.av93.c9.g83.i1
Em0017g760a	Hcv1.av93.c7.g148.i1
Em0017g775a	Hcv1.av93.c13.g637.i1
Em0017g790a	Hcv1.av93.c2.g406.i1
Em0017g792a	Hcv1.av93.c11.g198.i1
Em0017g803a	Hcv1.av93.c5.g1187.i1
Em0017g81a	Hcv1.av93.c8.g923.i1
Em0017g827a	Hcv1.av93.c2.g1230.i1
Em0017g86a	Hcv1.av93.c8.g102.i1
Em0017g88a	Hcv1.av93.c5.g459.i1
Em0017g906a	Hcv1.av93.c3.g352.i1
Em0017g925a	Hcv1.av93.c11.g101.i2
Em0017g92a	Hcv1.av93.c8.g881.i1
Em0017g932a	Hcv1.av93.c3.g988.i1
Em0017g936a	Hcv1.av93.c2.g1468.i1
Em0017g938a	Hcv1.av93.c2.g1271.i2
Em0017g939a	Hcv1.av93.c2.g38.i1
Em0017g93a	Hcv1.av93.c7.g682.i1
Em0017g944a	Hcv1.av93.c1.g121.i1
Em0017g949a	Hcv1.av93.c2.g1398.i1
Em0017g951a	Hcv1.av93.c11.g933.i1
Em0017g952a	Hcv1.av93.c4.g765.i1
Em0017g954a	Hcv1.av93.c13.g224.i1
Em0017g955a	Hcv1.av93.c9.g84.i1
Em0017g959a	Hcv1.av93.c10.g579.i1
Em0017g95a	Hcv1.av93.c8.g912.i1
Em0017g960a	Hcv1.av93.c10.g517.i1
Em0017g961a	Hcv1.av93.c8.g753.i1
Em0017g96a	Hcv1.av93.c6.g1100.i1
Em0018g1000a	Hcv1.av93.c3.g339.i1
Em0018g1001a	Hcv1.av93.c2.g972.i1
Em0018g1002a	Hcv1.av93.c9.g350.i1
Em0018g1004a	Hcv1.av93.c5.g1136.i2
Em0018g1005a	Hcv1.av93.c11.g1045.i1
Em0018g1006a	Hcv1.av93.c6.g1133.i1
Em0018g1007a	Hcv1.av93.c3.g996.i1
Em0018g1015a	Hcv1.av93.c5.g1267.i1
Em0018g1017a	Hcv1.av93.c7.g646.i1
Em0018g1023a	Hcv1.av93.c6.g34.i1
Em0018g1027a	Hcv1.av93.c6.g634.i1
Em0018g1029a	Hcv1.av93.c9.g382.i1
Em0018g102a	Hcv1.av93.c1.g594.i1
Em0018g1034a	Hcv1.av93.c5.g865.i1
Em0018g1043a	Hcv1.av93.c7.g916.i1
Em0018g1047a	Hcv1.av93.c1.g1384.i1
Em0018g1051a	Hcv1.av93.c2.g1367.i1
Em0018g1052a	Hcv1.av93.c4.g913.i1
Em0018g1054a	Hcv1.av93.c4.g736.i3
Em0018g1055a	Hcv1.av93.c3.g342.i1
Em0018g1059a	Hcv1.av93.c5.g487.i1
Em0018g1062a	Hcv1.av93.c3.g627.i1
Em0018g106a	Hcv1.av93.c9.g761.i1
Em0018g1071a	Hcv1.av93.c12.g409.i1
Em0018g1072a	Hcv1.av93.c8.g220.i1
Em0018g1073a	Hcv1.av93.c1.g1261.i1
Em0018g1075a	Hcv1.av93.c2.g566.i1
Em0018g1079a	Hcv1.av93.c9.g765.i3
Em0018g1081a	Hcv1.av93.c8.g349.i1
Em0018g1082a	Hcv1.av93.c13.g344.i2
Em0018g1084a	Hcv1.av93.c2.g120.i1
Em0018g1090a	Hcv1.av93.c3.g88.i2
Em0018g1091a	Hcv1.av93.c10.g648.i1
Em0018g1093a	Hcv1.av93.c1.g1025.i1
Em0018g1094a	Hcv1.av93.c10.g86.i2
Em0018g1095a	Hcv1.av93.c8.g830.i1
Em0018g1096a	Hcv1.av93.c4.g509.i2
Em0018g1101a	Hcv1.av93.c2.g772.i1
Em0018g1102a	Hcv1.av93.c5.g1196.i1
Em0018g1107a	Hcv1.av93.c5.g104.i1
Em0018g1108a	Hcv1.av93.c9.g728.i2
Em0018g1109a	Hcv1.av93.c12.g310.i2
Em0018g1110a	Hcv1.av93.c2.g184.i1
Em0018g1111a	Hcv1.av93.c11.g324.i1
Em0018g1113a	Hcv1.av93.c9.g626.i1
Em0018g1115a	Hcv1.av93.c8.g385.i1
Em0018g1116a	Hcv1.av93.c3.g109.i1
Em0018g1117a	Hcv1.av93.c8.g5.i1
Em0018g1121a	Hcv1.av93.c2.g1021.i1
Em0018g1122a	Hcv1.av93.c2.g1495.i1
Em0018g1125a	Hcv1.av93.c3.g648.i1
Em0018g1128a	Hcv1.av93.c1.g396.i1
Em0018g1149a	Hcv1.av93.c6.g690.i1
Em0018g1150a	Hcv1.av93.c11.g620.i1
Em0018g1153a	Hcv1.av93.c9.g361.i1
Em0018g1155a	Hcv1.av93.c5.g482.i1
Em0018g1156a	Hcv1.av93.c7.g250.i1
Em0018g1157a	Hcv1.av93.c9.g957.i1
Em0018g1158a	Hcv1.av93.c13.g309.i1
Em0018g1160a	Hcv1.av93.c9.g250.i1
Em0018g1161a	Hcv1.av93.c10.g630.i1
Em0018g1162a	Hcv1.av93.c6.g1260.i1
Em0018g1164a	Hcv1.av93.c6.g993.i1
Em0018g1173a	Hcv1.av93.c6.g586.i3
Em0018g1175a	Hcv1.av93.c9.g336.i1
Em0018g117a	Hcv1.av93.c7.g690.i1
Em0018g1182a	Hcv1.av93.c8.g615.i1
Em0018g1184a	Hcv1.av93.c3.g1065.i2
Em0018g1188a	Hcv1.av93.c2.g1099.i1
Em0018g1192a	Hcv1.av93.c5.g201.i1
Em0018g1194a	Hcv1.av93.c2.g197.i1
Em0018g1195a	Hcv1.av93.c2.g58.i2
Em0018g1196a	Hcv1.av93.c1.g1225.i1
Em0018g1199a	Hcv1.av93.c8.g829.i1
Em0018g1207a	Hcv1.av93.c4.g412.i1
Em0018g1208a	Hcv1.av93.c1.g790.i1
Em0018g1218a	Hcv1.av93.c1.g1651.i1
Em0018g1219a	Hcv1.av93.c7.g124.i1
Em0018g1224a	Hcv1.av93.c12.g492.i1
Em0018g125a	Hcv1.av93.c4.g371.i1
Em0018g131a	Hcv1.av93.c1.g525.i1
Em0018g141a	Hcv1.av93.c8.g553.i1
Em0018g151a	Hcv1.av93.c1.g1224.i1
Em0018g154a	Hcv1.av93.c1.g1473.i1
Em0018g157a	Hcv1.av93.c13.g479.i1
Em0018g164a	Hcv1.av93.c1.g466.i1
Em0018g165a	Hcv1.av93.c5.g318.i2
Em0018g166a	Hcv1.av93.c8.g355.i1
Em0018g183a	Hcv1.av93.c8.g414.i1
Em0018g184a	Hcv1.av93.c8.g745.i1
Em0018g185a	Hcv1.av93.c3.g544.i1
Em0018g186a	Hcv1.av93.c1.g1585.i1
Em0018g187a	Hcv1.av93.c2.g17.i1
Em0018g188a	Hcv1.av93.c2.g294.i1
Em0018g189a	Hcv1.av93.c2.g1310.i1
Em0018g214a	Hcv1.av93.c6.g717.i1
Em0018g218a	Hcv1.av93.c13.g624.i1
Em0018g224a	Hcv1.av93.c10.g595.i1
Em0018g237a	Hcv1.av93.c10.g277.i6
Em0018g242a	Hcv1.av93.c11.g793.i2
Em0018g250a	Hcv1.av93.c1.g1073.i1
Em0018g255a	Hcv1.av93.c9.g30.i1
Em0018g257a	Hcv1.av93.c9.g460.i1
Em0018g258a	Hcv1.av93.c5.g917.i1
Em0018g264a	Hcv1.av93.c6.g1028.i1
Em0018g265a	Hcv1.av93.c1.g1095.i1
Em0018g266a	Hcv1.av93.c1.g459.i1
Em0018g278a	Hcv1.av93.c11.g402.i1
Em0018g283a	Hcv1.av93.c13.g239.i1
Em0018g284a	Hcv1.av93.c9.g436.i1
