XP_004987445.1	mRNA.RE02957
XP_004995860.1	mRNA.RE14462
XP_004995861.1	mRNA.RE16637
XP_004995862.1	mRNA.RE13062
XP_004995863.1	mRNA.RE13239
XP_004995865.1	mRNA.RE14709
XP_004995866.1	mRNA.RE15135
XP_004995867.1	mRNA.RE11348
XP_004995869.1	mRNA.RE14137
XP_004995871.1	mRNA.RE16395
XP_004995874.1	mRNA.RE15595
XP_004995876.1	mRNA.RE10628
XP_004995883.1	mRNA.RE08354
XP_004995884.1	mRNA.RE04359
XP_004995885.1	mRNA.RE12795
XP_004995890.1	mRNA.RE15390
XP_004995891.1	mRNA.RE13065
XP_004995894.1	mRNA.RE09741
XP_004995895.1	mRNA.RE03843
XP_004995896.1	mRNA.RE17047
XP_004995897.1	mRNA.RE17028
XP_004995898.1	mRNA.RE09391
XP_004995900.1	mRNA.RE16240
XP_004995904.1	mRNA.RE10311
XP_004995908.1	mRNA.RE04896
XP_004995909.1	mRNA.RE15648
XP_004995910.1	mRNA.RE07908
XP_004995911.1	mRNA.RE16987
XP_004995913.1	mRNA.RE05511
XP_004995916.1	mRNA.RE13086
XP_004995917.1	mRNA.RE13099
XP_004995918.1	mRNA.RE09460
XP_004995919.1	mRNA.RE04868
XP_004995921.1	mRNA.RE16641
XP_004995928.1	mRNA.RE06929
XP_004995929.1	mRNA.RE04043
XP_004995936.1	mRNA.RE11804
XP_004995954.1	mRNA.RE13644
XP_004995955.1	mRNA.RE15180
XP_004995958.1	mRNA.RE06176
XP_004995970.1	mRNA.RE07664
XP_004995972.1	mRNA.RE09698
XP_004995975.1	mRNA.RE11226
XP_004995976.1	mRNA.RE02620
XP_004995981.1	mRNA.RE11002
XP_004995983.1	mRNA.RE02256
XP_004995985.1	mRNA.RE05410
XP_004995987.1	mRNA.RE15141
XP_004995988.1	mRNA.RE16241
XP_004995992.1	mRNA.RE02024
XP_004995993.1	mRNA.RE15424
XP_004995996.1	mRNA.RE16280
XP_004996003.1	mRNA.RE15767
XP_004996004.1	mRNA.RE05200
XP_004996008.1	mRNA.RE08841
XP_004996009.1	mRNA.RE07800
XP_004996018.1	mRNA.RE12588
XP_004996019.1	mRNA.RE04514
XP_004996022.1	mRNA.RE14320
XP_004996024.1	mRNA.RE08650
XP_004996027.1	mRNA.RE05864
XP_004996029.1	mRNA.RE06074
XP_004996031.1	mRNA.RE09665
XP_004996034.1	mRNA.RE10282
XP_004996035.1	mRNA.RE16935
XP_004996037.1	mRNA.RE16274
XP_004996039.1	mRNA.RE12954
XP_004996041.1	mRNA.RE16385
XP_004996043.1	mRNA.RE13960
XP_004996044.1	mRNA.RE02436
XP_004996045.1	mRNA.RE05385
XP_004996049.1	mRNA.RE08933
XP_004996051.1	mRNA.RE15574
XP_004996052.1	mRNA.RE14918
XP_004996054.1	mRNA.RE14104
XP_004996060.1	mRNA.RE08560
XP_004996061.1	mRNA.RE01446
XP_004996062.1	mRNA.RE07362
XP_004996064.1	mRNA.RE12776
XP_004996065.1	mRNA.RE10416
XP_004996069.1	mRNA.RE15732
XP_004996074.1	mRNA.RE05429
XP_004996077.1	mRNA.RE13059
XP_004996080.1	mRNA.RE07342
XP_004996082.1	mRNA.RE00919
XP_004996083.1	mRNA.RE13709
XP_004996084.1	mRNA.RE12168
XP_004996086.1	mRNA.RE03884
XP_004996090.1	mRNA.RE15185
XP_004996091.1	mRNA.RE12930
XP_004996111.1	mRNA.RE09999
XP_004996112.1	mRNA.RE14143
XP_004996114.1	mRNA.RE08816
XP_004996116.1	mRNA.RE05348
XP_004996117.1	mRNA.RE14331
XP_004996121.1	mRNA.RE15772
XP_004996125.1	mRNA.RE11409
XP_004996126.1	mRNA.RE07918
XP_004996130.1	mRNA.RE13769
XP_004996140.1	mRNA.RE15107
XP_004996141.1	mRNA.RE15168
XP_004996154.1	mRNA.RE14922
XP_004996155.1	mRNA.RE02444
XP_004996156.1	mRNA.RE01257
XP_004996157.1	mRNA.RE12869
XP_004996159.1	mRNA.RE09746
XP_004996183.1	mRNA.RE14555
XP_004996184.1	mRNA.RE14202
XP_004996186.1	mRNA.RE08709
XP_004996187.1	mRNA.RE04723
XP_004996193.1	mRNA.RE15887
XP_004996194.1	mRNA.RE05557
XP_004996199.1	mRNA.RE00885
XP_004996200.1	mRNA.RE16293
XP_004996201.1	mRNA.RE16750
XP_004996204.1	mRNA.RE07921
XP_004996233.1	mRNA.RE13944
XP_004996234.1	mRNA.RE01819
XP_004996236.1	mRNA.RE12415
XP_004996238.1	mRNA.RE04446
XP_004996239.1	mRNA.RE12687
XP_004996240.1	mRNA.RE04790
XP_004996242.1	mRNA.RE05179
XP_004996244.1	mRNA.RE06737
XP_004996245.1	mRNA.RE05568
XP_004996246.1	mRNA.RE01267
XP_004996248.1	mRNA.RE16354
XP_004996249.1	mRNA.RE13035
XP_004996252.1	mRNA.RE00997
XP_004996254.1	mRNA.RE04116
XP_004996255.1	mRNA.RE17213
XP_004996256.1	mRNA.RE16451
XP_004996259.1	mRNA.RE03878
XP_004996265.1	mRNA.RE11542
XP_004996266.1	mRNA.RE04667
XP_004996267.1	mRNA.RE05408
XP_004996269.1	mRNA.RE08997
XP_004996270.1	mRNA.RE12391
XP_004996274.1	mRNA.RE05941
XP_004996275.1	mRNA.RE14061
XP_004996276.1	mRNA.RE13806
XP_004996279.1	mRNA.RE16638
XP_004996281.1	mRNA.RE04091
XP_004996284.1	mRNA.RE06148
XP_004996285.1	mRNA.RE08238
XP_004996287.1	mRNA.RE14423
XP_004996288.1	mRNA.RE04795
XP_004996294.1	mRNA.RE07974
XP_004996306.1	mRNA.RE03076
XP_004996313.1	mRNA.RE11307
XP_004996319.1	mRNA.RE03206
XP_004996320.1	mRNA.RE04438
XP_004996321.1	mRNA.RE17015
XP_004996325.1	mRNA.RE05181
XP_004996355.1	mRNA.RE05381
XP_004996356.1	mRNA.RE11862
XP_004996357.1	mRNA.RE10223
XP_004996358.1	mRNA.RE04096
XP_004996360.1	mRNA.RE16928
XP_004996362.1	mRNA.RE08967
XP_004996368.1	mRNA.RE07123
XP_004996383.1	mRNA.RE05185
XP_004996389.1	mRNA.RE10052
XP_004996390.1	mRNA.RE11801
XP_004996393.1	mRNA.RE15036
XP_004996395.1	mRNA.RE09004
XP_004996413.1	mRNA.RE03542
XP_004996415.1	mRNA.RE09220
XP_004996417.1	mRNA.RE09064
XP_004996421.1	mRNA.RE16231
XP_004996422.1	mRNA.RE00479
XP_004996423.1	mRNA.RE14463
XP_004996424.1	mRNA.RE05942
XP_004996431.1	mRNA.RE08818
XP_004996434.1	mRNA.RE03198
XP_004996436.1	mRNA.RE01307
XP_004996437.1	mRNA.RE09881
XP_004996439.1	mRNA.RE09841
XP_004996440.1	mRNA.RE10335
XP_004996453.1	mRNA.RE11773
XP_004996454.1	mRNA.RE15663
XP_004996456.1	mRNA.RE17088
XP_004996457.1	mRNA.RE14564
XP_004996458.1	mRNA.RE01300
XP_004996459.1	mRNA.RE05899
XP_004996460.1	mRNA.RE15323
XP_004996476.1	mRNA.RE16997
XP_004996477.1	mRNA.RE06409
XP_004996479.1	mRNA.RE08853
XP_004996481.1	mRNA.RE00420
XP_004996487.1	mRNA.RE14038
XP_004996491.1	mRNA.RE11909
XP_004996495.1	mRNA.RE01829
XP_004996498.1	mRNA.RE14796
XP_004996501.1	mRNA.RE12752
XP_004996502.1	mRNA.RE12114
XP_004996504.1	mRNA.RE02458
XP_004996515.1	mRNA.RE06754
XP_004996529.1	mRNA.RE12159
XP_004996533.1	mRNA.RE09033
XP_004996534.1	mRNA.RE17030
XP_004996535.1	mRNA.RE10945
XP_004996536.1	mRNA.RE04434
XP_004996539.1	mRNA.RE14803
XP_004996544.1	mRNA.RE06022
XP_004996545.1	mRNA.RE16318
XP_004996546.1	mRNA.RE08940
XP_004996547.1	mRNA.RE06763
XP_004996548.1	mRNA.RE11180
XP_004996549.1	mRNA.RE12042
XP_004996551.1	mRNA.RE12216
XP_004996552.1	mRNA.RE02259
XP_004996559.1	mRNA.RE00747
XP_004996560.1	mRNA.RE15578
XP_004996562.1	mRNA.RE05071
XP_004996563.1	mRNA.RE01897
XP_004996571.1	mRNA.RE10841
XP_004996573.1	mRNA.RE00553
XP_004996578.1	mRNA.RE05079
XP_004996579.1	mRNA.RE11076
XP_004996584.1	mRNA.RE00954
XP_004996585.1	mRNA.RE10159
XP_004996586.1	mRNA.RE15109
XP_004996587.1	mRNA.RE04805
XP_004996588.1	mRNA.RE11669
XP_004996590.1	mRNA.RE08218
XP_004996596.1	mRNA.RE06261
XP_004996603.1	mRNA.RE14352
XP_004996604.1	mRNA.RE16540
XP_004996607.1	mRNA.RE07940
XP_004996608.1	mRNA.RE09784
XP_004996609.1	mRNA.RE00716
XP_004996611.1	mRNA.RE09465
XP_004996616.1	mRNA.RE10889
XP_004996618.1	mRNA.RE11127
XP_004996624.1	mRNA.RE03487
XP_004996630.1	mRNA.RE00656
XP_004996632.1	mRNA.RE05383
XP_004996636.1	mRNA.RE15729
XP_004996637.1	mRNA.RE02250
XP_004996639.1	mRNA.RE06544
XP_004996640.1	mRNA.RE08302
XP_004996643.1	mRNA.RE05080
XP_004996645.1	mRNA.RE16582
XP_004996647.1	mRNA.RE10075
XP_004996648.1	mRNA.RE04063
XP_004996649.1	mRNA.RE13490
XP_004996652.1	mRNA.RE16556
XP_004996653.1	mRNA.RE15164
XP_004996656.1	mRNA.RE02412
XP_004996657.1	mRNA.RE08694
XP_004996658.1	mRNA.RE13300
XP_004996660.1	mRNA.RE16548
XP_004996662.1	mRNA.RE08564
XP_004996665.1	mRNA.RE12749
XP_004996666.1	mRNA.RE13400
XP_004996667.1	mRNA.RE16294
XP_004996669.1	mRNA.RE06974
XP_004996670.1	mRNA.RE01474
XP_004996672.1	mRNA.RE04487
XP_004996673.1	mRNA.RE05353
XP_004996674.1	mRNA.RE09823
XP_004996678.1	mRNA.RE10015
XP_004996686.1	mRNA.RE15643
XP_004996689.1	mRNA.RE13008
XP_004996691.1	mRNA.RE10420
XP_004996693.1	mRNA.RE07416
XP_004996696.1	mRNA.RE05535
XP_004996699.1	mRNA.RE08034
XP_004996707.1	mRNA.RE10094
XP_004996708.1	mRNA.RE01426
XP_004996709.1	mRNA.RE01424
XP_004996710.1	mRNA.RE10543
XP_004996711.1	mRNA.RE08687
XP_004996713.1	mRNA.RE13097
XP_004996714.1	mRNA.RE16210
XP_004996717.1	mRNA.RE16194
XP_004996718.1	mRNA.RE15275
XP_004996722.1	mRNA.RE09667
XP_004996726.1	mRNA.RE04402
XP_004996727.1	mRNA.RE14640
XP_004996728.1	mRNA.RE10804
XP_004996729.1	mRNA.RE14530
XP_004996731.1	mRNA.RE00902
XP_004996733.1	mRNA.RE07486
XP_004996734.1	mRNA.RE16768
XP_004996735.1	mRNA.RE04925
XP_004996736.1	mRNA.RE04199
XP_004996737.1	mRNA.RE00130
XP_004996738.1	mRNA.RE03799
XP_004996739.1	mRNA.RE09493
XP_004996740.1	mRNA.RE06125
XP_004996741.1	mRNA.RE03228
XP_004996743.1	mRNA.RE10552
XP_004996745.1	mRNA.RE12347
XP_004996748.1	mRNA.RE09370
XP_004996759.1	mRNA.RE09915
XP_004996763.1	mRNA.RE12911
XP_004996766.1	mRNA.RE06655
XP_004996767.1	mRNA.RE16525
XP_004996768.1	mRNA.RE00235
XP_004996769.1	mRNA.RE15229
XP_004996770.1	mRNA.RE12437
XP_004996771.1	mRNA.RE03561
XP_004996773.1	mRNA.RE03818
XP_004996774.1	mRNA.RE15971
XP_004996776.1	mRNA.RE00948
XP_004996777.1	mRNA.RE12263
XP_004996778.1	mRNA.RE14775
XP_004996779.1	mRNA.RE16599
XP_004996781.1	mRNA.RE15669
XP_004996782.1	mRNA.RE13589
XP_004996784.1	mRNA.RE12994
XP_004996785.1	mRNA.RE03821
XP_004996788.1	mRNA.RE03998
XP_004996789.1	mRNA.RE15997
XP_004996790.1	mRNA.RE10080
XP_004996796.1	mRNA.RE07563
XP_004996797.1	mRNA.RE12950
XP_004996798.1	mRNA.RE01812
XP_004996800.1	mRNA.RE11586
XP_004996801.1	mRNA.RE12566
XP_004996804.1	mRNA.RE10555
XP_004996807.1	mRNA.RE11922
XP_004996809.1	mRNA.RE03471
XP_004996813.1	mRNA.RE03850
XP_004996814.1	mRNA.RE04637
XP_004996815.1	mRNA.RE08310
XP_004996816.1	mRNA.RE11879
XP_004996818.1	mRNA.RE15041
XP_004996819.1	mRNA.RE09744
XP_004996827.1	mRNA.RE15442
XP_004996829.1	mRNA.RE03075
XP_004996830.1	mRNA.RE10556
XP_004996833.1	mRNA.RE05545
XP_004996834.1	mRNA.RE09232
XP_004996838.1	mRNA.RE04744
XP_004996839.1	mRNA.RE10918
XP_004996840.1	mRNA.RE06423
XP_004996843.1	mRNA.RE16886
XP_004996846.1	mRNA.RE06871
XP_004996847.1	mRNA.RE02357
XP_004996848.1	mRNA.RE10480
XP_004996849.1	mRNA.RE00531
XP_004996850.1	mRNA.RE07040
XP_004996852.1	mRNA.RE09473
XP_004996853.1	mRNA.RE08337
XP_004996855.1	mRNA.RE04374
XP_004996856.1	mRNA.RE01802
XP_004996857.1	mRNA.RE12877
XP_004996858.1	mRNA.RE10952
XP_004996859.1	mRNA.RE01643
XP_004996860.1	mRNA.RE12853
XP_004996863.1	mRNA.RE08119
XP_004996865.1	mRNA.RE07294
XP_004996870.1	mRNA.RE11842
XP_004996872.1	mRNA.RE12308
XP_004996875.1	mRNA.RE06770
XP_004996876.1	mRNA.RE03587
XP_004996877.1	mRNA.RE10446
XP_004996878.1	mRNA.RE12363
XP_004996879.1	mRNA.RE06526
XP_004996880.1	mRNA.RE15068
XP_004996883.1	mRNA.RE10616
XP_004996884.1	mRNA.RE15915
XP_004996885.1	mRNA.RE10495
XP_004996886.1	mRNA.RE12187
XP_004996888.1	mRNA.RE06727
XP_004996897.1	mRNA.RE08380
XP_004996898.1	mRNA.RE08221
XP_004996900.1	mRNA.RE13043
XP_004996901.1	mRNA.RE09642
XP_004996902.1	mRNA.RE05977
XP_004996904.1	mRNA.RE04832
XP_004996905.1	mRNA.RE11589
XP_004996910.1	mRNA.RE08513
XP_004996912.1	mRNA.RE15861
XP_004996913.1	mRNA.RE10385
XP_004996917.1	mRNA.RE09074
XP_004996921.1	mRNA.RE13402
XP_004996924.1	mRNA.RE04719
XP_004996927.1	mRNA.RE13452
XP_004996928.1	mRNA.RE11005
XP_004996931.1	mRNA.RE15530
XP_004996939.1	mRNA.RE13010
XP_004996940.1	mRNA.RE03798
XP_004996941.1	mRNA.RE05226
XP_004996942.1	mRNA.RE11011
XP_004996947.1	mRNA.RE09085
XP_004996948.1	mRNA.RE15396
XP_004996949.1	mRNA.RE05556
XP_004996951.1	mRNA.RE01715
XP_004996952.1	mRNA.RE13041
XP_004996957.1	mRNA.RE04691
XP_004996958.1	mRNA.RE09905
XP_004996959.1	mRNA.RE01826
XP_004996962.1	mRNA.RE13033
XP_004996966.1	mRNA.RE11919
XP_004996968.1	mRNA.RE07310
XP_004996970.1	mRNA.RE12105
XP_004996971.1	mRNA.RE07107
XP_004996972.1	mRNA.RE13668
XP_004996973.1	mRNA.RE15230
XP_004996975.1	mRNA.RE03995
XP_004996976.1	mRNA.RE08594
XP_004996978.1	mRNA.RE03825
XP_004996981.1	mRNA.RE14376
XP_004996982.1	mRNA.RE16492
XP_004996988.1	mRNA.RE02473
XP_004996989.1	mRNA.RE13963
XP_004996990.1	mRNA.RE02033
XP_004996992.1	mRNA.RE14110
XP_004996995.1	mRNA.RE05256
XP_004996997.1	mRNA.RE15900
XP_004996999.1	mRNA.RE16675
XP_004997001.1	mRNA.RE03973
XP_004997002.1	mRNA.RE12872
XP_004997003.1	mRNA.RE06728
XP_004997004.1	mRNA.RE14049
XP_004997006.1	mRNA.RE10764
XP_004997008.1	mRNA.RE10548
XP_004997009.1	mRNA.RE11693
XP_004997011.1	mRNA.RE06427
XP_004997013.1	mRNA.RE08350
XP_004997016.1	mRNA.RE06232
XP_004997017.1	mRNA.RE03991
XP_004997018.1	mRNA.RE12992
XP_004997020.1	mRNA.RE03300
XP_004997022.1	mRNA.RE12331
XP_004997023.1	mRNA.RE00298
XP_004997024.1	mRNA.RE08730
XP_004997025.1	mRNA.RE11286
XP_004997026.1	mRNA.RE01979
XP_004997028.1	mRNA.RE01725
XP_004997030.1	mRNA.RE03984
XP_004997033.1	mRNA.RE14458
XP_004997035.1	mRNA.RE02582
XP_004997036.1	mRNA.RE10302
XP_004997037.1	mRNA.RE03932
XP_004997038.1	mRNA.RE15990
XP_004997040.1	mRNA.RE15318
XP_004997041.1	mRNA.RE02279
XP_004997053.1	mRNA.RE10810
XP_004997054.1	mRNA.RE11690
XP_004997055.1	mRNA.RE16749
XP_004997060.1	mRNA.RE01485
XP_004997067.1	mRNA.RE14877
XP_004997068.1	mRNA.RE14052
XP_004997071.1	mRNA.RE02460
XP_004997073.1	mRNA.RE05945
XP_004997075.1	mRNA.RE09441
XP_004997076.1	mRNA.RE13871
XP_004997079.1	mRNA.RE15199
XP_004997082.1	mRNA.RE16707
XP_004997083.1	mRNA.RE04485
XP_004997086.1	mRNA.RE15921
XP_004997087.1	mRNA.RE08252
XP_004997088.1	mRNA.RE09513
XP_004997089.1	mRNA.RE04411
XP_004997090.1	mRNA.RE09371
XP_004997092.1	mRNA.RE08727
XP_004997093.1	mRNA.RE01811
XP_004997094.1	mRNA.RE17017
XP_004997095.1	mRNA.RE09668
XP_004997096.1	mRNA.RE15042
XP_004997098.1	mRNA.RE11750
XP_004997102.1	mRNA.RE13952
XP_004997106.1	mRNA.RE09511
XP_004997107.1	mRNA.RE10551
XP_004997109.1	mRNA.RE09396
XP_004997110.1	mRNA.RE15787
XP_004997111.1	mRNA.RE13941
XP_004997112.1	mRNA.RE00859
XP_004997113.1	mRNA.RE03479
XP_004997115.1	mRNA.RE09424
XP_004997116.1	mRNA.RE00006
XP_004997117.1	mRNA.RE16089
XP_004997119.1	mRNA.RE11875
XP_004997122.1	mRNA.RE16820
XP_004997123.1	mRNA.RE11959
XP_004997124.1	mRNA.RE08258
XP_004997125.1	mRNA.RE15494
XP_004997127.1	mRNA.RE08568
XP_004997128.1	mRNA.RE16107
XP_004997129.1	mRNA.RE06981
XP_004997131.1	mRNA.RE08314
XP_004997135.1	mRNA.RE16585
XP_004997136.1	mRNA.RE16605
XP_004997137.1	mRNA.RE15355
XP_004997139.1	mRNA.RE08031
XP_004997140.1	mRNA.RE15878
XP_004997143.1	mRNA.RE01178
XP_004997145.1	mRNA.RE06885
XP_004997147.1	mRNA.RE09486
XP_004997148.1	mRNA.RE09717
XP_004997155.1	mRNA.RE02004
XP_004997156.1	mRNA.RE16839
XP_004997159.1	mRNA.RE16570
XP_004997160.1	mRNA.RE12223
XP_004997161.1	mRNA.RE07704
XP_004997163.1	mRNA.RE02133
XP_004997164.1	mRNA.RE04362
XP_004997166.1	mRNA.RE07707
XP_004997167.1	mRNA.RE05255
XP_004997168.1	mRNA.RE00206
XP_004997170.1	mRNA.RE14649
XP_004997173.1	mRNA.RE16903
XP_004997174.1	mRNA.RE15920
XP_004997175.1	mRNA.RE04019
XP_004997176.1	mRNA.RE05313
XP_004997179.1	mRNA.RE03732
XP_004997180.1	mRNA.RE15786
XP_004997182.1	mRNA.RE07814
XP_004997183.1	mRNA.RE13692
XP_004997184.1	mRNA.RE15789
XP_004997186.1	mRNA.RE02950
XP_004997188.1	mRNA.RE13653
XP_004997190.1	mRNA.RE09340
XP_004997194.1	mRNA.RE07994
XP_004997195.1	mRNA.RE09426
XP_004997196.1	mRNA.RE02113
XP_004997197.1	mRNA.RE10308
XP_004997198.1	mRNA.RE15127
XP_004997199.1	mRNA.RE16662
XP_004997201.1	mRNA.RE11091
XP_004997202.1	mRNA.RE10484
XP_004997208.1	mRNA.RE02496
XP_004997213.1	mRNA.RE11738
XP_004997214.1	mRNA.RE11630
XP_004997218.1	mRNA.RE07023
XP_004997221.1	mRNA.RE16029
XP_004997223.1	mRNA.RE03343
XP_004997224.1	mRNA.RE03106
XP_004997226.1	mRNA.RE12964
XP_004997227.1	mRNA.RE02263
XP_004997233.1	mRNA.RE16921
XP_004997234.1	mRNA.RE10458
XP_004997235.1	mRNA.RE04770
XP_004997236.1	mRNA.RE14653
XP_004997237.1	mRNA.RE10745
XP_004997238.1	mRNA.RE11191
XP_004997239.1	mRNA.RE12284
XP_004997240.1	mRNA.RE16724
XP_004997241.1	mRNA.RE05307
XP_004997242.1	mRNA.RE11004
XP_004997245.1	mRNA.RE16663
XP_004997246.1	mRNA.RE16910
XP_004997252.1	mRNA.RE10251
XP_004997253.1	mRNA.RE12822
XP_004997257.1	mRNA.RE00619
XP_004997267.1	mRNA.RE14655
XP_004997271.1	mRNA.RE16544
XP_004997275.1	mRNA.RE11668
XP_004997276.1	mRNA.RE08165
XP_004997278.1	mRNA.RE03523
XP_004997279.1	mRNA.RE03860
XP_004997280.1	mRNA.RE02997
XP_004997283.1	mRNA.RE16763
XP_004997286.1	mRNA.RE02832
XP_004997287.1	mRNA.RE15080
XP_004997292.1	mRNA.RE13862
XP_004997294.1	mRNA.RE06697
XP_004997297.1	mRNA.RE00304
XP_004997299.1	mRNA.RE16608
XP_004997301.1	mRNA.RE11018
XP_004997302.1	mRNA.RE06932
XP_004997303.1	mRNA.RE08306
XP_004997305.1	mRNA.RE06123
XP_004997310.1	mRNA.RE07855
XP_004997313.1	mRNA.RE16247
XP_004997315.1	mRNA.RE01095
XP_004997317.1	mRNA.RE09081
XP_004997319.1	mRNA.RE08245
XP_004997320.1	mRNA.RE10474
XP_004997322.1	mRNA.RE07625
XP_004997324.1	mRNA.RE16382
XP_004997329.1	mRNA.RE16428
XP_004997330.1	mRNA.RE16268
XP_004997332.1	mRNA.RE15691
XP_004997336.1	mRNA.RE00163
XP_004997337.1	mRNA.RE06542
XP_004997338.1	mRNA.RE12007
XP_004997339.1	mRNA.RE13707
XP_004997340.1	mRNA.RE00925
XP_004997343.1	mRNA.RE03977
XP_004997345.1	mRNA.RE09748
XP_004997350.1	mRNA.RE07109
XP_004997353.1	mRNA.RE06875
XP_004997354.1	mRNA.RE11767
XP_004997356.1	mRNA.RE04167
XP_004997357.1	mRNA.RE16916
XP_004997359.1	mRNA.RE14733
XP_004997361.1	mRNA.RE16644
XP_004997362.1	mRNA.RE10519
XP_004997363.1	mRNA.RE16434
XP_004997365.1	mRNA.RE00710
XP_004997367.1	mRNA.RE14200
XP_004997374.1	mRNA.RE05060
XP_004997375.1	mRNA.RE15490
XP_004997377.1	mRNA.RE04734
XP_004997379.1	mRNA.RE13108
XP_004997383.1	mRNA.RE10076
XP_004997385.1	mRNA.RE12320
XP_004997388.1	mRNA.RE03078
XP_004997390.1	mRNA.RE09467
XP_004997393.1	mRNA.RE01924
XP_004997394.1	mRNA.RE16690
XP_004997397.1	mRNA.RE04400
XP_004997402.1	mRNA.RE11450
XP_004997405.1	mRNA.RE07798
XP_004997407.1	mRNA.RE04032
XP_004997408.1	mRNA.RE13745
XP_004997409.1	mRNA.RE04926
XP_004997410.1	mRNA.RE10803
XP_004997413.1	mRNA.RE14719
XP_004997416.1	mRNA.RE10914
XP_004997417.1	mRNA.RE15101
XP_004997418.1	mRNA.RE10849
XP_004997419.1	mRNA.RE10985
XP_004997421.1	mRNA.RE11436
XP_004997428.1	mRNA.RE16287
XP_004997429.1	mRNA.RE02615
XP_004997431.1	mRNA.RE08322
XP_004997433.1	mRNA.RE07558
XP_004997434.1	mRNA.RE11429
XP_004997435.1	mRNA.RE16020
XP_004997437.1	mRNA.RE12956
XP_004997441.1	mRNA.RE16923
XP_004997447.1	mRNA.RE13928
XP_004997448.1	mRNA.RE12289
XP_004997449.1	mRNA.RE09419
XP_004997451.1	mRNA.RE14095
XP_004997452.1	mRNA.RE01807
XP_004997453.1	mRNA.RE01805
XP_004997460.1	mRNA.RE16368
XP_004997466.1	mRNA.RE09639
XP_004997468.1	mRNA.RE13948
XP_004997480.1	mRNA.RE12855
XP_004997490.1	mRNA.RE10527
XP_004997491.1	mRNA.RE04491
XP_004997494.1	mRNA.RE04808
XP_004997496.1	mRNA.RE10632
XP_004997498.1	mRNA.RE16213
XP_004997501.1	mRNA.RE15271
XP_004997502.1	mRNA.RE09660
XP_004997503.1	mRNA.RE12984
XP_004997504.1	mRNA.RE08339
XP_004997505.1	mRNA.RE13189
XP_004997507.1	mRNA.RE03053
XP_004997508.1	mRNA.RE08559
XP_004997509.1	mRNA.RE10585
XP_004997510.1	mRNA.RE13748
XP_004997520.1	mRNA.RE13428
XP_004997528.1	mRNA.RE04578
XP_004997529.1	mRNA.RE15084
XP_004997533.1	mRNA.RE13081
XP_004997536.1	mRNA.RE17112
XP_004997537.1	mRNA.RE14342
XP_004997540.1	mRNA.RE06495
XP_004997542.1	mRNA.RE04060
XP_004997543.1	mRNA.RE10861
XP_004997544.1	mRNA.RE01416
XP_004997545.1	mRNA.RE15350
XP_004997546.1	mRNA.RE08334
XP_004997547.1	mRNA.RE14927
XP_004997549.1	mRNA.RE11762
XP_004997558.1	mRNA.RE04300
XP_004997564.1	mRNA.RE11305
XP_004997565.1	mRNA.RE16035
XP_004997566.1	mRNA.RE13290
XP_004997569.1	mRNA.RE13168
XP_004997572.1	mRNA.RE15588
XP_004997576.1	mRNA.RE09244
XP_004997583.1	mRNA.RE14276
XP_004997584.1	mRNA.RE10587
XP_004997589.1	mRNA.RE03569
XP_004997592.1	mRNA.RE15858
XP_004997597.1	mRNA.RE10773
XP_004997599.1	mRNA.RE09454
XP_004997601.1	mRNA.RE07316
XP_004997605.1	mRNA.RE07498
XP_004997606.1	mRNA.RE04305
XP_004997607.1	mRNA.RE14018
XP_004997608.1	mRNA.RE13268
XP_004997610.1	mRNA.RE10156
XP_004997612.1	mRNA.RE15485
XP_004997614.1	mRNA.RE11399
XP_004997615.1	mRNA.RE16586
XP_004997616.1	mRNA.RE09252
XP_004997617.1	mRNA.RE08318
XP_004997618.1	mRNA.RE12464
XP_004997619.1	mRNA.RE08297
XP_004997620.1	mRNA.RE13252
XP_004997621.1	mRNA.RE10103
XP_004997622.1	mRNA.RE10035
XP_004997623.1	mRNA.RE03209
XP_004997625.1	mRNA.RE00617
XP_004997627.1	mRNA.RE11903
XP_004997630.1	mRNA.RE11946
XP_004997631.1	mRNA.RE03629
XP_004997632.1	mRNA.RE04291
XP_004997633.1	mRNA.RE10473
XP_004997634.1	mRNA.RE06571
XP_004997635.1	mRNA.RE16184
XP_004997636.1	mRNA.RE13446
XP_004997638.1	mRNA.RE13068
XP_004997641.1	mRNA.RE09837
XP_004997645.1	mRNA.RE00972
XP_004997646.1	mRNA.RE11417
XP_004997647.1	mRNA.RE13238
XP_004997649.1	mRNA.RE03115
XP_004997652.1	mRNA.RE08864
XP_004997659.1	mRNA.RE16645
XP_004997660.1	mRNA.RE10303
XP_004997661.1	mRNA.RE09588
XP_004997669.1	mRNA.RE04180
XP_004997673.1	mRNA.RE13988
XP_004997674.1	mRNA.RE16911
XP_004997676.1	mRNA.RE15901
XP_004997680.1	mRNA.RE01472
XP_004997681.1	mRNA.RE09447
XP_004997683.1	mRNA.RE02517
XP_004997684.1	mRNA.RE15395
XP_004997688.1	mRNA.RE03864
XP_004997691.1	mRNA.RE05183
XP_004997693.1	mRNA.RE12854
XP_004997701.1	mRNA.RE04240
XP_004997703.1	mRNA.RE02200
XP_004997704.1	mRNA.RE10893
XP_004997705.1	mRNA.RE10753
XP_004997709.1	mRNA.RE05738
XP_004997710.1	mRNA.RE08283
XP_004997712.1	mRNA.RE01438
XP_004997713.1	mRNA.RE03028
XP_004997714.1	mRNA.RE14525
XP_004997716.1	mRNA.RE03101
