XP_004987445.1	Hcv1.av93.c2.g1361.i1
XP_004994643.1	Hcv1.av93.c5.g542.i1
XP_004994644.1	Hcv1.av93.c11.g689.i1
XP_004994646.1	Hcv1.av93.c3.g416.i1
XP_004994649.1	Hcv1.av93.c7.g414.i12
XP_004994653.1	Hcv1.av93.c5.g1295.i1
XP_004994655.1	Hcv1.av93.c9.g167.i1
XP_004994658.1	Hcv1.av93.c5.g701.i1
XP_004994660.1	Hcv1.av93.c5.g1041.i1
XP_004994665.1	Hcv1.av93.c7.g171.i1
XP_004994670.1	Hcv1.av93.c9.g634.i1
XP_004994671.1	Hcv1.av93.c11.g339.i1
XP_004994676.1	Hcv1.av93.c11.g273.i1
XP_004994677.1	Hcv1.av93.c2.g1633.i1
XP_004994682.1	Hcv1.av93.c12.g57.i1
XP_004994686.1	Hcv1.av93.c2.g1293.i1
XP_004994691.1	Hcv1.av93.c1.g1473.i1
XP_004994692.1	Hcv1.av93.c3.g548.i1
XP_004994693.1	Hcv1.av93.c3.g306.i3
XP_004994696.1	Hcv1.av93.c5.g923.i3
XP_004994699.1	Hcv1.av93.c13.g656.i1
XP_004994703.1	Hcv1.av93.c2.g1235.i1
XP_004994705.1	Hcv1.av93.c5.g366.i1
XP_004994707.1	Hcv1.av93.c4.g204.i1
XP_004994713.1	Hcv1.av93.c5.g804.i1
XP_004994716.1	Hcv1.av93.c1.g401.i1
XP_004994719.1	Hcv1.av93.c9.g798.i1
XP_004994723.1	Hcv1.av93.c2.g409.i1
XP_004994725.1	Hcv1.av93.c3.g1008.i1
XP_004994728.1	Hcv1.av93.c9.g943.i1
XP_004994729.1	Hcv1.av93.c11.g439.i1
XP_004994732.1	Hcv1.av93.c1.g1666.i1
XP_004994733.1	Hcv1.av93.c3.g494.i1
XP_004994734.1	Hcv1.av93.c5.g733.i1
XP_004994739.1	Hcv1.av93.c6.g215.i1
XP_004994742.1	Hcv1.av93.c5.g1180.i1
XP_004994744.1	Hcv1.av93.c9.g785.i1
XP_004994746.1	Hcv1.av93.c11.g19.i2
XP_004994747.1	Hcv1.av93.c1.g883.i1
XP_004994751.1	Hcv1.av93.c11.g194.i1
XP_004994752.1	Hcv1.av93.c13.g172.i1
XP_004994761.1	Hcv1.av93.c6.g194.i1
XP_004994763.1	Hcv1.av93.c9.g211.i1
XP_004994767.1	Hcv1.av93.c1.g396.i1
XP_004994770.1	Hcv1.av93.c4.g380.i1
XP_004994771.1	Hcv1.av93.c8.g70.i1
XP_004994775.1	Hcv1.av93.c3.g603.i1
XP_004994776.1	Hcv1.av93.c1.g695.i1
XP_004994780.1	Hcv1.av93.c3.g1103.i1
XP_004994799.1	Hcv1.av93.c5.g132.i1
XP_004994801.1	Hcv1.av93.c9.g914.i1
XP_004994802.1	Hcv1.av93.c12.g292.i1
XP_004994803.1	Hcv1.av93.c8.g221.i1
XP_004994804.1	Hcv1.av93.c13.g65.i1
XP_004994810.1	Hcv1.av93.c8.g250.i3
XP_004994815.1	Hcv1.av93.c11.g638.i1
XP_004994817.1	Hcv1.av93.c9.g915.i1
XP_004994820.1	Hcv1.av93.c3.g912.i1
XP_004994823.1	Hcv1.av93.c1.g549.i1
XP_004994824.1	Hcv1.av93.c12.g478.i1
XP_004994825.1	Hcv1.av93.c8.g678.i1
XP_004994829.1	Hcv1.av93.c4.g695.i1
XP_004994832.1	Hcv1.av93.c6.g988.i1
XP_004994835.1	Hcv1.av93.c6.g206.i1
XP_004994837.1	Hcv1.av93.c3.g611.i1
XP_004994842.1	Hcv1.av93.c1.g352.i1
XP_004994844.1	Hcv1.av93.c2.g636.i2
XP_004994848.1	Hcv1.av93.c5.g1019.i1
XP_004994849.1	Hcv1.av93.c1.g402.i1
XP_004994850.1	Hcv1.av93.c6.g1193.i1
XP_004994853.1	Hcv1.av93.c6.g913.i1
XP_004994854.1	Hcv1.av93.c3.g30.i1
XP_004994856.1	Hcv1.av93.c3.g1246.i1
XP_004994857.1	Hcv1.av93.c1.g1183.i1
XP_004994860.1	Hcv1.av93.c1.g762.i1
XP_004994863.1	Hcv1.av93.c11.g201.i2
XP_004994864.1	Hcv1.av93.c11.g285.i1
XP_004994865.1	Hcv1.av93.c13.g330.i2
XP_004994869.1	Hcv1.av93.c8.g414.i1
XP_004994871.1	Hcv1.av93.c3.g805.i1
XP_004994873.1	Hcv1.av93.c2.g818.i1
XP_004994877.1	Hcv1.av93.c3.g413.i1
XP_004994882.1	Hcv1.av93.c2.g1564.i1
XP_004994886.1	Hcv1.av93.c3.g352.i1
XP_004994887.1	Hcv1.av93.c2.g616.i1
XP_004994891.1	Hcv1.av93.c6.g1081.i1
XP_004994892.1	Hcv1.av93.c2.g228.i1
XP_004994893.1	Hcv1.av93.c1.g1483.i1
XP_004994896.1	Hcv1.av93.c2.g126.i1
XP_004994897.1	Hcv1.av93.c4.g137.i1
XP_004994898.1	Hcv1.av93.c5.g318.i2
XP_004994904.1	Hcv1.av93.c6.g1134.i1
XP_004994916.1	Hcv1.av93.c11.g767.i2
XP_004994917.1	Hcv1.av93.c2.g374.i1
XP_004994937.1	Hcv1.av93.c6.g229.i1
XP_004994939.1	Hcv1.av93.c7.g197.i1
XP_004994941.1	Hcv1.av93.c2.g229.i1
XP_004994942.1	Hcv1.av93.c11.g653.i1
XP_004994946.1	Hcv1.av93.c9.g853.i1
XP_004994947.1	Hcv1.av93.c5.g1361.i1
XP_004994949.1	Hcv1.av93.c3.g1187.i1
XP_004994950.1	Hcv1.av93.c1.g988.i1
XP_004994951.1	Hcv1.av93.c4.g574.i1
XP_004994959.1	Hcv1.av93.c2.g486.i2
XP_004994960.1	Hcv1.av93.c6.g408.i1
XP_004994964.1	Hcv1.av93.c2.g314.i1
XP_004994966.1	Hcv1.av93.c8.g591.i1
XP_004994967.1	Hcv1.av93.c11.g50.i1
XP_004994969.1	Hcv1.av93.c2.g1530.i1
XP_004994972.1	Hcv1.av93.c1.g1217.i1
XP_004994975.1	Hcv1.av93.c7.g730.i1
XP_004994976.1	Hcv1.av93.c11.g306.i1
XP_004994977.1	Hcv1.av93.c1.g236.i1
XP_004994978.1	Hcv1.av93.c6.g167.i1
XP_004994980.1	Hcv1.av93.c6.g516.i2
XP_004994981.1	Hcv1.av93.c9.g839.i1
XP_004994982.1	Hcv1.av93.c6.g180.i1
XP_004994987.1	Hcv1.av93.c9.g329.i1
XP_004994988.1	Hcv1.av93.c6.g744.i1
XP_004994992.1	Hcv1.av93.c11.g761.i1
XP_004994993.1	Hcv1.av93.c6.g78.i1
XP_004994994.1	Hcv1.av93.c3.g673.i1
XP_004994997.1	Hcv1.av93.c2.g1603.i1
XP_004994998.1	Hcv1.av93.c11.g866.i2
XP_004995000.1	Hcv1.av93.c6.g671.i1
XP_004995002.1	Hcv1.av93.c2.g829.i1
XP_004995003.1	Hcv1.av93.c6.g747.i2
XP_004995004.1	Hcv1.av93.c9.g401.i1
XP_004995006.1	Hcv1.av93.c9.g917.i1
XP_004995012.1	Hcv1.av93.c8.g263.i1
XP_004995013.1	Hcv1.av93.c6.g108.i1
XP_004995017.1	Hcv1.av93.c3.g1159.i1
XP_004995019.1	Hcv1.av93.c2.g1008.i1
XP_004995020.1	Hcv1.av93.c8.g899.i1
XP_004995022.1	Hcv1.av93.c11.g1003.i2
XP_004995023.1	Hcv1.av93.c6.g515.i1
XP_004995025.1	Hcv1.av93.c12.g464.i1
XP_004995026.1	Hcv1.av93.c1.g225.i1
XP_004995027.1	Hcv1.av93.c7.g609.i1
XP_004995028.1	Hcv1.av93.c3.g763.i1
XP_004995032.1	Hcv1.av93.c12.g175.i1
XP_004995033.1	Hcv1.av93.c6.g961.i1
XP_004995040.1	Hcv1.av93.c6.g303.i1
XP_004995048.1	Hcv1.av93.c9.g287.i1
XP_004995049.1	Hcv1.av93.c2.g1385.i1
XP_004995052.1	Hcv1.av93.c13.g335.i2
XP_004995055.1	Hcv1.av93.c7.g433.i1
XP_004995057.1	Hcv1.av93.c1.g1486.i1
XP_004995059.1	Hcv1.av93.c2.g1080.i2
XP_004995060.1	Hcv1.av93.c6.g1175.i1
XP_004995064.1	Hcv1.av93.c9.g231.i1
XP_004995065.1	Hcv1.av93.c2.g1095.i1
XP_004995066.1	Hcv1.av93.c6.g304.i1
XP_004995067.1	Hcv1.av93.c5.g410.i2
XP_004995074.1	Hcv1.av93.c3.g363.i1
XP_004995075.1	Hcv1.av93.c5.g823.i1
XP_004995078.1	Hcv1.av93.c2.g533.i1
XP_004995080.1	Hcv1.av93.c2.g1060.i1
XP_004995082.1	Hcv1.av93.c2.g1513.i1
XP_004995084.1	Hcv1.av93.c4.g616.i1
XP_004995090.1	Hcv1.av93.c4.g881.i1
XP_004995096.1	Hcv1.av93.c5.g1349.i1
XP_004995101.1	Hcv1.av93.c13.g54.i1
XP_004995105.1	Hcv1.av93.c7.g795.i1
XP_004995106.1	Hcv1.av93.c6.g857.i1
XP_004995107.1	Hcv1.av93.c5.g413.i1
XP_004995109.1	Hcv1.av93.c6.g450.i1
XP_004995116.1	Hcv1.av93.c8.g47.i1
XP_004995118.1	Hcv1.av93.c9.g265.i1
XP_004995121.1	Hcv1.av93.c3.g1273.i1
XP_004995124.1	Hcv1.av93.c2.g498.i1
XP_004995131.1	Hcv1.av93.c8.g299.i4
XP_004995132.1	Hcv1.av93.c5.g1000.i2
XP_004995134.1	Hcv1.av93.c5.g619.i1
XP_004995141.1	Hcv1.av93.c11.g677.i1
XP_004995142.1	Hcv1.av93.c6.g731.i1
XP_004995161.1	Hcv1.av93.c6.g800.i1
XP_004995165.1	Hcv1.av93.c1.g1224.i1
XP_004995166.1	Hcv1.av93.c2.g1286.i1
XP_004995168.1	Hcv1.av93.c7.g165.i1
XP_004995169.1	Hcv1.av93.c9.g666.i1
XP_004995174.1	Hcv1.av93.c3.g260.i1
XP_004995178.1	Hcv1.av93.c6.g1027.i2
XP_004995181.1	Hcv1.av93.c1.g664.i1
XP_004995182.1	Hcv1.av93.c10.g368.i1
XP_004995184.1	Hcv1.av93.c6.g374.i1
XP_004995186.1	Hcv1.av93.c2.g1355.i1
XP_004995190.1	Hcv1.av93.c7.g5.i1
XP_004995192.1	Hcv1.av93.c3.g441.i1
XP_004995199.1	Hcv1.av93.c12.g300.i1
XP_004995200.1	Hcv1.av93.c5.g975.i1
XP_004995203.1	Hcv1.av93.c1.g544.i1
XP_004995209.1	Hcv1.av93.c5.g352.i1
XP_004995211.1	Hcv1.av93.c4.g428.i2
XP_004995214.1	Hcv1.av93.c12.g563.i1
XP_004995217.1	Hcv1.av93.c6.g1151.i1
XP_004995218.1	Hcv1.av93.c5.g493.i1
XP_004995220.1	Hcv1.av93.c6.g178.i1
XP_004995222.1	Hcv1.av93.c1.g561.i1
XP_004995225.1	Hcv1.av93.c4.g184.i1
XP_004995232.1	Hcv1.av93.c4.g397.i1
XP_004995234.1	Hcv1.av93.c2.g515.i1
XP_004995235.1	Hcv1.av93.c1.g1210.i1
XP_004995253.1	Hcv1.av93.c5.g965.i1
XP_004995260.1	Hcv1.av93.c6.g954.i2
XP_004995265.1	Hcv1.av93.c5.g984.i1
XP_004995269.1	Hcv1.av93.c13.g480.i1
XP_004995273.1	Hcv1.av93.c9.g855.i1
XP_004995276.1	Hcv1.av93.c1.g548.i1
XP_004995279.1	Hcv1.av93.c6.g859.i1
XP_004995280.1	Hcv1.av93.c11.g66.i2
XP_004995284.1	Hcv1.av93.c1.g1535.i1
XP_004995285.1	Hcv1.av93.c5.g1286.i1
XP_004995286.1	Hcv1.av93.c1.g1494.i1
XP_004995296.1	Hcv1.av93.c7.g545.i1
XP_004995306.1	Hcv1.av93.c1.g1105.i1
XP_004995314.1	Hcv1.av93.c1.g245.i2
XP_004995329.1	Hcv1.av93.c13.g536.i1
XP_004995335.1	Hcv1.av93.c9.g859.i1
XP_004995338.1	Hcv1.av93.c1.g1011.i1
XP_004995342.1	Hcv1.av93.c9.g420.i1
XP_004995343.1	Hcv1.av93.c5.g1221.i1
XP_004995346.1	Hcv1.av93.c5.g324.i1
XP_004995354.1	Hcv1.av93.c1.g1514.i1
XP_004995361.1	Hcv1.av93.c9.g151.i1
XP_004995362.1	Hcv1.av93.c2.g926.i1
XP_004995364.1	Hcv1.av93.c10.g58.i1
XP_004995365.1	Hcv1.av93.c1.g576.i2
XP_004995366.1	Hcv1.av93.c5.g1320.i1
XP_004995372.1	Hcv1.av93.c1.g676.i1
XP_004995373.1	Hcv1.av93.c2.g168.i1
XP_004995379.1	Hcv1.av93.c2.g1415.i1
XP_004995384.1	Hcv1.av93.c9.g728.i2
XP_004995387.1	Hcv1.av93.c8.g385.i1
XP_004995394.1	Hcv1.av93.c12.g261.i1
XP_004995395.1	Hcv1.av93.c2.g824.i1
XP_004995399.1	Hcv1.av93.c2.g1463.i1
XP_004995400.1	Hcv1.av93.c6.g415.i1
XP_004995402.1	Hcv1.av93.c5.g550.i1
XP_004995405.1	Hcv1.av93.c2.g794.i1
XP_004995410.1	Hcv1.av93.c12.g47.i1
XP_004995418.1	Hcv1.av93.c2.g441.i1
XP_004995422.1	Hcv1.av93.c1.g1313.i1
XP_004995425.1	Hcv1.av93.c9.g944.i1
XP_004995426.1	Hcv1.av93.c5.g1154.i1
XP_004995429.1	Hcv1.av93.c3.g778.i1
XP_004995431.1	Hcv1.av93.c1.g1623.i2
XP_004995435.1	Hcv1.av93.c11.g307.i1
XP_004995437.1	Hcv1.av93.c1.g504.i1
XP_004995438.1	Hcv1.av93.c2.g493.i1
XP_004995439.1	Hcv1.av93.c3.g509.i2
XP_004995440.1	Hcv1.av93.c2.g820.i1
XP_004995441.1	Hcv1.av93.c6.g1142.i1
XP_004995442.1	Hcv1.av93.c5.g587.i1
XP_004995443.1	Hcv1.av93.c7.g114.i1
XP_004995444.1	Hcv1.av93.c2.g992.i1
XP_004995449.1	Hcv1.av93.c2.g970.i1
XP_004995457.1	Hcv1.av93.c6.g1150.i1
XP_004995460.1	Hcv1.av93.c1.g1659.i1
XP_004995462.1	Hcv1.av93.c2.g536.i1
XP_004995465.1	Hcv1.av93.c1.g386.i1
XP_004995466.1	Hcv1.av93.c1.g953.i1
XP_004995467.1	Hcv1.av93.c6.g1098.i1
XP_004995468.1	Hcv1.av93.c1.g420.i1
XP_004995469.1	Hcv1.av93.c1.g407.i1
XP_004995471.1	Hcv1.av93.c1.g232.i1
XP_004995477.1	Hcv1.av93.c7.g388.i1
XP_004995480.1	Hcv1.av93.c1.g1029.i1
XP_004995481.1	Hcv1.av93.c8.g752.i1
XP_004995484.1	Hcv1.av93.c6.g921.i1
XP_004995485.1	Hcv1.av93.c4.g739.i1
XP_004995491.1	Hcv1.av93.c2.g4.i1
XP_004995495.1	Hcv1.av93.c7.g646.i1
XP_004995500.1	Hcv1.av93.c1.g663.i2
XP_004995503.1	Hcv1.av93.c9.g464.i1
XP_004995513.1	Hcv1.av93.c5.g201.i1
XP_004995516.1	Hcv1.av93.c2.g1358.i1
XP_004995522.1	Hcv1.av93.c8.g771.i1
XP_004995524.1	Hcv1.av93.c1.g363.i1
XP_004995526.1	Hcv1.av93.c4.g393.i1
XP_004995542.1	Hcv1.av93.c10.g11.i1
XP_004995543.1	Hcv1.av93.c1.g1324.i1
XP_004995549.1	Hcv1.av93.c6.g1271.i1
XP_004995554.1	Hcv1.av93.c7.g517.i1
XP_004995556.1	Hcv1.av93.c2.g1398.i1
XP_004995558.1	Hcv1.av93.c2.g220.i1
XP_004995562.1	Hcv1.av93.c12.g255.i1
XP_004995563.1	Hcv1.av93.c1.g1225.i1
XP_004995564.1	Hcv1.av93.c7.g953.i1
XP_004995567.1	Hcv1.av93.c1.g968.i1
XP_004995570.1	Hcv1.av93.c9.g439.i1
XP_004995571.1	Hcv1.av93.c2.g55.i1
XP_004995575.1	Hcv1.av93.c2.g743.i1
XP_004995577.1	Hcv1.av93.c7.g991.i1
XP_004995579.1	Hcv1.av93.c3.g773.i1
XP_004995581.1	Hcv1.av93.c7.g412.i1
XP_004995583.1	Hcv1.av93.c9.g574.i1
XP_004995585.1	Hcv1.av93.c1.g1368.i1
XP_004995586.1	Hcv1.av93.c2.g1367.i1
XP_004995588.1	Hcv1.av93.c13.g558.i1
XP_004995589.1	Hcv1.av93.c5.g307.i1
XP_004995593.1	Hcv1.av93.c10.g322.i1
XP_004995601.1	Hcv1.av93.c13.g266.i1
XP_004995603.1	Hcv1.av93.c6.g370.i2
XP_004995604.1	Hcv1.av93.c1.g1372.i1
XP_004995608.1	Hcv1.av93.c9.g11.i1
XP_004995610.1	Hcv1.av93.c1.g288.i1
XP_004995636.1	Hcv1.av93.c2.g1600.i1
XP_004995642.1	Hcv1.av93.c2.g930.i1
XP_004995645.1	Hcv1.av93.c7.g124.i1
XP_004995653.1	Hcv1.av93.c4.g379.i1
XP_004995654.1	Hcv1.av93.c1.g843.i2
XP_004995655.1	Hcv1.av93.c5.g252.i1
XP_004995657.1	Hcv1.av93.c5.g1028.i1
XP_004995659.1	Hcv1.av93.c11.g403.i1
XP_004995660.1	Hcv1.av93.c11.g49.i1
XP_004995662.1	Hcv1.av93.c1.g477.i1
XP_004995666.1	Hcv1.av93.c12.g550.i1
XP_004995668.1	Hcv1.av93.c2.g1021.i1
XP_004995674.1	Hcv1.av93.c6.g530.i1
XP_004995675.1	Hcv1.av93.c2.g273.i2
XP_004995676.1	Hcv1.av93.c8.g585.i1
XP_004995678.1	Hcv1.av93.c3.g962.i1
XP_004995681.1	Hcv1.av93.c4.g133.i1
XP_004995683.1	Hcv1.av93.c6.g1138.i1
XP_004995687.1	Hcv1.av93.c2.g1631.i1
XP_004995689.1	Hcv1.av93.c5.g356.i1
XP_004995691.1	Hcv1.av93.c6.g1036.i1
XP_004995692.1	Hcv1.av93.c2.g1208.i2
XP_004995698.1	Hcv1.av93.c8.g817.i1
XP_004995699.1	Hcv1.av93.c9.g530.i2
XP_004995701.1	Hcv1.av93.c6.g85.i1
XP_004995702.1	Hcv1.av93.c13.g592.i3
XP_004995706.1	Hcv1.av93.c12.g19.i3
XP_004995708.1	Hcv1.av93.c6.g1265.i1
XP_004995709.1	Hcv1.av93.c7.g176.i1
XP_004995710.1	Hcv1.av93.c13.g633.i1
XP_004995711.1	Hcv1.av93.c5.g504.i1
XP_004995717.1	Hcv1.av93.c10.g255.i2
XP_004995725.1	Hcv1.av93.c4.g183.i1
XP_004995726.1	Hcv1.av93.c2.g1647.i1
XP_004995730.1	Hcv1.av93.c1.g1276.i1
XP_004995731.1	Hcv1.av93.c13.g152.i1
XP_004995733.1	Hcv1.av93.c1.g378.i1
XP_004995734.1	Hcv1.av93.c11.g227.i1
XP_004995737.1	Hcv1.av93.c12.g253.i1
XP_004995738.1	Hcv1.av93.c3.g1295.i2
XP_004995740.1	Hcv1.av93.c3.g625.i1
XP_004995741.1	Hcv1.av93.c1.g1585.i1
XP_004995747.1	Hcv1.av93.c10.g574.i2
XP_004995752.1	Hcv1.av93.c6.g1237.i1
XP_004995753.1	Hcv1.av93.c3.g846.i1
XP_004995754.1	Hcv1.av93.c6.g1003.i1
XP_004995759.1	Hcv1.av93.c4.g736.i3
XP_004995764.1	Hcv1.av93.c11.g830.i1
XP_004995767.1	Hcv1.av93.c9.g692.i2
XP_004995769.1	Hcv1.av93.c2.g1560.i1
XP_004995772.1	Hcv1.av93.c7.g853.i1
XP_004995773.1	Hcv1.av93.c1.g1484.i1
XP_004995776.1	Hcv1.av93.c3.g1052.i1
XP_004995777.1	Hcv1.av93.c2.g933.i1
XP_004995787.1	Hcv1.av93.c3.g491.i1
XP_004995788.1	Hcv1.av93.c11.g56.i1
XP_004995795.1	Hcv1.av93.c3.g447.i1
XP_004995798.1	Hcv1.av93.c1.g1612.i1
XP_004995801.1	Hcv1.av93.c10.g532.i1
XP_004995804.1	Hcv1.av93.c5.g430.i1
XP_004995807.1	Hcv1.av93.c13.g268.i1
XP_004995808.1	Hcv1.av93.c5.g84.i1
XP_004995809.1	Hcv1.av93.c9.g451.i1
XP_004995812.1	Hcv1.av93.c6.g162.i1
XP_004995813.1	Hcv1.av93.c13.g412.i1
XP_004995815.1	Hcv1.av93.c2.g552.i1
XP_004995816.1	Hcv1.av93.c8.g1011.i1
XP_004995822.1	Hcv1.av93.c6.g801.i1
XP_004995825.1	Hcv1.av93.c2.g1199.i1
XP_004995826.1	Hcv1.av93.c5.g968.i1
XP_004995827.1	Hcv1.av93.c9.g411.i1
XP_004995828.1	Hcv1.av93.c10.g123.i1
XP_004995829.1	Hcv1.av93.c7.g278.i1
XP_004995830.1	Hcv1.av93.c12.g565.i1
XP_004995831.1	Hcv1.av93.c3.g1299.i1
XP_004995832.1	Hcv1.av93.c3.g482.i1
XP_004995836.1	Hcv1.av93.c1.g101.i1
XP_004995840.1	Hcv1.av93.c12.g6.i1
XP_004995843.1	Hcv1.av93.c12.g46.i1
XP_004995844.1	Hcv1.av93.c2.g1016.i1
XP_004995845.1	Hcv1.av93.c6.g669.i1
XP_004995848.1	Hcv1.av93.c7.g583.i1
XP_004995850.1	Hcv1.av93.c3.g764.i1
XP_004995853.1	Hcv1.av93.c2.g679.i1
XP_004995856.1	Hcv1.av93.c2.g267.i1
XP_004995857.1	Hcv1.av93.c3.g1025.i3
XP_004995861.1	Hcv1.av93.c8.g219.i1
XP_004995862.1	Hcv1.av93.c3.g155.i1
XP_004995863.1	Hcv1.av93.c5.g1063.i1
XP_004995865.1	Hcv1.av93.c7.g152.i1
XP_004995866.1	Hcv1.av93.c1.g845.i1
XP_004995867.1	Hcv1.av93.c13.g85.i3
XP_004995871.1	Hcv1.av93.c6.g211.i1
XP_004995874.1	Hcv1.av93.c1.g829.i1
XP_004995876.1	Hcv1.av93.c7.g368.i2
XP_004995883.1	Hcv1.av93.c12.g210.i1
XP_004995885.1	Hcv1.av93.c11.g1014.i1
XP_004995890.1	Hcv1.av93.c6.g911.i1
XP_004995891.1	Hcv1.av93.c2.g123.i1
XP_004995895.1	Hcv1.av93.c2.g270.i1
XP_004995896.1	Hcv1.av93.c11.g444.i1
XP_004995897.1	Hcv1.av93.c10.g583.i1
XP_004995898.1	Hcv1.av93.c13.g481.i1
XP_004995900.1	Hcv1.av93.c5.g944.i1
XP_004995904.1	Hcv1.av93.c6.g115.i2
XP_004995908.1	Hcv1.av93.c5.g686.i1
XP_004995909.1	Hcv1.av93.c6.g453.i1
XP_004995910.1	Hcv1.av93.c11.g838.i1
XP_004995911.1	Hcv1.av93.c3.g752.i1
XP_004995913.1	Hcv1.av93.c6.g46.i1
XP_004995914.1	Hcv1.av93.c3.g712.i1
XP_004995917.1	Hcv1.av93.c6.g472.i1
XP_004995918.1	Hcv1.av93.c10.g242.i2
XP_004995919.1	Hcv1.av93.c5.g415.i1
XP_004995921.1	Hcv1.av93.c8.g615.i1
XP_004995928.1	Hcv1.av93.c7.g164.i1
XP_004995929.1	Hcv1.av93.c12.g439.i1
XP_004995931.1	Hcv1.av93.c3.g1021.i2
XP_004995936.1	Hcv1.av93.c1.g623.i1
XP_004995938.1	Hcv1.av93.c11.g635.i1
XP_004995954.1	Hcv1.av93.c5.g776.i1
XP_004995955.1	Hcv1.av93.c11.g573.i2
XP_004995958.1	Hcv1.av93.c8.g703.i1
XP_004995959.1	Hcv1.av93.c9.g348.i1
XP_004995970.1	Hcv1.av93.c9.g761.i1
XP_004995972.1	Hcv1.av93.c1.g1515.i1
XP_004995974.1	Hcv1.av93.c5.g1267.i1
XP_004995976.1	Hcv1.av93.c2.g860.i1
XP_004995979.1	Hcv1.av93.c2.g1285.i1
XP_004995981.1	Hcv1.av93.c11.g574.i1
XP_004995983.1	Hcv1.av93.c11.g143.i1
XP_004995985.1	Hcv1.av93.c2.g37.i1
XP_004995987.1	Hcv1.av93.c5.g691.i1
XP_004995988.1	Hcv1.av93.c4.g513.i1
XP_004995991.1	Hcv1.av93.c6.g586.i3
XP_004995996.1	Hcv1.av93.c9.g719.i1
XP_004996008.1	Hcv1.av93.c8.g421.i1
XP_004996009.1	Hcv1.av93.c8.g133.i2
XP_004996019.1	Hcv1.av93.c7.g271.i1
XP_004996023.1	Hcv1.av93.c5.g168.i1
XP_004996027.1	Hcv1.av93.c1.g117.i1
XP_004996029.1	Hcv1.av93.c1.g717.i1
XP_004996031.1	Hcv1.av93.c7.g198.i1
XP_004996034.1	Hcv1.av93.c6.g174.i1
XP_004996035.1	Hcv1.av93.c13.g433.i1
XP_004996037.1	Hcv1.av93.c8.g805.i1
XP_004996039.1	Hcv1.av93.c8.g552.i1
XP_004996041.1	Hcv1.av93.c5.g943.i1
XP_004996042.1	Hcv1.av93.c11.g586.i2
XP_004996043.1	Hcv1.av93.c2.g785.i1
XP_004996044.1	Hcv1.av93.c2.g1409.i1
XP_004996045.1	Hcv1.av93.c6.g333.i1
XP_004996049.1	Hcv1.av93.c5.g92.i1
XP_004996051.1	Hcv1.av93.c1.g974.i1
XP_004996052.1	Hcv1.av93.c6.g963.i1
XP_004996060.1	Hcv1.av93.c5.g491.i1
XP_004996061.1	Hcv1.av93.c3.g1158.i1
XP_004996062.1	Hcv1.av93.c12.g279.i1
XP_004996065.1	Hcv1.av93.c9.g460.i1
XP_004996069.1	Hcv1.av93.c8.g200.i1
XP_004996070.1	Hcv1.av93.c3.g387.i1
XP_004996077.1	Hcv1.av93.c2.g837.i1
XP_004996080.1	Hcv1.av93.c2.g479.i1
XP_004996082.1	Hcv1.av93.c2.g877.i1
XP_004996083.1	Hcv1.av93.c9.g896.i1
XP_004996084.1	Hcv1.av93.c11.g276.i1
XP_004996086.1	Hcv1.av93.c5.g616.i1
XP_004996089.1	Hcv1.av93.c3.g403.i1
XP_004996112.1	Hcv1.av93.c3.g391.i1
XP_004996113.1	Hcv1.av93.c7.g373.i1
XP_004996114.1	Hcv1.av93.c8.g612.i2
XP_004996116.1	Hcv1.av93.c9.g65.i1
XP_004996121.1	Hcv1.av93.c9.g653.i1
XP_004996125.1	Hcv1.av93.c9.g835.i1
XP_004996126.1	Hcv1.av93.c13.g56.i1
XP_004996139.1	Hcv1.av93.c3.g1080.i2
XP_004996140.1	Hcv1.av93.c6.g1182.i1
XP_004996154.1	Hcv1.av93.c1.g789.i1
XP_004996155.1	Hcv1.av93.c3.g1286.i1
XP_004996156.1	Hcv1.av93.c12.g91.i1
XP_004996157.1	Hcv1.av93.c5.g90.i1
XP_004996159.1	Hcv1.av93.c9.g313.i1
XP_004996186.1	Hcv1.av93.c9.g116.i1
XP_004996193.1	Hcv1.av93.c11.g1024.i1
XP_004996194.1	Hcv1.av93.c10.g456.i1
XP_004996199.1	Hcv1.av93.c2.g805.i4
XP_004996200.1	Hcv1.av93.c7.g80.i1
XP_004996201.1	Hcv1.av93.c2.g551.i1
XP_004996204.1	Hcv1.av93.c8.g164.i1
XP_004996233.1	Hcv1.av93.c4.g443.i1
XP_004996234.1	Hcv1.av93.c1.g708.i3
XP_004996236.1	Hcv1.av93.c8.g812.i1
XP_004996238.1	Hcv1.av93.c11.g646.i1
XP_004996239.1	Hcv1.av93.c3.g515.i1
XP_004996242.1	Hcv1.av93.c12.g285.i1
XP_004996244.1	Hcv1.av93.c9.g569.i1
XP_004996245.1	Hcv1.av93.c5.g152.i1
XP_004996246.1	Hcv1.av93.c5.g741.i1
XP_004996248.1	Hcv1.av93.c7.g789.i1
XP_004996252.1	Hcv1.av93.c2.g406.i1
XP_004996255.1	Hcv1.av93.c1.g670.i2
XP_004996256.1	Hcv1.av93.c5.g207.i1
XP_004996264.1	Hcv1.av93.c7.g240.i1
XP_004996265.1	Hcv1.av93.c7.g310.i1
XP_004996266.1	Hcv1.av93.c2.g118.i1
XP_004996267.1	Hcv1.av93.c5.g373.i1
XP_004996269.1	Hcv1.av93.c3.g550.i1
