Hcv1.av93.c1.g1001.i1	mRNA.RE12872
Hcv1.av93.c2.g402.i1	mRNA.RE03599
Hcv1.av93.c2.g403.i1	mRNA.RE04832
Hcv1.av93.c2.g405.i1	mRNA.RE06452
Hcv1.av93.c2.g406.i1	mRNA.RE00997
Hcv1.av93.c2.g407.i1	mRNA.RE05366
Hcv1.av93.c2.g409.i1	mRNA.RE05973
Hcv1.av93.c2.g412.i1	mRNA.RE06084
Hcv1.av93.c2.g417.i1	mRNA.RE14628
Hcv1.av93.c2.g418.i1	mRNA.RE10829
Hcv1.av93.c2.g42.i1	mRNA.RE05938
Hcv1.av93.c2.g421.i1	mRNA.RE07555
Hcv1.av93.c2.g423.i1	mRNA.RE02977
Hcv1.av93.c2.g429.i1	mRNA.RE02495
Hcv1.av93.c2.g43.i1	mRNA.RE16784
Hcv1.av93.c2.g430.i1	mRNA.RE05927
Hcv1.av93.c2.g433.i1	mRNA.RE16357
Hcv1.av93.c2.g434.i1	mRNA.RE10689
Hcv1.av93.c2.g436.i1	mRNA.RE05874
Hcv1.av93.c2.g438.i1	mRNA.RE13310
Hcv1.av93.c2.g442.i1	mRNA.RE16318
Hcv1.av93.c2.g443.i1	mRNA.RE16785
Hcv1.av93.c2.g450.i1	mRNA.RE03582
Hcv1.av93.c2.g451.i1	mRNA.RE12429
Hcv1.av93.c2.g463.i1	mRNA.RE09431
Hcv1.av93.c2.g473.i1	mRNA.RE06716
Hcv1.av93.c2.g474.i1	mRNA.RE10715
Hcv1.av93.c2.g477.i1	mRNA.RE07738
Hcv1.av93.c2.g478.i2	mRNA.RE04362
Hcv1.av93.c2.g479.i1	mRNA.RE07342
Hcv1.av93.c2.g482.i1	mRNA.RE07786
Hcv1.av93.c2.g483.i1	mRNA.RE13193
Hcv1.av93.c2.g486.i2	mRNA.RE06489
Hcv1.av93.c2.g49.i2	mRNA.RE06719
Hcv1.av93.c2.g490.i1	mRNA.RE05092
Hcv1.av93.c2.g491.i1	mRNA.RE16349
Hcv1.av93.c2.g493.i1	mRNA.RE03157
Hcv1.av93.c2.g496.i1	mRNA.RE17023
Hcv1.av93.c2.g498.i1	mRNA.RE13917
Hcv1.av93.c2.g5.i1	mRNA.RE15040
Hcv1.av93.c2.g501.i1	mRNA.RE05443
Hcv1.av93.c2.g508.i1	mRNA.RE04292
Hcv1.av93.c2.g509.i1	mRNA.RE14486
Hcv1.av93.c2.g511.i1	mRNA.RE02965
Hcv1.av93.c2.g514.i1	mRNA.RE06422
Hcv1.av93.c2.g515.i1	mRNA.RE07475
Hcv1.av93.c2.g516.i1	mRNA.RE06411
Hcv1.av93.c2.g517.i1	mRNA.RE03362
Hcv1.av93.c2.g52.i1	mRNA.RE11815
Hcv1.av93.c2.g520.i1	mRNA.RE13085
Hcv1.av93.c2.g521.i1	mRNA.RE00936
Hcv1.av93.c2.g525.i3	mRNA.RE12989
Hcv1.av93.c2.g528.i1	mRNA.RE08612
Hcv1.av93.c2.g531.i1	mRNA.RE15571
Hcv1.av93.c2.g532.i1	mRNA.RE05170
Hcv1.av93.c2.g533.i1	mRNA.RE11213
Hcv1.av93.c2.g535.i2	mRNA.RE07360
Hcv1.av93.c2.g537.i1	mRNA.RE05895
Hcv1.av93.c2.g538.i1	mRNA.RE15637
Hcv1.av93.c2.g539.i1	mRNA.RE07347
Hcv1.av93.c2.g54.i1	mRNA.RE04051
Hcv1.av93.c2.g540.i1	mRNA.RE01783
Hcv1.av93.c2.g541.i1	mRNA.RE06542
Hcv1.av93.c2.g542.i1	mRNA.RE02471
Hcv1.av93.c2.g544.i1	mRNA.RE02188
Hcv1.av93.c2.g545.i1	mRNA.RE01696
Hcv1.av93.c2.g546.i1	mRNA.RE01842
Hcv1.av93.c2.g547.i1	mRNA.RE05060
Hcv1.av93.c2.g549.i1	mRNA.RE07267
Hcv1.av93.c2.g55.i1	mRNA.RE12838
Hcv1.av93.c2.g550.i1	mRNA.RE08731
Hcv1.av93.c2.g551.i1	mRNA.RE16750
Hcv1.av93.c2.g552.i1	mRNA.RE15865
Hcv1.av93.c2.g553.i1	mRNA.RE13008
Hcv1.av93.c2.g554.i1	mRNA.RE05939
Hcv1.av93.c2.g555.i1	mRNA.RE11561
Hcv1.av93.c2.g556.i1	mRNA.RE12985
Hcv1.av93.c2.g557.i1	mRNA.RE04106
Hcv1.av93.c2.g559.i1	mRNA.RE15706
Hcv1.av93.c2.g56.i1	mRNA.RE02958
Hcv1.av93.c2.g560.i1	mRNA.RE01004
Hcv1.av93.c2.g566.i1	mRNA.RE13914
Hcv1.av93.c2.g568.i1	mRNA.RE12117
Hcv1.av93.c2.g571.i2	mRNA.RE04507
Hcv1.av93.c2.g575.i1	mRNA.RE12881
Hcv1.av93.c2.g576.i1	mRNA.RE15355
Hcv1.av93.c2.g577.i1	mRNA.RE04833
Hcv1.av93.c2.g579.i1	mRNA.RE15733
Hcv1.av93.c2.g58.i2	mRNA.RE16677
Hcv1.av93.c2.g583.i1	mRNA.RE12222
Hcv1.av93.c2.g585.i1	mRNA.RE14615
Hcv1.av93.c2.g587.i1	mRNA.RE16000
Hcv1.av93.c2.g589.i1	mRNA.RE02533
Hcv1.av93.c2.g59.i1	mRNA.RE14571
Hcv1.av93.c2.g590.i1	mRNA.RE14871
Hcv1.av93.c2.g593.i1	mRNA.RE12088
Hcv1.av93.c2.g596.i1	mRNA.RE15912
Hcv1.av93.c2.g60.i1	mRNA.RE13137
Hcv1.av93.c2.g608.i2	mRNA.RE14522
Hcv1.av93.c2.g609.i1	mRNA.RE12634
Hcv1.av93.c2.g61.i1	mRNA.RE12165
Hcv1.av93.c2.g610.i1	mRNA.RE15500
Hcv1.av93.c2.g611.i1	mRNA.RE05571
Hcv1.av93.c2.g614.i1	mRNA.RE02736
Hcv1.av93.c2.g615.i1	mRNA.RE15920
Hcv1.av93.c2.g616.i1	mRNA.RE04397
Hcv1.av93.c2.g617.i1	mRNA.RE15681
Hcv1.av93.c2.g618.i1	mRNA.RE04879
Hcv1.av93.c2.g619.i1	mRNA.RE05680
Hcv1.av93.c2.g622.i1	mRNA.RE10504
Hcv1.av93.c2.g623.i1	mRNA.RE10118
Hcv1.av93.c2.g624.i1	mRNA.RE01070
Hcv1.av93.c2.g625.i1	mRNA.RE08569
Hcv1.av93.c2.g629.i1	mRNA.RE15689
Hcv1.av93.c2.g633.i1	mRNA.RE11668
Hcv1.av93.c2.g636.i2	mRNA.RE15584
Hcv1.av93.c2.g644.i1	mRNA.RE06764
Hcv1.av93.c2.g647.i1	mRNA.RE12219
Hcv1.av93.c2.g648.i1	mRNA.RE16548
Hcv1.av93.c2.g649.i1	mRNA.RE10200
Hcv1.av93.c2.g650.i1	mRNA.RE01307
Hcv1.av93.c2.g651.i1	mRNA.RE16161
Hcv1.av93.c2.g658.i1	mRNA.RE03237
Hcv1.av93.c2.g659.i1	mRNA.RE12799
Hcv1.av93.c2.g660.i1	mRNA.RE12189
Hcv1.av93.c2.g67.i1	mRNA.RE00901
Hcv1.av93.c2.g671.i1	mRNA.RE06956
Hcv1.av93.c2.g672.i1	mRNA.RE15352
Hcv1.av93.c2.g673.i1	mRNA.RE14739
Hcv1.av93.c2.g677.i1	mRNA.RE00231
Hcv1.av93.c2.g679.i1	mRNA.RE02881
Hcv1.av93.c2.g683.i1	mRNA.RE09588
Hcv1.av93.c2.g689.i3	mRNA.RE00206
Hcv1.av93.c2.g690.i1	mRNA.RE08205
Hcv1.av93.c2.g691.i1	mRNA.RE16183
Hcv1.av93.c2.g694.i1	mRNA.RE09338
Hcv1.av93.c2.g697.i1	mRNA.RE16911
Hcv1.av93.c2.g699.i2	mRNA.RE11780
Hcv1.av93.c2.g701.i1	mRNA.RE10038
Hcv1.av93.c2.g704.i1	mRNA.RE10897
Hcv1.av93.c2.g705.i1	mRNA.RE10558
Hcv1.av93.c2.g706.i1	mRNA.RE04308
Hcv1.av93.c2.g708.i1	mRNA.RE13485
Hcv1.av93.c2.g712.i1	mRNA.RE05411
Hcv1.av93.c2.g713.i1	mRNA.RE14732
Hcv1.av93.c2.g714.i1	mRNA.RE00462
Hcv1.av93.c2.g716.i1	mRNA.RE08170
Hcv1.av93.c2.g717.i1	mRNA.RE02187
Hcv1.av93.c2.g721.i1	mRNA.RE14536
Hcv1.av93.c2.g725.i1	mRNA.RE10584
Hcv1.av93.c2.g726.i1	mRNA.RE16407
Hcv1.av93.c2.g727.i1	mRNA.RE10255
Hcv1.av93.c2.g728.i2	mRNA.RE10522
Hcv1.av93.c2.g73.i1	mRNA.RE00412
Hcv1.av93.c2.g731.i1	mRNA.RE02263
Hcv1.av93.c2.g736.i1	mRNA.RE07332
Hcv1.av93.c2.g739.i1	mRNA.RE04501
Hcv1.av93.c2.g740.i1	mRNA.RE04692
Hcv1.av93.c2.g741.i1	mRNA.RE11799
Hcv1.av93.c2.g742.i1	mRNA.RE02453
Hcv1.av93.c2.g743.i1	mRNA.RE11115
Hcv1.av93.c2.g744.i1	mRNA.RE03523
Hcv1.av93.c2.g745.i1	mRNA.RE00506
Hcv1.av93.c2.g747.i1	mRNA.RE13175
Hcv1.av93.c2.g75.i1	mRNA.RE13397
Hcv1.av93.c2.g750.i1	mRNA.RE16697
Hcv1.av93.c2.g76.i1	mRNA.RE00889
Hcv1.av93.c2.g763.i1	mRNA.RE16181
Hcv1.av93.c2.g764.i1	mRNA.RE06509
Hcv1.av93.c2.g765.i1	mRNA.RE15516
Hcv1.av93.c2.g766.i1	mRNA.RE01475
Hcv1.av93.c2.g767.i2	mRNA.RE05450
Hcv1.av93.c2.g77.i1	mRNA.RE16624
Hcv1.av93.c2.g771.i1	mRNA.RE12159
Hcv1.av93.c2.g772.i1	mRNA.RE08101
Hcv1.av93.c2.g774.i1	mRNA.RE13326
Hcv1.av93.c2.g775.i1	mRNA.RE14626
Hcv1.av93.c2.g778.i1	mRNA.RE06024
Hcv1.av93.c2.g783.i1	mRNA.RE05379
Hcv1.av93.c2.g785.i1	mRNA.RE13960
Hcv1.av93.c2.g788.i1	mRNA.RE14234
Hcv1.av93.c2.g790.i1	mRNA.RE05240
Hcv1.av93.c2.g792.i1	mRNA.RE15694
Hcv1.av93.c2.g793.i1	mRNA.RE02460
Hcv1.av93.c2.g794.i1	mRNA.RE15464
Hcv1.av93.c2.g796.i1	mRNA.RE12042
Hcv1.av93.c2.g797.i1	mRNA.RE00716
Hcv1.av93.c2.g799.i1	mRNA.RE02030
Hcv1.av93.c2.g803.i1	mRNA.RE08867
Hcv1.av93.c2.g804.i1	mRNA.RE01301
Hcv1.av93.c2.g805.i4	mRNA.RE00885
Hcv1.av93.c2.g807.i1	mRNA.RE11586
Hcv1.av93.c2.g817.i1	mRNA.RE17087
Hcv1.av93.c2.g818.i1	mRNA.RE16579
Hcv1.av93.c2.g819.i1	mRNA.RE12910
Hcv1.av93.c2.g820.i1	mRNA.RE06458
Hcv1.av93.c2.g821.i1	mRNA.RE08392
Hcv1.av93.c2.g822.i1	mRNA.RE00891
Hcv1.av93.c2.g823.i1	mRNA.RE01804
Hcv1.av93.c2.g824.i1	mRNA.RE05066
Hcv1.av93.c2.g828.i1	mRNA.RE10119
Hcv1.av93.c2.g829.i1	mRNA.RE08992
Hcv1.av93.c2.g831.i1	mRNA.RE07421
Hcv1.av93.c2.g832.i1	mRNA.RE05835
Hcv1.av93.c2.g834.i1	mRNA.RE08280
Hcv1.av93.c2.g837.i1	mRNA.RE13059
Hcv1.av93.c2.g840.i1	mRNA.RE09194
Hcv1.av93.c2.g841.i1	mRNA.RE07271
Hcv1.av93.c2.g844.i1	mRNA.RE09075
Hcv1.av93.c2.g845.i1	mRNA.RE03629
Hcv1.av93.c2.g847.i1	mRNA.RE11922
Hcv1.av93.c2.g850.i1	mRNA.RE14803
Hcv1.av93.c2.g851.i1	mRNA.RE09799
Hcv1.av93.c2.g854.i1	mRNA.RE11716
Hcv1.av93.c2.g859.i1	mRNA.RE09392
Hcv1.av93.c2.g86.i1	mRNA.RE15709
Hcv1.av93.c2.g860.i1	mRNA.RE02620
Hcv1.av93.c2.g862.i1	mRNA.RE07803
Hcv1.av93.c2.g864.i1	mRNA.RE14861
Hcv1.av93.c2.g866.i1	mRNA.RE01005
Hcv1.av93.c2.g869.i2	mRNA.RE15599
Hcv1.av93.c2.g870.i1	mRNA.RE01399
Hcv1.av93.c2.g874.i1	mRNA.RE10643
Hcv1.av93.c2.g876.i1	mRNA.RE09035
Hcv1.av93.c2.g877.i1	mRNA.RE00919
Hcv1.av93.c2.g878.i1	mRNA.RE10431
Hcv1.av93.c2.g879.i1	mRNA.RE16549
Hcv1.av93.c2.g883.i1	mRNA.RE15667
Hcv1.av93.c2.g886.i1	mRNA.RE12216
Hcv1.av93.c2.g89.i1	mRNA.RE12489
Hcv1.av93.c2.g893.i1	mRNA.RE16310
Hcv1.av93.c2.g894.i2	mRNA.RE04404
Hcv1.av93.c2.g895.i1	mRNA.RE09004
Hcv1.av93.c2.g898.i1	mRNA.RE07810
Hcv1.av93.c2.g899.i1	mRNA.RE07850
Hcv1.av93.c2.g901.i1	mRNA.RE14307
Hcv1.av93.c2.g916.i1	mRNA.RE03397
Hcv1.av93.c2.g918.i1	mRNA.RE04523
Hcv1.av93.c2.g92.i1	mRNA.RE14832
Hcv1.av93.c2.g920.i1	mRNA.RE11413
Hcv1.av93.c2.g921.i2	mRNA.RE09224
Hcv1.av93.c2.g928.i1	mRNA.RE16400
Hcv1.av93.c2.g930.i1	mRNA.RE04982
Hcv1.av93.c2.g931.i1	mRNA.RE12161
Hcv1.av93.c2.g932.i1	mRNA.RE05603
Hcv1.av93.c2.g933.i1	mRNA.RE03814
Hcv1.av93.c2.g934.i1	mRNA.RE04485
Hcv1.av93.c2.g936.i1	mRNA.RE09505
Hcv1.av93.c2.g937.i1	mRNA.RE01181
Hcv1.av93.c2.g943.i1	mRNA.RE06967
Hcv1.av93.c2.g944.i1	mRNA.RE16206
Hcv1.av93.c2.g945.i1	mRNA.RE10208
Hcv1.av93.c2.g946.i1	mRNA.RE05780
Hcv1.av93.c2.g947.i1	mRNA.RE11588
Hcv1.av93.c2.g950.i1	mRNA.RE11950
Hcv1.av93.c2.g951.i1	mRNA.RE15624
Hcv1.av93.c2.g952.i2	mRNA.RE17076
Hcv1.av93.c2.g956.i2	mRNA.RE02309
Hcv1.av93.c2.g959.i1	mRNA.RE04813
Hcv1.av93.c2.g960.i1	mRNA.RE15906
Hcv1.av93.c2.g961.i1	mRNA.RE10951
Hcv1.av93.c2.g962.i1	mRNA.RE13336
Hcv1.av93.c2.g964.i2	mRNA.RE16545
Hcv1.av93.c2.g966.i1	mRNA.RE16231
Hcv1.av93.c2.g970.i1	mRNA.RE15201
Hcv1.av93.c2.g972.i1	mRNA.RE01806
Hcv1.av93.c2.g976.i1	mRNA.RE04727
Hcv1.av93.c2.g978.i1	mRNA.RE13452
Hcv1.av93.c2.g979.i1	mRNA.RE16328
Hcv1.av93.c2.g982.i1	mRNA.RE05743
Hcv1.av93.c2.g983.i2	mRNA.RE02078
Hcv1.av93.c2.g989.i1	mRNA.RE03886
Hcv1.av93.c2.g99.i1	mRNA.RE10113
Hcv1.av93.c2.g990.i1	mRNA.RE03887
Hcv1.av93.c2.g992.i1	mRNA.RE00542
Hcv1.av93.c2.g993.i2	mRNA.RE15180
Hcv1.av93.c2.g994.i1	mRNA.RE07361
Hcv1.av93.c2.g999.i1	mRNA.RE04641
Hcv1.av93.c3.g1003.i1	mRNA.RE16571
Hcv1.av93.c3.g1005.i1	mRNA.RE09010
Hcv1.av93.c3.g1006.i2	mRNA.RE05192
Hcv1.av93.c3.g1007.i1	mRNA.RE06314
Hcv1.av93.c3.g1008.i1	mRNA.RE07962
Hcv1.av93.c3.g1009.i1	mRNA.RE02994
Hcv1.av93.c3.g101.i1	mRNA.RE08181
Hcv1.av93.c3.g1011.i1	mRNA.RE16783
Hcv1.av93.c3.g1015.i1	mRNA.RE06726
Hcv1.av93.c3.g1016.i3	mRNA.RE09026
Hcv1.av93.c3.g1018.i1	mRNA.RE02582
Hcv1.av93.c3.g1019.i1	mRNA.RE11021
Hcv1.av93.c3.g102.i1	mRNA.RE16311
Hcv1.av93.c3.g1024.i1	mRNA.RE14175
Hcv1.av93.c3.g1025.i3	mRNA.RE15552
Hcv1.av93.c3.g1029.i4	mRNA.RE01050
Hcv1.av93.c3.g103.i1	mRNA.RE11185
Hcv1.av93.c3.g1032.i1	mRNA.RE09292
Hcv1.av93.c3.g1033.i1	mRNA.RE14198
Hcv1.av93.c3.g1035.i1	mRNA.RE12120
Hcv1.av93.c3.g1038.i2	mRNA.RE04862
Hcv1.av93.c3.g1040.i1	mRNA.RE16200
Hcv1.av93.c3.g1041.i1	mRNA.RE12212
Hcv1.av93.c3.g1043.i1	mRNA.RE05176
Hcv1.av93.c3.g1048.i1	mRNA.RE07319
Hcv1.av93.c3.g105.i1	mRNA.RE01047
Hcv1.av93.c3.g1051.i1	mRNA.RE00804
Hcv1.av93.c3.g1052.i1	mRNA.RE08935
Hcv1.av93.c3.g1053.i1	mRNA.RE08683
Hcv1.av93.c3.g106.i1	mRNA.RE02976
Hcv1.av93.c3.g1062.i1	mRNA.RE13757
Hcv1.av93.c3.g1064.i1	mRNA.RE09904
Hcv1.av93.c3.g1065.i2	mRNA.RE09843
Hcv1.av93.c3.g1071.i1	mRNA.RE09918
Hcv1.av93.c3.g1075.i1	mRNA.RE13215
Hcv1.av93.c3.g1076.i1	mRNA.RE15997
Hcv1.av93.c3.g1078.i1	mRNA.RE07283
Hcv1.av93.c3.g1079.i1	mRNA.RE13037
Hcv1.av93.c3.g1080.i2	mRNA.RE01306
Hcv1.av93.c3.g1081.i1	mRNA.RE00236
Hcv1.av93.c3.g1083.i1	mRNA.RE15973
Hcv1.av93.c3.g1084.i1	mRNA.RE00133
Hcv1.av93.c3.g1085.i1	mRNA.RE14980
Hcv1.av93.c3.g1086.i1	mRNA.RE08062
Hcv1.av93.c3.g1088.i1	mRNA.RE05349
Hcv1.av93.c3.g1089.i1	mRNA.RE08239
Hcv1.av93.c3.g109.i1	mRNA.RE07623
Hcv1.av93.c3.g1091.i1	mRNA.RE13957
Hcv1.av93.c3.g1092.i1	mRNA.RE05877
Hcv1.av93.c3.g1095.i1	mRNA.RE07315
Hcv1.av93.c3.g1096.i2	mRNA.RE07544
Hcv1.av93.c3.g1097.i1	mRNA.RE16324
Hcv1.av93.c3.g110.i1	mRNA.RE13900
Hcv1.av93.c3.g1104.i1	mRNA.RE15857
Hcv1.av93.c3.g1105.i1	mRNA.RE12150
Hcv1.av93.c3.g1107.i1	mRNA.RE12171
Hcv1.av93.c3.g1108.i3	mRNA.RE10922
Hcv1.av93.c3.g111.i1	mRNA.RE02449
Hcv1.av93.c3.g1111.i1	mRNA.RE16341
Hcv1.av93.c3.g1113.i1	mRNA.RE01286
Hcv1.av93.c3.g1115.i1	mRNA.RE16928
Hcv1.av93.c3.g1116.i1	mRNA.RE10627
Hcv1.av93.c3.g1118.i1	mRNA.RE05361
Hcv1.av93.c3.g1122.i1	mRNA.RE06141
Hcv1.av93.c3.g1128.i1	mRNA.RE12707
Hcv1.av93.c3.g1130.i1	mRNA.RE01260
Hcv1.av93.c3.g1134.i1	mRNA.RE08838
Hcv1.av93.c3.g1135.i1	mRNA.RE00650
Hcv1.av93.c3.g1136.i1	mRNA.RE00503
Hcv1.av93.c3.g1137.i1	mRNA.RE08827
Hcv1.av93.c3.g1138.i1	mRNA.RE06344
Hcv1.av93.c3.g1139.i2	mRNA.RE06426
Hcv1.av93.c3.g114.i1	mRNA.RE13648
Hcv1.av93.c3.g1141.i1	mRNA.RE12708
Hcv1.av93.c3.g1149.i1	mRNA.RE15987
Hcv1.av93.c3.g1150.i2	mRNA.RE16319
Hcv1.av93.c3.g1151.i1	mRNA.RE13638
Hcv1.av93.c3.g1152.i2	mRNA.RE00477
Hcv1.av93.c3.g1153.i1	mRNA.RE09710
Hcv1.av93.c3.g1157.i1	mRNA.RE05679
Hcv1.av93.c3.g1158.i1	mRNA.RE01446
Hcv1.av93.c3.g1159.i1	mRNA.RE02067
Hcv1.av93.c3.g1160.i1	mRNA.RE10435
Hcv1.av93.c3.g1162.i1	mRNA.RE05543
Hcv1.av93.c3.g1167.i1	mRNA.RE16218
Hcv1.av93.c3.g1171.i1	mRNA.RE08313
Hcv1.av93.c3.g1174.i3	mRNA.RE02201
Hcv1.av93.c3.g1176.i1	mRNA.RE02842
Hcv1.av93.c3.g1177.i1	mRNA.RE16009
Hcv1.av93.c3.g1178.i1	mRNA.RE03063
Hcv1.av93.c3.g1181.i1	mRNA.RE03040
Hcv1.av93.c3.g1182.i1	mRNA.RE09249
Hcv1.av93.c3.g1183.i1	mRNA.RE07279
Hcv1.av93.c3.g1184.i1	mRNA.RE06508
Hcv1.av93.c3.g1185.i1	mRNA.RE08727
Hcv1.av93.c3.g1187.i1	mRNA.RE13387
Hcv1.av93.c3.g1195.i1	mRNA.RE10845
Hcv1.av93.c3.g1203.i1	mRNA.RE11608
Hcv1.av93.c3.g1208.i1	mRNA.RE16127
Hcv1.av93.c3.g1212.i1	mRNA.RE16588
Hcv1.av93.c3.g1214.i1	mRNA.RE07199
Hcv1.av93.c3.g1215.i1	mRNA.RE06515
Hcv1.av93.c3.g1216.i1	mRNA.RE09101
Hcv1.av93.c3.g1217.i4	mRNA.RE08942
Hcv1.av93.c3.g1219.i1	mRNA.RE15207
Hcv1.av93.c3.g1221.i1	mRNA.RE08998
Hcv1.av93.c3.g1222.i1	mRNA.RE14927
Hcv1.av93.c3.g1223.i1	mRNA.RE09592
Hcv1.av93.c3.g1230.i1	mRNA.RE09081
Hcv1.av93.c3.g1231.i1	mRNA.RE07989
Hcv1.av93.c3.g1232.i1	mRNA.RE13733
Hcv1.av93.c3.g1233.i1	mRNA.RE09458
Hcv1.av93.c3.g1237.i1	mRNA.RE04448
Hcv1.av93.c3.g1241.i1	mRNA.RE14801
Hcv1.av93.c3.g1246.i1	mRNA.RE07101
Hcv1.av93.c3.g1253.i1	mRNA.RE00790
Hcv1.av93.c3.g1257.i1	mRNA.RE00928
Hcv1.av93.c3.g1260.i1	mRNA.RE01064
Hcv1.av93.c3.g1264.i1	mRNA.RE07562
Hcv1.av93.c3.g127.i1	mRNA.RE05827
Hcv1.av93.c3.g1273.i1	mRNA.RE07328
Hcv1.av93.c3.g1277.i1	mRNA.RE04518
Hcv1.av93.c3.g1280.i1	mRNA.RE10985
Hcv1.av93.c3.g1282.i1	mRNA.RE17006
Hcv1.av93.c3.g1285.i1	mRNA.RE06871
Hcv1.av93.c3.g1286.i1	mRNA.RE02444
Hcv1.av93.c3.g1289.i3	mRNA.RE14114
Hcv1.av93.c3.g1290.i2	mRNA.RE12842
Hcv1.av93.c3.g1294.i1	mRNA.RE06652
Hcv1.av93.c3.g1295.i2	mRNA.RE11080
Hcv1.av93.c3.g1298.i1	mRNA.RE08911
Hcv1.av93.c3.g1299.i1	mRNA.RE16651
Hcv1.av93.c3.g1306.i1	mRNA.RE04834
Hcv1.av93.c3.g1309.i1	mRNA.RE12778
Hcv1.av93.c3.g131.i1	mRNA.RE16413
Hcv1.av93.c3.g1310.i1	mRNA.RE06869
Hcv1.av93.c3.g1311.i1	mRNA.RE06269
Hcv1.av93.c3.g1313.i1	mRNA.RE01812
Hcv1.av93.c3.g1316.i1	mRNA.RE11897
Hcv1.av93.c3.g1317.i2	mRNA.RE05252
Hcv1.av93.c3.g1319.i1	mRNA.RE16982
Hcv1.av93.c3.g132.i1	mRNA.RE12235
Hcv1.av93.c3.g1333.i1	mRNA.RE14780
Hcv1.av93.c3.g1335.i1	mRNA.RE08110
Hcv1.av93.c3.g1336.i1	mRNA.RE02918
Hcv1.av93.c3.g1337.i1	mRNA.RE16985
Hcv1.av93.c3.g1339.i1	mRNA.RE04638
Hcv1.av93.c3.g1348.i1	mRNA.RE03609
Hcv1.av93.c3.g135.i1	mRNA.RE12152
Hcv1.av93.c3.g1351.i1	mRNA.RE10405
Hcv1.av93.c3.g136.i1	mRNA.RE08907
Hcv1.av93.c3.g141.i1	mRNA.RE13822
Hcv1.av93.c3.g153.i1	mRNA.RE17089
Hcv1.av93.c3.g155.i1	mRNA.RE13062
Hcv1.av93.c3.g157.i1	mRNA.RE00898
Hcv1.av93.c3.g159.i1	mRNA.RE15875
Hcv1.av93.c3.g161.i1	mRNA.RE00709
Hcv1.av93.c3.g163.i1	mRNA.RE09696
Hcv1.av93.c3.g166.i1	mRNA.RE13662
Hcv1.av93.c3.g171.i2	mRNA.RE12208
Hcv1.av93.c3.g174.i1	mRNA.RE00130
Hcv1.av93.c3.g175.i1	mRNA.RE09353
Hcv1.av93.c3.g176.i2	mRNA.RE16520
Hcv1.av93.c3.g178.i1	mRNA.RE09165
Hcv1.av93.c3.g179.i2	mRNA.RE04099
Hcv1.av93.c3.g18.i1	mRNA.RE16360
Hcv1.av93.c3.g181.i1	mRNA.RE16202
Hcv1.av93.c3.g191.i1	mRNA.RE16443
Hcv1.av93.c3.g193.i1	mRNA.RE16771
Hcv1.av93.c3.g195.i1	mRNA.RE09380
Hcv1.av93.c3.g196.i1	mRNA.RE07902
Hcv1.av93.c3.g197.i2	mRNA.RE08851
Hcv1.av93.c3.g203.i1	mRNA.RE04177
Hcv1.av93.c3.g204.i1	mRNA.RE01275
Hcv1.av93.c3.g21.i1	mRNA.RE14588
Hcv1.av93.c3.g212.i1	mRNA.RE14351
Hcv1.av93.c3.g216.i1	mRNA.RE01824
Hcv1.av93.c3.g222.i1	mRNA.RE05569
Hcv1.av93.c3.g226.i1	mRNA.RE03234
Hcv1.av93.c3.g227.i1	mRNA.RE00624
Hcv1.av93.c3.g23.i1	mRNA.RE14524
Hcv1.av93.c3.g230.i1	mRNA.RE16472
Hcv1.av93.c3.g238.i1	mRNA.RE16287
Hcv1.av93.c3.g24.i1	mRNA.RE07563
Hcv1.av93.c3.g240.i3	mRNA.RE09888
Hcv1.av93.c3.g252.i2	mRNA.RE16551
Hcv1.av93.c3.g253.i1	mRNA.RE07999
Hcv1.av93.c3.g254.i1	mRNA.RE09227
Hcv1.av93.c3.g255.i3	mRNA.RE13185
Hcv1.av93.c3.g256.i1	mRNA.RE11622
Hcv1.av93.c3.g257.i1	mRNA.RE16958
Hcv1.av93.c3.g260.i1	mRNA.RE15465
Hcv1.av93.c3.g263.i1	mRNA.RE12617
Hcv1.av93.c3.g264.i1	mRNA.RE13265
Hcv1.av93.c3.g265.i1	mRNA.RE04495
Hcv1.av93.c3.g267.i1	mRNA.RE03851
Hcv1.av93.c3.g271.i1	mRNA.RE08209
Hcv1.av93.c3.g272.i1	mRNA.RE04276
Hcv1.av93.c3.g282.i1	mRNA.RE08269
Hcv1.av93.c3.g288.i1	mRNA.RE04135
Hcv1.av93.c3.g290.i1	mRNA.RE01148
Hcv1.av93.c3.g293.i1	mRNA.RE11092
Hcv1.av93.c3.g295.i1	mRNA.RE05209
Hcv1.av93.c3.g297.i1	mRNA.RE08866
Hcv1.av93.c3.g298.i1	mRNA.RE04102
Hcv1.av93.c3.g3.i1	mRNA.RE16929
Hcv1.av93.c3.g306.i3	mRNA.RE04084
Hcv1.av93.c3.g31.i1	mRNA.RE07940
Hcv1.av93.c3.g312.i1	mRNA.RE06658
Hcv1.av93.c3.g318.i1	mRNA.RE06547
Hcv1.av93.c3.g322.i1	mRNA.RE05165
Hcv1.av93.c3.g324.i1	mRNA.RE02565
Hcv1.av93.c3.g326.i3	mRNA.RE16992
Hcv1.av93.c3.g328.i2	mRNA.RE00400
Hcv1.av93.c3.g333.i1	mRNA.RE04141
Hcv1.av93.c3.g335.i1	mRNA.RE04096
Hcv1.av93.c3.g338.i1	mRNA.RE07005
