XP_004340462.2	Hcv1.av93.c2.g1172.i1
XP_004363369.1	Hcv1.av93.c2.g879.i1
XP_004363370.2	Hcv1.av93.c9.g841.i1
XP_004363373.1	Hcv1.av93.c9.g766.i1
XP_004363376.1	Hcv1.av93.c11.g824.i1
XP_004363377.2	Hcv1.av93.c2.g365.i1
XP_004363378.1	Hcv1.av93.c6.g686.i1
XP_004363379.1	Hcv1.av93.c5.g975.i1
XP_004363381.2	Hcv1.av93.c1.g432.i1
XP_004363383.1	Hcv1.av93.c8.g735.i1
XP_004363386.1	Hcv1.av93.c2.g509.i1
XP_004363388.1	Hcv1.av93.c10.g552.i1
XP_004363389.2	Hcv1.av93.c5.g325.i1
XP_004363399.1	Hcv1.av93.c6.g796.i2
XP_004363400.1	Hcv1.av93.c5.g342.i1
XP_004363404.1	Hcv1.av93.c3.g510.i1
XP_004363406.1	Hcv1.av93.c3.g335.i1
XP_004363410.2	Hcv1.av93.c10.g462.i1
XP_004363413.2	Hcv1.av93.c6.g137.i1
XP_004363416.1	Hcv1.av93.c3.g197.i2
XP_004363417.1	Hcv1.av93.c10.g277.i6
XP_004363419.1	Hcv1.av93.c3.g1052.i1
XP_004363420.1	Hcv1.av93.c7.g795.i1
XP_004363421.1	Hcv1.av93.c3.g362.i1
XP_004363422.1	Hcv1.av93.c5.g870.i1
XP_004363423.1	Hcv1.av93.c9.g225.i1
XP_004363426.1	Hcv1.av93.c5.g804.i1
XP_004363428.1	Hcv1.av93.c8.g737.i1
XP_004363429.2	Hcv1.av93.c1.g499.i1
XP_004363433.1	Hcv1.av93.c2.g1097.i1
XP_004363434.1	Hcv1.av93.c1.g1025.i1
XP_004363435.2	Hcv1.av93.c8.g291.i1
XP_004363438.2	Hcv1.av93.c2.g819.i1
XP_004363440.2	Hcv1.av93.c3.g450.i1
XP_004363442.1	Hcv1.av93.c2.g514.i1
XP_004363444.2	Hcv1.av93.c2.g984.i1
XP_004363446.1	Hcv1.av93.c3.g991.i1
XP_004363453.1	Hcv1.av93.c6.g983.i1
XP_004363455.1	Hcv1.av93.c7.g704.i2
XP_004363456.2	Hcv1.av93.c10.g762.i1
XP_004363459.2	Hcv1.av93.c5.g648.i1
XP_004363460.2	Hcv1.av93.c4.g509.i2
XP_004363462.1	Hcv1.av93.c1.g705.i1
XP_004363464.2	Hcv1.av93.c1.g1276.i1
XP_004363465.2	Hcv1.av93.c7.g595.i1
XP_004363466.1	Hcv1.av93.c7.g347.i1
XP_004363468.1	Hcv1.av93.c5.g498.i1
XP_004363469.2	Hcv1.av93.c9.g927.i1
XP_004363475.1	Hcv1.av93.c6.g767.i1
XP_004363476.1	Hcv1.av93.c6.g60.i1
XP_004363477.1	Hcv1.av93.c4.g217.i1
XP_004363479.1	Hcv1.av93.c3.g1241.i1
XP_004363481.1	Hcv1.av93.c12.g415.i1
XP_004363482.1	Hcv1.av93.c5.g534.i1
XP_004363486.1	Hcv1.av93.c8.g717.i1
XP_004363490.1	Hcv1.av93.c9.g74.i1
XP_004363491.1	Hcv1.av93.c8.g86.i1
XP_004363492.1	Hcv1.av93.c6.g917.i1
XP_004363495.2	Hcv1.av93.c11.g255.i1
XP_004363500.1	Hcv1.av93.c3.g1333.i1
XP_004363501.2	Hcv1.av93.c3.g231.i2
XP_004363502.1	Hcv1.av93.c8.g307.i1
XP_004363503.1	Hcv1.av93.c5.g686.i1
XP_004363506.1	Hcv1.av93.c12.g156.i1
XP_004363507.2	Hcv1.av93.c11.g48.i1
XP_004363509.2	Hcv1.av93.c6.g634.i1
XP_004363510.1	Hcv1.av93.c11.g1045.i1
XP_004363513.2	Hcv1.av93.c1.g1183.i1
XP_004363515.1	Hcv1.av93.c11.g624.i1
XP_004363516.2	Hcv1.av93.c8.g627.i1
XP_004363517.2	Hcv1.av93.c3.g941.i1
XP_004363518.1	Hcv1.av93.c1.g1038.i1
XP_004363521.2	Hcv1.av93.c2.g1513.i1
XP_004363522.1	Hcv1.av93.c2.g330.i1
XP_004363523.2	Hcv1.av93.c5.g792.i1
XP_004363524.1	Hcv1.av93.c10.g595.i1
XP_004363525.1	Hcv1.av93.c13.g624.i1
XP_004363528.2	Hcv1.av93.c6.g675.i1
XP_004363530.2	Hcv1.av93.c4.g867.i1
XP_004363532.1	Hcv1.av93.c2.g1451.i1
XP_004363534.2	Hcv1.av93.c10.g49.i1
XP_004363535.2	Hcv1.av93.c3.g877.i1
XP_004363536.1	Hcv1.av93.c3.g673.i1
XP_004363539.1	Hcv1.av93.c2.g16.i1
XP_004363540.1	Hcv1.av93.c7.g441.i1
XP_004363541.2	Hcv1.av93.c2.g532.i1
XP_004363543.1	Hcv1.av93.c3.g843.i1
XP_004363544.2	Hcv1.av93.c6.g78.i1
XP_004363545.1	Hcv1.av93.c2.g821.i1
XP_004363547.2	Hcv1.av93.c1.g1217.i1
XP_004363555.1	Hcv1.av93.c1.g529.i1
XP_004363557.1	Hcv1.av93.c11.g979.i1
XP_004363560.2	Hcv1.av93.c3.g999.i1
XP_004363563.1	Hcv1.av93.c3.g410.i1
XP_004363567.2	Hcv1.av93.c2.g647.i1
XP_004363571.1	Hcv1.av93.c5.g624.i1
XP_004363574.2	Hcv1.av93.c8.g106.i1
XP_004363581.1	Hcv1.av93.c2.g898.i1
XP_004363584.2	Hcv1.av93.c3.g1319.i1
XP_004363591.2	Hcv1.av93.c11.g135.i1
XP_004363592.1	Hcv1.av93.c11.g962.i1
XP_004363594.2	Hcv1.av93.c1.g761.i1
XP_004363598.1	Hcv1.av93.c5.g654.i1
XP_004363600.1	Hcv1.av93.c9.g316.i1
XP_004363606.2	Hcv1.av93.c3.g680.i1
XP_004363608.1	Hcv1.av93.c5.g154.i1
XP_004363609.2	Hcv1.av93.c9.g943.i1
XP_004363615.1	Hcv1.av93.c11.g914.i1
XP_004363619.1	Hcv1.av93.c2.g374.i1
XP_004363620.1	Hcv1.av93.c11.g353.i1
XP_004363621.1	Hcv1.av93.c6.g783.i1
XP_004363623.1	Hcv1.av93.c7.g690.i1
XP_004363625.1	Hcv1.av93.c8.g572.i1
XP_004363627.2	Hcv1.av93.c3.g440.i1
XP_004363630.1	Hcv1.av93.c7.g1.i1
XP_004363634.2	Hcv1.av93.c1.g154.i1
XP_004363635.1	Hcv1.av93.c5.g747.i1
XP_004363637.1	Hcv1.av93.c1.g615.i2
XP_004363641.1	Hcv1.av93.c9.g444.i1
XP_004363642.2	Hcv1.av93.c6.g299.i1
XP_004363643.2	Hcv1.av93.c1.g101.i1
XP_004363647.1	Hcv1.av93.c13.g308.i1
XP_004363652.1	Hcv1.av93.c3.g959.i1
XP_004363653.2	Hcv1.av93.c6.g410.i1
XP_004363654.1	Hcv1.av93.c1.g1000.i2
XP_004363657.2	Hcv1.av93.c7.g992.i1
XP_004363658.1	Hcv1.av93.c6.g229.i1
XP_004363659.2	Hcv1.av93.c9.g921.i1
XP_004363661.1	Hcv1.av93.c7.g1000.i1
XP_004363664.1	Hcv1.av93.c6.g141.i1
XP_004363667.1	Hcv1.av93.c6.g804.i1
XP_004363668.1	Hcv1.av93.c6.g1175.i1
XP_004363673.1	Hcv1.av93.c1.g1016.i1
XP_004363675.1	Hcv1.av93.c2.g694.i1
XP_004363678.2	Hcv1.av93.c6.g1279.i1
XP_004363681.1	Hcv1.av93.c6.g243.i2
XP_004363682.2	Hcv1.av93.c11.g233.i1
XP_004363695.1	Hcv1.av93.c6.g408.i1
XP_004363696.1	Hcv1.av93.c11.g78.i1
XP_004363700.1	Hcv1.av93.c1.g1029.i1
XP_004363701.1	Hcv1.av93.c11.g1009.i1
XP_004363705.2	Hcv1.av93.c7.g486.i1
XP_004363707.2	Hcv1.av93.c1.g1581.i1
XP_004363710.2	Hcv1.av93.c12.g338.i1
XP_004363711.2	Hcv1.av93.c4.g875.i1
XP_004363712.2	Hcv1.av93.c3.g1216.i1
XP_004363714.1	Hcv1.av93.c7.g921.i1
XP_004363716.1	Hcv1.av93.c4.g137.i1
XP_004363718.2	Hcv1.av93.c13.g557.i1
XP_004363720.1	Hcv1.av93.c5.g182.i1
XP_004363724.2	Hcv1.av93.c5.g347.i1
XP_004363727.2	Hcv1.av93.c10.g143.i1
XP_004363728.1	Hcv1.av93.c3.g403.i1
XP_004363729.1	Hcv1.av93.c2.g1469.i1
XP_004363730.1	Hcv1.av93.c7.g914.i1
XP_004363733.2	Hcv1.av93.c11.g656.i1
XP_004363748.1	Hcv1.av93.c6.g1108.i2
XP_004363751.1	Hcv1.av93.c9.g717.i1
XP_004363755.1	Hcv1.av93.c11.g357.i3
XP_004363760.2	Hcv1.av93.c2.g959.i1
XP_004363763.2	Hcv1.av93.c6.g53.i1
XP_004363766.1	Hcv1.av93.c5.g939.i1
XP_004363771.1	Hcv1.av93.c12.g46.i1
XP_004363772.1	Hcv1.av93.c12.g421.i1
XP_004363773.1	Hcv1.av93.c11.g620.i1
XP_004363775.1	Hcv1.av93.c7.g775.i1
XP_004363777.1	Hcv1.av93.c12.g204.i1
XP_004363779.1	Hcv1.av93.c6.g676.i1
XP_004363780.1	Hcv1.av93.c4.g373.i1
XP_004363781.1	Hcv1.av93.c1.g55.i1
XP_004363783.1	Hcv1.av93.c5.g968.i1
XP_004363784.2	Hcv1.av93.c11.g350.i1
XP_004363785.1	Hcv1.av93.c2.g1512.i1
XP_004363786.1	Hcv1.av93.c2.g991.i1
XP_004363789.1	Hcv1.av93.c6.g202.i1
XP_004363792.2	Hcv1.av93.c2.g677.i1
XP_004363793.1	Hcv1.av93.c1.g457.i1
XP_004363795.2	Hcv1.av93.c7.g199.i1
XP_004363797.2	Hcv1.av93.c5.g1338.i1
XP_004363801.2	Hcv1.av93.c11.g761.i1
XP_004363813.2	Hcv1.av93.c6.g827.i1
XP_004363814.1	Hcv1.av93.c4.g787.i1
XP_004363821.1	Hcv1.av93.c12.g218.i1
XP_004363823.1	Hcv1.av93.c11.g876.i1
XP_004363824.2	Hcv1.av93.c5.g474.i1
XP_004363826.1	Hcv1.av93.c4.g232.i1
XP_004363832.1	Hcv1.av93.c5.g769.i1
XP_004363833.1	Hcv1.av93.c7.g1028.i1
XP_004363837.1	Hcv1.av93.c3.g267.i1
XP_004363839.2	Hcv1.av93.c2.g1038.i1
XP_004363840.1	Hcv1.av93.c12.g95.i1
XP_004363841.1	Hcv1.av93.c1.g760.i1
XP_004363844.1	Hcv1.av93.c7.g916.i1
XP_004363845.2	Hcv1.av93.c4.g439.i1
XP_004363848.1	Hcv1.av93.c1.g690.i2
XP_004363850.1	Hcv1.av93.c2.g1368.i1
XP_004363856.2	Hcv1.av93.c3.g544.i1
XP_004363862.1	Hcv1.av93.c5.g520.i1
XP_004363863.2	Hcv1.av93.c6.g893.i1
XP_004363869.2	Hcv1.av93.c5.g1139.i1
XP_004363872.1	Hcv1.av93.c1.g1031.i1
XP_004363877.2	Hcv1.av93.c8.g82.i1
XP_004363884.2	Hcv1.av93.c2.g403.i1
XP_004363885.1	Hcv1.av93.c11.g304.i1
XP_004363887.2	Hcv1.av93.c11.g496.i1
XP_004363889.1	Hcv1.av93.c7.g886.i1
XP_004363891.1	Hcv1.av93.c12.g453.i1
XP_004363894.2	Hcv1.av93.c7.g296.i1
XP_004363895.2	Hcv1.av93.c2.g633.i1
XP_004363898.1	Hcv1.av93.c6.g185.i1
XP_004363901.1	Hcv1.av93.c13.g113.i1
XP_004363904.2	Hcv1.av93.c8.g947.i2
XP_004363907.1	Hcv1.av93.c11.g973.i1
XP_004363908.1	Hcv1.av93.c6.g134.i1
XP_004363910.1	Hcv1.av93.c7.g749.i1
XP_004363911.1	Hcv1.av93.c13.g95.i3
XP_004363912.2	Hcv1.av93.c2.g1016.i1
XP_004363913.2	Hcv1.av93.c4.g786.i2
XP_004363915.1	Hcv1.av93.c12.g150.i2
XP_004363919.1	Hcv1.av93.c1.g1202.i1
XP_004363920.1	Hcv1.av93.c11.g560.i1
XP_004363922.1	Hcv1.av93.c9.g678.i1
XP_004363923.2	Hcv1.av93.c12.g55.i1
XP_004363924.1	Hcv1.av93.c2.g474.i1
XP_004363925.1	Hcv1.av93.c4.g723.i1
XP_004363926.1	Hcv1.av93.c1.g1443.i1
XP_004363927.1	Hcv1.av93.c10.g486.i1
XP_004363935.1	Hcv1.av93.c12.g269.i1
XP_004363936.1	Hcv1.av93.c13.g107.i1
XP_004363939.1	Hcv1.av93.c5.g835.i3
XP_004363942.1	Hcv1.av93.c7.g573.i1
XP_004363943.1	Hcv1.av93.c12.g315.i1
XP_004363945.2	Hcv1.av93.c5.g482.i1
XP_004363947.1	Hcv1.av93.c3.g391.i1
XP_004363948.1	Hcv1.av93.c11.g661.i1
XP_004363950.1	Hcv1.av93.c9.g451.i1
XP_004363952.1	Hcv1.av93.c7.g425.i1
XP_004363956.2	Hcv1.av93.c12.g71.i4
XP_004363957.1	Hcv1.av93.c12.g41.i1
XP_004363960.1	Hcv1.av93.c5.g459.i1
XP_004363965.1	Hcv1.av93.c8.g191.i1
XP_004363966.1	Hcv1.av93.c9.g34.i1
XP_004363972.1	Hcv1.av93.c1.g392.i1
XP_004363977.1	Hcv1.av93.c6.g83.i1
XP_004363979.1	Hcv1.av93.c9.g817.i1
XP_004363980.2	Hcv1.av93.c2.g195.i1
XP_004363981.1	Hcv1.av93.c3.g734.i1
XP_004363985.1	Hcv1.av93.c10.g637.i1
XP_004363993.1	Hcv1.av93.c1.g1198.i1
XP_004363994.2	Hcv1.av93.c11.g639.i1
XP_004363997.1	Hcv1.av93.c4.g299.i1
XP_004364003.2	Hcv1.av93.c6.g357.i1
XP_004364005.1	Hcv1.av93.c1.g572.i2
XP_004364008.1	Hcv1.av93.c1.g1056.i1
XP_004364012.1	Hcv1.av93.c8.g857.i1
XP_004364013.1	Hcv1.av93.c9.g151.i1
XP_004364014.2	Hcv1.av93.c7.g654.i1
XP_004364017.2	Hcv1.av93.c11.g610.i1
XP_004364018.1	Hcv1.av93.c3.g62.i1
XP_004364020.2	Hcv1.av93.c13.g536.i1
XP_004364021.1	Hcv1.av93.c12.g438.i1
XP_004364027.1	Hcv1.av93.c2.g59.i1
XP_004364028.2	Hcv1.av93.c1.g381.i1
XP_004364033.1	Hcv1.av93.c2.g852.i1
XP_004364035.1	Hcv1.av93.c13.g601.i1
XP_004364041.1	Hcv1.av93.c5.g1332.i2
XP_004364043.2	Hcv1.av93.c1.g558.i1
XP_004364045.2	Hcv1.av93.c6.g1091.i1
XP_004364046.2	Hcv1.av93.c4.g735.i1
XP_004364047.1	Hcv1.av93.c10.g188.i1
XP_004364051.1	Hcv1.av93.c2.g1669.i1
XP_004364053.1	Hcv1.av93.c4.g513.i1
XP_004364054.1	Hcv1.av93.c7.g816.i1
XP_004364057.2	Hcv1.av93.c8.g299.i4
XP_004364060.1	Hcv1.av93.c2.g869.i2
XP_004364067.1	Hcv1.av93.c2.g1654.i1
XP_004364070.1	Hcv1.av93.c9.g702.i1
XP_004364071.2	Hcv1.av93.c10.g701.i5
XP_004364074.2	Hcv1.av93.c9.g914.i1
XP_004364075.1	Hcv1.av93.c1.g1682.i1
XP_004364077.1	Hcv1.av93.c7.g176.i1
XP_004364078.1	Hcv1.av93.c10.g690.i1
XP_004364079.1	Hcv1.av93.c5.g353.i1
XP_004364081.2	Hcv1.av93.c8.g613.i1
XP_004364082.2	Hcv1.av93.c8.g351.i1
XP_004364086.1	Hcv1.av93.c10.g2.i1
XP_004364087.1	Hcv1.av93.c2.g920.i1
XP_004364090.2	Hcv1.av93.c4.g282.i1
XP_004364094.1	Hcv1.av93.c1.g1313.i1
XP_004364097.2	Hcv1.av93.c1.g7.i1
XP_004364098.2	Hcv1.av93.c10.g517.i1
XP_004364099.1	Hcv1.av93.c8.g451.i1
XP_004364101.1	Hcv1.av93.c1.g1361.i1
XP_004364102.2	Hcv1.av93.c7.g34.i1
XP_004364103.1	Hcv1.av93.c10.g451.i1
XP_004364109.1	Hcv1.av93.c2.g1144.i1
XP_004364111.2	Hcv1.av93.c1.g1101.i1
XP_004364112.1	Hcv1.av93.c1.g440.i1
XP_004364115.1	Hcv1.av93.c4.g276.i1
XP_004364123.1	Hcv1.av93.c8.g466.i1
XP_004364124.1	Hcv1.av93.c12.g496.i1
XP_004364125.1	Hcv1.av93.c5.g1198.i1
XP_004364126.2	Hcv1.av93.c10.g291.i1
XP_004364127.1	Hcv1.av93.c1.g368.i1
XP_004364128.2	Hcv1.av93.c12.g559.i1
XP_004364132.1	Hcv1.av93.c8.g805.i1
XP_004364138.2	Hcv1.av93.c13.g38.i2
XP_004364147.1	Hcv1.av93.c3.g977.i1
XP_004364148.1	Hcv1.av93.c3.g502.i2
XP_004364152.1	Hcv1.av93.c8.g911.i1
XP_004364155.1	Hcv1.av93.c11.g346.i1
XP_004364157.1	Hcv1.av93.c2.g1177.i2
XP_004364160.2	Hcv1.av93.c5.g462.i1
XP_004364161.2	Hcv1.av93.c6.g918.i1
XP_004364163.2	Hcv1.av93.c8.g577.i1
XP_004364166.2	Hcv1.av93.c10.g519.i1
XP_004364168.2	Hcv1.av93.c8.g701.i1
XP_004364176.2	Hcv1.av93.c2.g129.i1
XP_004364182.1	Hcv1.av93.c5.g20.i1
XP_004364186.2	Hcv1.av93.c8.g265.i1
XP_004364187.1	Hcv1.av93.c1.g1317.i1
XP_004364190.2	Hcv1.av93.c1.g648.i1
XP_004364194.2	Hcv1.av93.c5.g1068.i1
XP_004364198.1	Hcv1.av93.c7.g624.i1
XP_004364200.1	Hcv1.av93.c6.g1142.i1
XP_004364202.2	Hcv1.av93.c4.g712.i1
XP_004364204.1	Hcv1.av93.c8.g678.i1
XP_004364210.1	Hcv1.av93.c10.g232.i1
XP_004364211.2	Hcv1.av93.c11.g389.i1
XP_004364214.2	Hcv1.av93.c1.g721.i1
XP_004364215.1	Hcv1.av93.c5.g307.i1
XP_004364218.2	Hcv1.av93.c11.g256.i1
XP_004364220.1	Hcv1.av93.c2.g308.i1
XP_004364225.1	Hcv1.av93.c8.g133.i2
XP_004364226.2	Hcv1.av93.c5.g356.i1
XP_004364227.1	Hcv1.av93.c2.g1519.i2
XP_004364230.1	Hcv1.av93.c6.g665.i1
XP_004364233.1	Hcv1.av93.c6.g128.i1
XP_004364234.1	Hcv1.av93.c2.g697.i1
XP_004364236.1	Hcv1.av93.c3.g968.i1
XP_004364238.1	Hcv1.av93.c6.g1193.i1
XP_004364239.1	Hcv1.av93.c2.g116.i1
XP_004364241.1	Hcv1.av93.c5.g217.i1
XP_004364245.2	Hcv1.av93.c11.g712.i1
XP_004364249.2	Hcv1.av93.c8.g632.i1
XP_004364262.1	Hcv1.av93.c12.g230.i1
XP_004364264.2	Hcv1.av93.c9.g267.i1
XP_004364267.1	Hcv1.av93.c2.g1055.i1
XP_004364268.2	Hcv1.av93.c9.g571.i1
XP_004364270.1	Hcv1.av93.c13.g290.i1
XP_004364274.1	Hcv1.av93.c2.g373.i1
XP_004364281.2	Hcv1.av93.c5.g963.i1
XP_004364283.1	Hcv1.av93.c2.g682.i1
XP_004364286.1	Hcv1.av93.c4.g596.i1
XP_004364287.2	Hcv1.av93.c1.g504.i1
XP_004364292.2	Hcv1.av93.c6.g407.i1
XP_004364297.2	Hcv1.av93.c2.g663.i1
XP_004364300.2	Hcv1.av93.c2.g1392.i2
XP_004364301.2	Hcv1.av93.c6.g156.i1
XP_004364307.1	Hcv1.av93.c6.g549.i1
XP_004364309.1	Hcv1.av93.c11.g330.i4
XP_004364310.1	Hcv1.av93.c10.g615.i1
XP_004364312.2	Hcv1.av93.c7.g114.i1
XP_004364314.1	Hcv1.av93.c2.g883.i1
XP_004364320.1	Hcv1.av93.c5.g266.i2
XP_004364321.1	Hcv1.av93.c3.g383.i1
XP_004364322.1	Hcv1.av93.c9.g798.i1
XP_004364323.2	Hcv1.av93.c3.g1183.i1
XP_004364325.1	Hcv1.av93.c12.g262.i1
XP_004364326.2	Hcv1.av93.c12.g551.i1
XP_004364327.1	Hcv1.av93.c4.g274.i1
XP_004364334.2	Hcv1.av93.c1.g1296.i1
XP_004364337.1	Hcv1.av93.c8.g218.i1
XP_004364339.1	Hcv1.av93.c8.g687.i1
XP_004364342.1	Hcv1.av93.c6.g423.i1
XP_004364344.1	Hcv1.av93.c1.g256.i1
XP_004364345.1	Hcv1.av93.c8.g412.i1
XP_004364347.2	Hcv1.av93.c11.g665.i1
XP_004364348.2	Hcv1.av93.c3.g82.i1
XP_004364349.1	Hcv1.av93.c5.g408.i1
XP_004364350.1	Hcv1.av93.c11.g981.i1
XP_004364354.2	Hcv1.av93.c11.g896.i1
XP_004364356.1	Hcv1.av93.c2.g747.i1
XP_004364357.1	Hcv1.av93.c5.g443.i1
XP_004364358.1	Hcv1.av93.c11.g439.i1
XP_004364363.2	Hcv1.av93.c5.g819.i1
XP_004364364.2	Hcv1.av93.c3.g1122.i1
XP_004364365.1	Hcv1.av93.c12.g234.i1
XP_004364367.1	Hcv1.av93.c6.g302.i1
XP_004364369.1	Hcv1.av93.c2.g317.i1
XP_004364372.1	Hcv1.av93.c7.g439.i1
XP_004364374.1	Hcv1.av93.c11.g894.i1
XP_004364375.1	Hcv1.av93.c6.g1161.i1
XP_004364377.1	Hcv1.av93.c6.g460.i1
XP_004364378.1	Hcv1.av93.c5.g1314.i1
XP_004364380.1	Hcv1.av93.c11.g128.i1
XP_004364383.1	Hcv1.av93.c7.g569.i1
XP_004364384.1	Hcv1.av93.c6.g663.i1
XP_004364386.1	Hcv1.av93.c3.g1270.i2
XP_004364392.1	Hcv1.av93.c13.g591.i1
XP_004364393.1	Hcv1.av93.c2.g223.i1
XP_004364396.1	Hcv1.av93.c4.g553.i1
XP_004364398.2	Hcv1.av93.c6.g1228.i1
XP_004364399.1	Hcv1.av93.c11.g831.i1
XP_004364405.1	Hcv1.av93.c7.g54.i1
XP_004364407.2	Hcv1.av93.c1.g1282.i1
XP_004364412.1	Hcv1.av93.c11.g877.i1
XP_004364413.2	Hcv1.av93.c2.g982.i1
XP_004364414.2	Hcv1.av93.c7.g52.i1
XP_004364415.1	Hcv1.av93.c8.g859.i1
XP_004364416.2	Hcv1.av93.c1.g897.i1
XP_004364418.2	Hcv1.av93.c6.g643.i1
XP_004364421.1	Hcv1.av93.c6.g1084.i1
XP_004364422.2	Hcv1.av93.c6.g735.i1
XP_004364424.1	Hcv1.av93.c6.g726.i1
XP_004364425.2	Hcv1.av93.c8.g120.i1
XP_004364429.2	Hcv1.av93.c6.g869.i1
XP_004364436.1	Hcv1.av93.c1.g1467.i1
XP_004364437.2	Hcv1.av93.c3.g449.i1
XP_004364455.2	Hcv1.av93.c6.g1077.i1
XP_004364456.2	Hcv1.av93.c11.g178.i1
XP_004364457.1	Hcv1.av93.c5.g354.i1
XP_004364458.1	Hcv1.av93.c4.g796.i1
XP_004364459.1	Hcv1.av93.c1.g407.i1
XP_004364461.1	Hcv1.av93.c1.g1293.i1
XP_004364462.1	Hcv1.av93.c7.g590.i1
XP_004364463.1	Hcv1.av93.c2.g1398.i1
XP_004364464.2	Hcv1.av93.c13.g419.i1
XP_004364465.1	Hcv1.av93.c13.g479.i1
XP_004364470.2	Hcv1.av93.c7.g621.i1
XP_004364476.1	Hcv1.av93.c6.g833.i1
XP_004364479.1	Hcv1.av93.c2.g616.i1
XP_004364486.1	Hcv1.av93.c4.g262.i1
XP_004364488.1	Hcv1.av93.c6.g259.i1
XP_004364490.1	Hcv1.av93.c7.g972.i1
XP_004364491.1	Hcv1.av93.c1.g772.i1
XP_004364499.2	Hcv1.av93.c7.g543.i1
XP_004364503.2	Hcv1.av93.c7.g143.i1
XP_004364509.1	Hcv1.av93.c5.g1013.i1
XP_004364511.1	Hcv1.av93.c5.g61.i1
XP_004364516.2	Hcv1.av93.c3.g272.i1
XP_004364520.2	Hcv1.av93.c11.g838.i1
XP_004364531.2	Hcv1.av93.c3.g461.i1
XP_004364532.2	Hcv1.av93.c3.g988.i1
XP_004364533.2	Hcv1.av93.c3.g617.i1
XP_004364534.2	Hcv1.av93.c9.g837.i1
XP_004364540.1	Hcv1.av93.c3.g174.i1
XP_004364541.1	Hcv1.av93.c3.g64.i1
XP_004364549.1	Hcv1.av93.c3.g903.i1
XP_004364550.2	Hcv1.av93.c1.g1649.i1
XP_004364554.1	Hcv1.av93.c11.g779.i2
XP_004364561.2	Hcv1.av93.c5.g637.i1
XP_004364562.1	Hcv1.av93.c8.g970.i2
XP_004364566.2	Hcv1.av93.c11.g18.i2
XP_004364568.1	Hcv1.av93.c11.g198.i1
XP_004364569.1	Hcv1.av93.c7.g632.i1
XP_004364576.2	Hcv1.av93.c9.g404.i1
XP_004364580.1	Hcv1.av93.c11.g359.i1
XP_004364582.2	Hcv1.av93.c9.g824.i1
XP_004364583.2	Hcv1.av93.c8.g443.i1
XP_004364585.1	Hcv1.av93.c10.g477.i1
XP_004364587.1	Hcv1.av93.c2.g625.i1
XP_004364588.1	Hcv1.av93.c8.g70.i1
XP_004364590.1	Hcv1.av93.c8.g146.i3
XP_004364591.2	Hcv1.av93.c13.g405.i1
XP_004364593.2	Hcv1.av93.c13.g224.i1
XP_004364598.2	Hcv1.av93.c3.g14.i1
XP_004364599.1	Hcv1.av93.c2.g1206.i1
XP_004364601.1	Hcv1.av93.c13.g450.i1
XP_004364602.1	Hcv1.av93.c4.g275.i1
XP_004364608.2	Hcv1.av93.c8.g795.i1
XP_004364617.2	Hcv1.av93.c3.g295.i1
XP_004364623.1	Hcv1.av93.c9.g298.i1
XP_004364624.2	Hcv1.av93.c9.g786.i1
XP_004364625.1	Hcv1.av93.c10.g332.i1
XP_004364626.1	Hcv1.av93.c9.g620.i1
XP_004364629.2	Hcv1.av93.c9.g875.i1
XP_004364635.1	Hcv1.av93.c8.g829.i1
XP_004364636.2	Hcv1.av93.c2.g839.i1
XP_004364637.1	Hcv1.av93.c3.g749.i1
XP_004364642.2	Hcv1.av93.c9.g765.i3
XP_004364643.1	Hcv1.av93.c6.g1083.i1
XP_004364647.1	Hcv1.av93.c3.g690.i1
XP_004364652.2	Hcv1.av93.c6.g269.i1
XP_004364660.2	Hcv1.av93.c9.g119.i1
XP_004364661.1	Hcv1.av93.c3.g961.i1
XP_004364662.1	Hcv1.av93.c10.g265.i1
XP_004364663.1	Hcv1.av93.c3.g253.i1
XP_004364664.1	Hcv1.av93.c6.g604.i1
XP_004364665.2	Hcv1.av93.c3.g984.i1
XP_004364666.1	Hcv1.av93.c2.g841.i1
XP_004364668.1	Hcv1.av93.c4.g669.i1
XP_004364670.1	Hcv1.av93.c3.g943.i1
XP_004364672.1	Hcv1.av93.c2.g1580.i1
XP_004364673.2	Hcv1.av93.c10.g229.i1
XP_004364677.1	Hcv1.av93.c5.g502.i1
XP_004364679.2	Hcv1.av93.c2.g775.i1
XP_004364692.1	Hcv1.av93.c10.g531.i1
XP_004364693.1	Hcv1.av93.c1.g1623.i2
XP_004364695.1	Hcv1.av93.c1.g1471.i1
XP_004364696.1	Hcv1.av93.c1.g1136.i1
XP_004364697.1	Hcv1.av93.c2.g418.i1
XP_004364698.2	Hcv1.av93.c12.g97.i1
XP_004364704.2	Hcv1.av93.c11.g414.i1
XP_004364705.1	Hcv1.av93.c3.g763.i1
XP_004364706.2	Hcv1.av93.c1.g158.i1
XP_004364707.1	Hcv1.av93.c2.g397.i1
XP_004364709.2	Hcv1.av93.c1.g1138.i2
XP_004364715.2	Hcv1.av93.c7.g856.i1
XP_004364718.1	Hcv1.av93.c2.g86.i1
XP_004364719.1	Hcv1.av93.c1.g390.i1
XP_004364725.1	Hcv1.av93.c7.g626.i1
XP_004364728.1	Hcv1.av93.c11.g275.i1
XP_004364729.2	Hcv1.av93.c2.g716.i1
XP_004364734.2	Hcv1.av93.c2.g120.i1
