XP_004340361.1	mRNA.RE14990
XP_004364256.1	mRNA.RE14132
XP_004364262.1	mRNA.RE05946
XP_004364264.2	mRNA.RE16655
XP_004364267.1	mRNA.RE02900
XP_004364268.2	mRNA.RE05764
XP_004364270.1	mRNA.RE05304
XP_004364272.1	mRNA.RE06944
XP_004364274.1	mRNA.RE01497
XP_004364281.2	mRNA.RE07185
XP_004364286.1	mRNA.RE03965
XP_004364287.2	mRNA.RE10226
XP_004364289.2	mRNA.RE15653
XP_004364290.1	mRNA.RE01435
XP_004364292.2	mRNA.RE02574
XP_004364295.1	mRNA.RE07201
XP_004364296.2	mRNA.RE01792
XP_004364297.2	mRNA.RE09711
XP_004364300.2	mRNA.RE15708
XP_004364301.2	mRNA.RE05300
XP_004364307.1	mRNA.RE08117
XP_004364309.1	mRNA.RE08895
XP_004364310.1	mRNA.RE04621
XP_004364312.2	mRNA.RE08897
XP_004364314.1	mRNA.RE15667
XP_004364315.1	mRNA.RE08997
XP_004364320.1	mRNA.RE05185
XP_004364321.1	mRNA.RE10691
XP_004364322.1	mRNA.RE08340
XP_004364323.2	mRNA.RE07279
XP_004364325.1	mRNA.RE15826
XP_004364326.2	mRNA.RE15787
XP_004364327.1	mRNA.RE03486
XP_004364328.2	mRNA.RE04646
XP_004364330.1	mRNA.RE03542
XP_004364335.2	mRNA.RE07466
XP_004364337.1	mRNA.RE15068
XP_004364339.1	mRNA.RE02601
XP_004364341.1	mRNA.RE04699
XP_004364342.1	mRNA.RE14038
XP_004364344.1	mRNA.RE14640
XP_004364345.1	mRNA.RE13490
XP_004364347.2	mRNA.RE07551
XP_004364348.2	mRNA.RE08978
XP_004364349.1	mRNA.RE10613
XP_004364351.1	mRNA.RE11426
XP_004364353.1	mRNA.RE14190
XP_004364354.2	mRNA.RE05506
XP_004364356.1	mRNA.RE13175
XP_004364357.1	mRNA.RE03837
XP_004364358.1	mRNA.RE04809
XP_004364363.2	mRNA.RE10818
XP_004364364.2	mRNA.RE06141
XP_004364365.1	mRNA.RE14225
XP_004364367.1	mRNA.RE11908
XP_004364369.1	mRNA.RE03058
XP_004364372.1	mRNA.RE13194
XP_004364373.1	mRNA.RE10746
XP_004364374.1	mRNA.RE01180
XP_004364375.1	mRNA.RE06178
XP_004364378.1	mRNA.RE09374
XP_004364379.2	mRNA.RE14781
XP_004364383.1	mRNA.RE14491
XP_004364384.1	mRNA.RE06103
XP_004364387.1	mRNA.RE00708
XP_004364388.2	mRNA.RE00165
XP_004364389.1	mRNA.RE09293
XP_004364391.2	mRNA.RE04866
XP_004364392.1	mRNA.RE13824
XP_004364393.1	mRNA.RE11436
XP_004364399.1	mRNA.RE15802
XP_004364405.1	mRNA.RE00126
XP_004364407.2	mRNA.RE13003
XP_004364413.2	mRNA.RE05743
XP_004364414.2	mRNA.RE17021
XP_004364415.1	mRNA.RE01177
XP_004364416.2	mRNA.RE13273
XP_004364417.2	mRNA.RE13197
XP_004364418.2	mRNA.RE13978
XP_004364421.1	mRNA.RE13986
XP_004364422.2	mRNA.RE11917
XP_004364424.1	mRNA.RE06253
XP_004364425.2	mRNA.RE09370
XP_004364429.2	mRNA.RE09294
XP_004364430.2	mRNA.RE12648
XP_004364431.2	mRNA.RE14570
XP_004364432.1	mRNA.RE15564
XP_004364436.1	mRNA.RE02521
XP_004364437.2	mRNA.RE10479
XP_004364439.2	mRNA.RE10615
XP_004364451.2	mRNA.RE01294
XP_004364455.2	mRNA.RE12611
XP_004364456.2	mRNA.RE06214
XP_004364457.1	mRNA.RE11799
XP_004364458.1	mRNA.RE13689
XP_004364459.1	mRNA.RE00277
XP_004364460.1	mRNA.RE16698
XP_004364461.1	mRNA.RE02139
XP_004364462.1	mRNA.RE08681
XP_004364463.1	mRNA.RE10424
XP_004364464.2	mRNA.RE11343
XP_004364465.1	mRNA.RE08218
XP_004364470.2	mRNA.RE02357
XP_004364474.2	mRNA.RE06104
XP_004364476.1	mRNA.RE14657
XP_004364479.1	mRNA.RE04397
XP_004364486.1	mRNA.RE09131
XP_004364488.1	mRNA.RE04019
XP_004364490.1	mRNA.RE12481
XP_004364491.1	mRNA.RE07930
XP_004364497.1	mRNA.RE12667
XP_004364499.2	mRNA.RE14873
XP_004364509.1	mRNA.RE14858
XP_004364511.1	mRNA.RE10103
XP_004364514.2	mRNA.RE16560
XP_004364516.2	mRNA.RE04276
XP_004364520.2	mRNA.RE07908
XP_004364521.2	mRNA.RE12866
XP_004364531.2	mRNA.RE13154
XP_004364532.2	mRNA.RE00409
XP_004364533.2	mRNA.RE05102
XP_004364535.1	mRNA.RE09003
XP_004364540.1	mRNA.RE00130
XP_004364541.1	mRNA.RE03597
XP_004364547.1	mRNA.RE09490
XP_004364549.1	mRNA.RE14953
XP_004364550.2	mRNA.RE13437
XP_004364553.2	mRNA.RE09438
XP_004364554.1	mRNA.RE00413
XP_004364555.1	mRNA.RE15807
XP_004364561.2	mRNA.RE06128
XP_004364562.1	mRNA.RE00649
XP_004364566.2	mRNA.RE09119
XP_004364568.1	mRNA.RE00411
XP_004364571.2	mRNA.RE05412
XP_004364572.2	mRNA.RE05375
XP_004364576.2	mRNA.RE11157
XP_004364580.1	mRNA.RE06022
XP_004364582.2	mRNA.RE00414
XP_004364583.2	mRNA.RE11276
XP_004364587.1	mRNA.RE08569
XP_004364588.1	mRNA.RE17037
XP_004364590.1	mRNA.RE10080
XP_004364591.2	mRNA.RE15593
XP_004364593.2	mRNA.RE07030
XP_004364599.1	mRNA.RE10006
XP_004364601.1	mRNA.RE10077
XP_004364608.2	mRNA.RE07568
XP_004364619.2	mRNA.RE12091
XP_004364623.1	mRNA.RE11894
XP_004364624.2	mRNA.RE07458
XP_004364625.1	mRNA.RE11959
XP_004364626.1	mRNA.RE07552
XP_004364627.1	mRNA.RE07558
XP_004364629.2	mRNA.RE11879
XP_004364630.1	mRNA.RE05355
XP_004364635.1	mRNA.RE07986
XP_004364636.2	mRNA.RE13309
XP_004364637.1	mRNA.RE05432
XP_004364642.2	mRNA.RE10480
XP_004364643.1	mRNA.RE00048
XP_004364647.1	mRNA.RE04021
XP_004364652.2	mRNA.RE15396
XP_004364660.2	mRNA.RE04434
XP_004364661.1	mRNA.RE16153
XP_004364662.1	mRNA.RE16299
XP_004364663.1	mRNA.RE07999
XP_004364664.1	mRNA.RE12090
XP_004364665.2	mRNA.RE08866
XP_004364666.1	mRNA.RE07271
XP_004364668.1	mRNA.RE00502
XP_004364670.1	mRNA.RE08835
XP_004364671.1	mRNA.RE07278
XP_004364672.1	mRNA.RE10734
XP_004364673.2	mRNA.RE15286
XP_004364674.2	mRNA.RE00799
XP_004364677.1	mRNA.RE01273
XP_004364679.2	mRNA.RE14626
XP_004364681.2	mRNA.RE03823
XP_004364682.1	mRNA.RE00923
XP_004364686.1	mRNA.RE16571
XP_004364690.2	mRNA.RE09741
XP_004364691.1	mRNA.RE14544
XP_004364692.1	mRNA.RE04226
XP_004364693.1	mRNA.RE06733
XP_004364694.1	mRNA.RE14533
XP_004364695.1	mRNA.RE02968
XP_004364696.1	mRNA.RE03373
XP_004364698.2	mRNA.RE02117
XP_004364703.1	mRNA.RE09039
XP_004364704.2	mRNA.RE10506
XP_004364705.1	mRNA.RE15654
XP_004364706.2	mRNA.RE00739
XP_004364707.1	mRNA.RE01803
XP_004364709.2	mRNA.RE15017
XP_004364715.2	mRNA.RE12198
XP_004364717.2	mRNA.RE09973
XP_004364718.1	mRNA.RE15709
XP_004364719.1	mRNA.RE07987
XP_004364720.1	mRNA.RE07746
XP_004364721.1	mRNA.RE16870
XP_004364725.1	mRNA.RE04811
XP_004364728.1	mRNA.RE15463
XP_004364729.2	mRNA.RE08170
XP_004364730.1	mRNA.RE16095
XP_004364731.2	mRNA.RE09999
XP_004364734.2	mRNA.RE16103
XP_004364736.1	mRNA.RE05409
XP_004364737.1	mRNA.RE13757
XP_004364741.2	mRNA.RE09753
XP_004364742.2	mRNA.RE02898
XP_004364744.1	mRNA.RE16731
XP_004364748.1	mRNA.RE15652
XP_004364749.2	mRNA.RE07437
XP_004364751.1	mRNA.RE07807
XP_004364752.2	mRNA.RE12813
XP_004364753.1	mRNA.RE04769
XP_004364754.1	mRNA.RE16073
XP_004364755.2	mRNA.RE11022
XP_004364758.1	mRNA.RE17022
XP_004364759.1	mRNA.RE16929
XP_004364761.2	mRNA.RE07200
XP_004364762.1	mRNA.RE09440
XP_004364767.1	mRNA.RE02882
XP_004364768.1	mRNA.RE16874
XP_004364770.2	mRNA.RE04329
XP_004364772.2	mRNA.RE16816
XP_004364773.1	mRNA.RE15106
XP_004364776.1	mRNA.RE07113
XP_004364778.1	mRNA.RE00850
XP_004364780.1	mRNA.RE04009
XP_004364781.1	mRNA.RE16755
XP_004364782.1	mRNA.RE14924
XP_004364786.1	mRNA.RE16177
XP_004364787.2	mRNA.RE10047
XP_004364788.1	mRNA.RE16667
XP_004364790.2	mRNA.RE16819
XP_004364792.1	mRNA.RE11915
XP_004364795.2	mRNA.RE06543
XP_004364796.1	mRNA.RE07989
XP_004364800.2	mRNA.RE12303
XP_004364803.1	mRNA.RE10464
XP_004364804.1	mRNA.RE16009
XP_004364805.1	mRNA.RE16007
XP_004364810.1	mRNA.RE09843
XP_004364815.2	mRNA.RE13135
XP_004364817.1	mRNA.RE12345
XP_004364818.1	mRNA.RE16118
XP_004364819.2	mRNA.RE16622
XP_004364820.1	mRNA.RE07818
XP_004364823.2	mRNA.RE14757
XP_004364824.1	mRNA.RE10044
XP_004364825.1	mRNA.RE05694
XP_004364827.1	mRNA.RE16553
XP_004364828.1	mRNA.RE16240
XP_004364831.2	mRNA.RE10923
XP_004364832.2	mRNA.RE00006
XP_004364834.1	mRNA.RE15637
XP_004364843.2	mRNA.RE06942
XP_004364844.1	mRNA.RE05933
XP_004364850.1	mRNA.RE13337
XP_004364851.1	mRNA.RE00298
XP_004364852.2	mRNA.RE12420
XP_004364853.2	mRNA.RE04625
XP_004364858.1	mRNA.RE09395
XP_004364859.1	mRNA.RE04407
XP_004364864.2	mRNA.RE07079
XP_004364865.1	mRNA.RE03812
XP_004364866.2	mRNA.RE04952
XP_004364868.1	mRNA.RE14851
XP_004364869.1	mRNA.RE06154
XP_004364874.1	mRNA.RE10176
XP_004364876.1	mRNA.RE04143
XP_004364880.1	mRNA.RE01316
XP_004364882.1	mRNA.RE15574
XP_004364883.1	mRNA.RE14958
XP_004364884.2	mRNA.RE10137
XP_004364885.1	mRNA.RE02368
XP_004364887.2	mRNA.RE17204
XP_004364888.2	mRNA.RE02826
XP_004364889.2	mRNA.RE14832
XP_004364891.1	mRNA.RE09738
XP_004364892.2	mRNA.RE13180
XP_004364893.2	mRNA.RE08288
XP_004364894.1	mRNA.RE08046
XP_004364899.2	mRNA.RE14203
XP_004364900.1	mRNA.RE15719
XP_004364902.2	mRNA.RE11132
XP_004364906.1	mRNA.RE02529
XP_004364907.2	mRNA.RE02051
XP_004364908.1	mRNA.RE12769
XP_004364909.2	mRNA.RE10192
XP_004364910.1	mRNA.RE01715
XP_004364916.2	mRNA.RE02507
XP_004364924.1	mRNA.RE12165
XP_004364925.2	mRNA.RE13898
XP_004364933.1	mRNA.RE00738
XP_004364936.2	mRNA.RE14144
XP_004364937.2	mRNA.RE14724
XP_004364938.1	mRNA.RE15585
XP_004364939.2	mRNA.RE10290
XP_004364947.1	mRNA.RE03810
XP_004364952.2	mRNA.RE14710
XP_004364963.1	mRNA.RE10899
XP_004364965.2	mRNA.RE12207
XP_004364976.1	mRNA.RE16238
XP_004364978.1	mRNA.RE01301
XP_004364979.1	mRNA.RE10384
XP_004364980.1	mRNA.RE12366
XP_004364982.2	mRNA.RE11858
XP_004364983.2	mRNA.RE12054
XP_004364984.1	mRNA.RE02840
XP_004364986.1	mRNA.RE09052
XP_004364988.2	mRNA.RE02308
XP_004364991.2	mRNA.RE13915
XP_004364992.2	mRNA.RE10522
XP_004364993.2	mRNA.RE07962
XP_004364994.2	mRNA.RE07318
XP_004364995.2	mRNA.RE12193
XP_004364996.1	mRNA.RE10894
XP_004364999.2	mRNA.RE00802
XP_004365000.1	mRNA.RE00804
XP_004365004.1	mRNA.RE13840
XP_004365006.1	mRNA.RE11347
XP_004365008.1	mRNA.RE10644
XP_004365009.1	mRNA.RE02634
XP_004365010.1	mRNA.RE04833
XP_004365012.1	mRNA.RE11580
XP_004365013.2	mRNA.RE10150
XP_004365014.1	mRNA.RE02999
XP_004365015.1	mRNA.RE10208
XP_004365016.2	mRNA.RE11885
XP_004365017.2	mRNA.RE03975
XP_004365022.1	mRNA.RE11295
XP_004365025.1	mRNA.RE11379
XP_004365026.2	mRNA.RE09786
XP_004365028.1	mRNA.RE09915
XP_004365030.1	mRNA.RE01174
XP_004365032.1	mRNA.RE04392
XP_004365033.1	mRNA.RE16880
XP_004365034.1	mRNA.RE16580
XP_004365035.2	mRNA.RE05695
XP_004365039.1	mRNA.RE06289
XP_004365043.2	mRNA.RE00419
XP_004365046.1	mRNA.RE06971
XP_004365047.1	mRNA.RE07879
XP_004365049.1	mRNA.RE07795
XP_004365051.2	mRNA.RE01483
XP_004365052.2	mRNA.RE08913
XP_004365053.2	mRNA.RE17066
XP_004365060.1	mRNA.RE13789
XP_004365062.1	mRNA.RE14472
XP_004365063.1	mRNA.RE10366
XP_004365064.1	mRNA.RE12647
XP_004365065.1	mRNA.RE16472
XP_004365070.1	mRNA.RE16723
XP_004365071.1	mRNA.RE14697
XP_004365072.2	mRNA.RE05512
XP_004365076.1	mRNA.RE04950
XP_004365079.1	mRNA.RE05511
XP_004365082.1	mRNA.RE03546
XP_004365083.1	mRNA.RE06981
XP_004365085.1	mRNA.RE16227
XP_004365086.2	mRNA.RE00707
XP_004365087.2	mRNA.RE15906
XP_004365089.1	mRNA.RE11808
XP_004365092.1	mRNA.RE11255
XP_004365093.1	mRNA.RE16434
XP_004365095.1	mRNA.RE07354
XP_004365096.1	mRNA.RE14825
XP_004365098.2	mRNA.RE04982
XP_004365100.1	mRNA.RE01167
XP_004365101.1	mRNA.RE04049
XP_004365102.2	mRNA.RE10517
XP_004365103.2	mRNA.RE05510
XP_004365104.1	mRNA.RE15232
XP_004365106.2	mRNA.RE16373
XP_004365108.2	mRNA.RE01428
XP_004365109.1	mRNA.RE12753
XP_004365111.1	mRNA.RE07719
XP_004365112.1	mRNA.RE07005
XP_004365113.1	mRNA.RE01144
XP_004365115.2	mRNA.RE11402
XP_004365116.1	mRNA.RE06283
XP_004365117.2	mRNA.RE13169
XP_004365118.1	mRNA.RE07040
XP_004365119.1	mRNA.RE01181
XP_004365120.1	mRNA.RE11540
XP_004365121.2	mRNA.RE11736
XP_004365123.1	mRNA.RE07498
XP_004365124.1	mRNA.RE12922
XP_004365126.1	mRNA.RE13185
XP_004365127.1	mRNA.RE08603
XP_004365129.2	mRNA.RE14877
XP_004365132.2	mRNA.RE07546
XP_004365133.2	mRNA.RE11966
XP_004365135.2	mRNA.RE17209
XP_004365136.1	mRNA.RE11831
XP_004365138.2	mRNA.RE11018
XP_004365139.1	mRNA.RE14796
XP_004365140.2	mRNA.RE04752
XP_004365141.2	mRNA.RE15911
XP_004365142.1	mRNA.RE03840
XP_004365143.1	mRNA.RE14129
XP_004365146.2	mRNA.RE01979
XP_004365147.2	mRNA.RE02024
XP_004365148.1	mRNA.RE16157
XP_004365149.2	mRNA.RE03914
XP_004365150.1	mRNA.RE05535
XP_004365153.1	mRNA.RE09591
XP_004365154.1	mRNA.RE11562
XP_004365155.1	mRNA.RE13355
XP_004365158.2	mRNA.RE13648
XP_004365159.1	mRNA.RE16596
XP_004365161.1	mRNA.RE16322
XP_004365162.1	mRNA.RE01783
XP_004365163.1	mRNA.RE01187
XP_004365164.1	mRNA.RE04795
XP_004365165.1	mRNA.RE05507
XP_004365166.2	mRNA.RE09219
XP_004365170.1	mRNA.RE00408
XP_004365171.1	mRNA.RE07853
XP_004365172.2	mRNA.RE14123
XP_004365173.2	mRNA.RE11386
XP_004365175.2	mRNA.RE13792
XP_004365178.1	mRNA.RE07977
XP_004365179.2	mRNA.RE13151
XP_004365183.1	mRNA.RE00986
XP_004365186.1	mRNA.RE12233
XP_004365187.2	mRNA.RE12581
XP_004365190.2	mRNA.RE12225
XP_004365191.2	mRNA.RE13285
XP_004365193.2	mRNA.RE14888
XP_004365194.2	mRNA.RE02306
XP_004365195.1	mRNA.RE13353
XP_004365196.1	mRNA.RE12274
XP_004365197.1	mRNA.RE12503
XP_004365198.1	mRNA.RE11449
XP_004365199.2	mRNA.RE11213
XP_004365200.1	mRNA.RE00791
XP_004365202.1	mRNA.RE09222
XP_004365203.1	mRNA.RE08519
XP_004365205.2	mRNA.RE16986
XP_004365207.1	mRNA.RE14275
XP_004365210.2	mRNA.RE00490
XP_004365211.1	mRNA.RE08258
XP_004365213.1	mRNA.RE00081
XP_004365214.1	mRNA.RE11924
XP_004365215.1	mRNA.RE04481
XP_004365216.1	mRNA.RE11692
XP_004365217.1	mRNA.RE08993
XP_004365218.1	mRNA.RE01941
XP_004365220.2	mRNA.RE07486
XP_004365221.1	mRNA.RE13544
XP_004365222.2	mRNA.RE07575
XP_004365224.1	mRNA.RE07902
XP_004365225.2	mRNA.RE17195
XP_004365227.2	mRNA.RE11725
XP_004365229.2	mRNA.RE16721
XP_004365230.2	mRNA.RE02924
XP_004365231.2	mRNA.RE11693
XP_004365232.1	mRNA.RE13808
XP_004365238.2	mRNA.RE13506
XP_004365239.2	mRNA.RE11688
XP_004365245.1	mRNA.RE11383
XP_004365246.1	mRNA.RE04335
XP_004365247.1	mRNA.RE06302
XP_004365255.1	mRNA.RE12827
XP_004365256.2	mRNA.RE13326
XP_004365258.1	mRNA.RE13198
XP_004365259.1	mRNA.RE01507
XP_004365260.2	mRNA.RE01432
XP_004365261.1	mRNA.RE14200
XP_004365262.1	mRNA.RE01718
XP_004365263.1	mRNA.RE06506
XP_004365264.1	mRNA.RE05845
XP_004365265.1	mRNA.RE11785
XP_004365268.1	mRNA.RE11835
XP_004365269.1	mRNA.RE16917
XP_004365270.1	mRNA.RE05014
XP_004365271.1	mRNA.RE11133
XP_004365278.2	mRNA.RE00287
XP_004365282.1	mRNA.RE11670
XP_004365284.1	mRNA.RE11577
XP_004365285.1	mRNA.RE14862
XP_004365286.2	mRNA.RE09487
XP_004365288.1	mRNA.RE10527
XP_004365291.2	mRNA.RE03943
XP_004365292.2	mRNA.RE09323
XP_004365294.1	mRNA.RE09950
XP_004365297.1	mRNA.RE03953
XP_004365298.2	mRNA.RE09011
XP_004365301.1	mRNA.RE10038
XP_004365302.2	mRNA.RE11846
XP_004365303.1	mRNA.RE00660
XP_004365308.2	mRNA.RE11695
XP_004365311.1	mRNA.RE05260
XP_004365312.2	mRNA.RE02610
XP_004365315.1	mRNA.RE07004
XP_004365316.2	mRNA.RE03848
XP_004365319.1	mRNA.RE05603
XP_004365320.1	mRNA.RE08274
XP_004365322.2	mRNA.RE14566
XP_004365327.1	mRNA.RE07144
XP_004365329.1	mRNA.RE14073
XP_004365330.2	mRNA.RE02114
XP_004365331.2	mRNA.RE14384
XP_004365338.2	mRNA.RE15561
XP_004365340.2	mRNA.RE00966
XP_004365342.1	mRNA.RE07068
XP_004365343.1	mRNA.RE00925
XP_004365344.2	mRNA.RE15173
XP_004365347.1	mRNA.RE03871
XP_004365348.1	mRNA.RE12284
XP_004365350.1	mRNA.RE05610
XP_004365351.1	mRNA.RE12656
XP_004365352.2	mRNA.RE07758
XP_004365353.1	mRNA.RE06314
XP_004365354.1	mRNA.RE05787
XP_004365358.1	mRNA.RE07664
XP_004365359.1	mRNA.RE09564
XP_004365360.2	mRNA.RE09565
XP_004365362.2	mRNA.RE02472
XP_004365363.1	mRNA.RE03494
XP_004365364.2	mRNA.RE04683
XP_004365366.2	mRNA.RE06242
XP_004365369.1	mRNA.RE02453
XP_004365370.1	mRNA.RE07449
XP_004365371.1	mRNA.RE11168
XP_004365372.1	mRNA.RE11890
XP_004365374.2	mRNA.RE10031
XP_004365376.1	mRNA.RE05574
XP_004365377.2	mRNA.RE15318
XP_004365378.1	mRNA.RE07586
XP_004365379.1	mRNA.RE14580
XP_004365380.2	mRNA.RE00887
XP_004365381.1	mRNA.RE10068
XP_004365382.2	mRNA.RE11817
XP_004365389.1	mRNA.RE13308
XP_004365391.1	mRNA.RE03288
XP_004365392.1	mRNA.RE08867
XP_004365393.2	mRNA.RE17193
XP_004365398.2	mRNA.RE03204
XP_004365400.1	mRNA.RE13844
XP_004365404.2	mRNA.RE05936
XP_004365406.2	mRNA.RE08111
XP_004365407.1	mRNA.RE16340
XP_004365408.1	mRNA.RE11112
XP_004365409.2	mRNA.RE16769
XP_004365412.1	mRNA.RE12575
XP_004365413.1	mRNA.RE06740
XP_004365414.2	mRNA.RE05817
XP_004365418.2	mRNA.RE16415
XP_004365419.2	mRNA.RE16077
XP_004365421.1	mRNA.RE06219
XP_004365424.1	mRNA.RE04437
XP_004365425.1	mRNA.RE10596
XP_004365427.1	mRNA.RE04442
XP_004365429.1	mRNA.RE15515
XP_004365430.1	mRNA.RE01946
XP_004365432.1	mRNA.RE03878
XP_004365433.1	mRNA.RE15180
XP_004365434.1	mRNA.RE02755
XP_004365437.2	mRNA.RE11767
XP_004365441.1	mRNA.RE16466
XP_004365442.1	mRNA.RE01053
XP_004365443.2	mRNA.RE06238
XP_004365444.1	mRNA.RE05178
XP_004365447.2	mRNA.RE11658
XP_004365450.2	mRNA.RE09470
XP_004365453.2	mRNA.RE05942
XP_004365454.2	mRNA.RE09659
XP_004365456.1	mRNA.RE01721
XP_004365457.1	mRNA.RE11605
XP_004365458.2	mRNA.RE03835
XP_004365460.2	mRNA.RE13616
XP_004365461.1	mRNA.RE01157
XP_004365462.1	mRNA.RE11433
XP_004365464.1	mRNA.RE05204
XP_004365465.1	mRNA.RE04432
XP_004365467.2	mRNA.RE06709
XP_004365471.1	mRNA.RE06348
XP_004365474.2	mRNA.RE08173
XP_004365477.1	mRNA.RE14572
XP_004365478.1	mRNA.RE00998
XP_004365479.1	mRNA.RE06367
XP_004365480.1	mRNA.RE01304
XP_004365481.1	mRNA.RE01330
XP_004365486.1	mRNA.RE00080
XP_004365487.2	mRNA.RE09884
XP_004365488.1	mRNA.RE13707
XP_004365489.2	mRNA.RE12796
XP_004365490.1	mRNA.RE09911
XP_004365491.1	mRNA.RE08924
XP_004365494.2	mRNA.RE01257
XP_004365495.1	mRNA.RE04926
XP_004365498.2	mRNA.RE05168
XP_004365499.2	mRNA.RE05740
XP_004365500.2	mRNA.RE02042
XP_004365501.1	mRNA.RE05949
XP_004365503.2	mRNA.RE16927
XP_004365504.2	mRNA.RE08623
XP_004365505.2	mRNA.RE03841
XP_004365507.2	mRNA.RE09251
XP_004365508.1	mRNA.RE11946
XP_004365509.2	mRNA.RE04867
XP_004365513.1	mRNA.RE04135
XP_004365515.1	mRNA.RE14166
XP_004365516.1	mRNA.RE01459
XP_004365518.2	mRNA.RE10548
XP_004365520.1	mRNA.RE04497
XP_004365521.2	mRNA.RE10411
XP_004365522.1	mRNA.RE11897
XP_004365523.2	mRNA.RE03967
XP_004365524.2	mRNA.RE04948
XP_004365525.1	mRNA.RE09331
XP_004365526.2	mRNA.RE14471
XP_004365527.2	mRNA.RE04939
XP_004365529.2	mRNA.RE09717
XP_004365532.2	mRNA.RE13943
XP_004365533.1	mRNA.RE05533
XP_004365537.1	mRNA.RE13628
XP_004365542.2	mRNA.RE14430
XP_004365543.1	mRNA.RE11281
XP_004365544.1	mRNA.RE14423
XP_004365545.2	mRNA.RE15806
XP_004365546.1	mRNA.RE10496
XP_004365548.1	mRNA.RE13843
XP_004365550.1	mRNA.RE08025
XP_004365555.2	mRNA.RE06264
XP_004365557.2	mRNA.RE14421
XP_004365558.1	mRNA.RE14552
XP_004365561.1	mRNA.RE05252
XP_004365562.2	mRNA.RE02424
XP_004365563.1	mRNA.RE05921
XP_004365565.1	mRNA.RE12206
XP_004365566.1	mRNA.RE12289
XP_004365567.2	mRNA.RE10065
XP_004365568.1	mRNA.RE14736
XP_004365569.1	mRNA.RE01482
XP_004365570.2	mRNA.RE15644
XP_004365572.1	mRNA.RE16206
XP_004365573.1	mRNA.RE08908
XP_004365574.2	mRNA.RE06952
XP_004365575.1	mRNA.RE14755
XP_004365578.1	mRNA.RE13989
XP_004365582.1	mRNA.RE09220
XP_004365588.1	mRNA.RE16634
XP_004365590.1	mRNA.RE13111
XP_004365591.2	mRNA.RE15329
XP_004365592.1	mRNA.RE05015
XP_004365593.2	mRNA.RE06508
XP_004365595.2	mRNA.RE14197
XP_004365596.2	mRNA.RE03533
XP_004365598.2	mRNA.RE10762
XP_004365600.1	mRNA.RE15516
XP_004365604.2	mRNA.RE15398
XP_004365605.1	mRNA.RE16939
XP_004365606.2	mRNA.RE10273
XP_004365610.1	mRNA.RE07517
XP_004365613.2	mRNA.RE16269
XP_004365614.1	mRNA.RE12367
XP_004365616.1	mRNA.RE05883
XP_004365618.1	mRNA.RE15041
XP_004365619.2	mRNA.RE01172
XP_004365620.1	mRNA.RE04620
XP_004365621.2	mRNA.RE05108
XP_004365626.2	mRNA.RE09097
XP_004365628.1	mRNA.RE10911
XP_004365629.1	mRNA.RE09397
XP_004365630.1	mRNA.RE13644
XP_004365633.1	mRNA.RE09176
XP_004365634.1	mRNA.RE01958
XP_004365635.1	mRNA.RE10623
XP_004365636.1	mRNA.RE15830
XP_004365637.2	mRNA.RE13991
XP_004365640.2	mRNA.RE12171
XP_004365641.2	mRNA.RE03548
XP_004365643.1	mRNA.RE08686
XP_004365646.2	mRNA.RE13232
XP_004365647.1	mRNA.RE09229
XP_004365648.2	mRNA.RE16637
XP_004365649.1	mRNA.RE13422
XP_004365651.2	mRNA.RE07732
XP_004365652.1	mRNA.RE11816
XP_004365653.2	mRNA.RE08684
XP_004365656.1	mRNA.RE13988
XP_004365658.2	mRNA.RE15139
XP_004365659.1	mRNA.RE08559
XP_004365663.2	mRNA.RE04667
XP_004365664.1	mRNA.RE06729
XP_004365665.2	mRNA.RE01967
XP_004365668.2	mRNA.RE08689
XP_004365669.1	mRNA.RE12760
XP_004365670.2	mRNA.RE08617
XP_004365672.1	mRNA.RE08671
XP_004365674.2	mRNA.RE12802
XP_004365676.1	mRNA.RE03070
XP_004365681.2	mRNA.RE10795
XP_004365684.2	mRNA.RE15606
XP_004365685.1	mRNA.RE06940
XP_004365686.2	mRNA.RE11564
XP_004365688.2	mRNA.RE10640
XP_004365689.2	mRNA.RE16855
XP_004365692.1	mRNA.RE00936
XP_004365695.1	mRNA.RE11791
XP_004365696.2	mRNA.RE12359
XP_004365697.2	mRNA.RE14072
XP_004365701.1	mRNA.RE14376
XP_004365707.2	mRNA.RE13917
XP_004365708.2	mRNA.RE00542
XP_004365709.2	mRNA.RE11697
XP_004365711.1	mRNA.RE14889
XP_004365712.1	mRNA.RE06739
XP_004365714.2	mRNA.RE11096
XP_004365716.2	mRNA.RE02976
XP_004365717.2	mRNA.RE14137
XP_004365718.1	mRNA.RE10803
XP_004365719.2	mRNA.RE01802
XP_004365723.1	mRNA.RE03987
XP_004365725.1	mRNA.RE06092
XP_004365726.1	mRNA.RE16887
XP_004365728.1	mRNA.RE10555
XP_004365729.1	mRNA.RE04821
XP_004365730.1	mRNA.RE14655
XP_004365731.1	mRNA.RE12785
XP_004365733.1	mRNA.RE01776
XP_004365734.1	mRNA.RE06149
XP_004365736.1	mRNA.RE10178
XP_004365738.2	mRNA.RE13477
XP_004365739.1	mRNA.RE16915
XP_004365740.1	mRNA.RE04882
XP_004365741.1	mRNA.RE13291
XP_004365742.1	mRNA.RE05269
XP_004365746.2	mRNA.RE13850
XP_004365747.1	mRNA.RE12920
