Em0001g1007a	mRNA.RE06677
Em0017g22a	mRNA.RE07053
Em0017g23a	mRNA.RE01187
Em0017g249a	mRNA.RE07023
Em0017g24a	mRNA.RE06302
Em0017g253a	mRNA.RE11427
Em0017g25a	mRNA.RE14110
Em0017g262a	mRNA.RE11244
Em0017g281a	mRNA.RE14546
Em0017g286a	mRNA.RE11382
Em0017g298a	mRNA.RE12344
Em0017g29a	mRNA.RE01623
Em0017g301a	mRNA.RE11636
Em0017g315a	mRNA.RE11425
Em0017g316a	mRNA.RE04939
Em0017g31a	mRNA.RE06289
Em0017g33a	mRNA.RE07026
Em0017g344a	mRNA.RE11695
Em0017g34a	mRNA.RE01609
Em0017g358a	mRNA.RE11255
Em0017g359a	mRNA.RE00711
Em0017g35a	mRNA.RE14215
Em0017g363a	mRNA.RE06715
Em0017g36a	mRNA.RE00391
Em0017g37a	mRNA.RE05512
Em0017g387a	mRNA.RE12833
Em0017g429a	mRNA.RE15173
Em0017g453a	mRNA.RE14503
Em0017g455a	mRNA.RE13280
Em0017g487a	mRNA.RE00647
Em0017g49a	mRNA.RE07180
Em0017g502a	mRNA.RE07022
Em0017g506a	mRNA.RE04938
Em0017g517a	mRNA.RE00717
Em0017g51a	mRNA.RE03287
Em0017g520a	mRNA.RE14116
Em0017g521a	mRNA.RE08117
Em0017g559a	mRNA.RE05086
Em0017g562a	mRNA.RE11413
Em0017g563a	mRNA.RE13172
Em0017g564a	mRNA.RE11383
Em0017g565a	mRNA.RE07016
Em0017g566a	mRNA.RE05507
Em0017g568a	mRNA.RE03542
Em0017g573a	mRNA.RE00128
Em0017g574a	mRNA.RE09558
Em0017g580a	mRNA.RE15490
Em0017g590a	mRNA.RE05549
Em0017g591a	mRNA.RE15897
Em0017g596a	mRNA.RE14651
Em0017g636a	mRNA.RE01180
Em0017g645a	mRNA.RE04926
Em0017g647a	mRNA.RE08257
Em0017g648a	mRNA.RE07038
Em0017g653a	mRNA.RE11415
Em0017g65a	mRNA.RE07012
Em0017g66a	mRNA.RE08291
Em0017g760a	mRNA.RE09920
Em0017g775a	mRNA.RE14120
Em0017g776a	mRNA.RE16560
Em0017g777a	mRNA.RE08850
Em0017g781a	mRNA.RE13585
Em0017g791a	mRNA.RE00997
Em0017g792a	mRNA.RE00411
Em0017g793a	mRNA.RE09414
Em0017g82a	mRNA.RE09978
Em0017g832a	mRNA.RE04435
Em0017g86a	mRNA.RE00710
Em0017g88a	mRNA.RE06278
Em0017g925a	mRNA.RE06210
Em0017g92a	mRNA.RE11271
Em0017g932a	mRNA.RE00409
Em0017g938a	mRNA.RE07046
Em0017g939a	mRNA.RE02883
Em0017g944a	mRNA.RE11417
Em0017g947a	mRNA.RE12974
Em0017g949a	mRNA.RE10424
Em0017g951a	mRNA.RE00669
Em0017g952a	mRNA.RE02048
Em0017g954a	mRNA.RE07030
Em0017g955a	mRNA.RE10555
Em0017g95a	mRNA.RE06295
Em0017g960a	mRNA.RE06117
Em0017g961a	mRNA.RE10759
Em0017g96a	mRNA.RE00408
Em0018g1000a	mRNA.RE14757
Em0018g1001a	mRNA.RE01806
Em0018g1002a	mRNA.RE08167
Em0018g1004a	mRNA.RE13620
Em0018g1005a	mRNA.RE16581
Em0018g1006a	mRNA.RE08150
Em0018g1007a	mRNA.RE16649
Em0018g1017a	mRNA.RE15999
Em0018g1029a	mRNA.RE16101
Em0018g102a	mRNA.RE08949
Em0018g1030a	mRNA.RE07983
Em0018g1042a	mRNA.RE08000
Em0018g1045a	mRNA.RE15972
Em0018g1047a	mRNA.RE02618
Em0018g1050a	mRNA.RE16598
Em0018g1051a	mRNA.RE16558
Em0018g1052a	mRNA.RE16731
Em0018g1054a	mRNA.RE08206
Em0018g1055a	mRNA.RE16695
Em0018g1057a	mRNA.RE16323
Em0018g1059a	mRNA.RE16614
Em0018g1062a	mRNA.RE08896
Em0018g1069a	mRNA.RE16762
Em0018g106a	mRNA.RE07664
Em0018g1071a	mRNA.RE15768
Em0018g1072a	mRNA.RE16847
Em0018g1075a	mRNA.RE13914
Em0018g1076a	mRNA.RE16557
Em0018g1078a	mRNA.RE16781
Em0018g1079a	mRNA.RE10480
Em0018g1080a	mRNA.RE12749
Em0018g1081a	mRNA.RE08111
Em0018g1082a	mRNA.RE15991
Em0018g1084a	mRNA.RE16103
Em0018g1087a	mRNA.RE03188
Em0018g1088a	mRNA.RE15777
Em0018g1090a	mRNA.RE16018
Em0018g1093a	mRNA.RE16693
Em0018g1101a	mRNA.RE08101
Em0018g1107a	mRNA.RE11022
Em0018g1108a	mRNA.RE16073
Em0018g1109a	mRNA.RE16077
Em0018g110a	mRNA.RE16681
Em0018g1110a	mRNA.RE08158
Em0018g1111a	mRNA.RE08004
Em0018g1113a	mRNA.RE03199
Em0018g1114a	mRNA.RE16610
Em0018g1115a	mRNA.RE16595
Em0018g1116a	mRNA.RE07623
Em0018g1117a	mRNA.RE16776
Em0018g1119a	mRNA.RE08030
Em0018g1120a	mRNA.RE02571
Em0018g1121a	mRNA.RE08140
Em0018g1122a	mRNA.RE13716
Em0018g1125a	mRNA.RE16609
Em0018g1126a	mRNA.RE04105
Em0018g1127a	mRNA.RE05781
Em0018g1128a	mRNA.RE16830
Em0018g1132a	mRNA.RE03206
Em0018g1133a	mRNA.RE16766
Em0018g1135a	mRNA.RE16765
Em0018g1136a	mRNA.RE08173
Em0018g1137a	mRNA.RE16586
Em0018g1141a	mRNA.RE10956
Em0018g1149a	mRNA.RE06886
Em0018g1150a	mRNA.RE15970
Em0018g1152a	mRNA.RE08180
Em0018g1154a	mRNA.RE13786
Em0018g1156a	mRNA.RE08106
Em0018g1157a	mRNA.RE08107
Em0018g1158a	mRNA.RE09360
Em0018g1160a	mRNA.RE16780
Em0018g1161a	mRNA.RE05576
Em0018g1162a	mRNA.RE16724
Em0018g1164a	mRNA.RE16125
Em0018g1165a	mRNA.RE11862
Em0018g1175a	mRNA.RE16593
Em0018g1176a	mRNA.RE05409
Em0018g1179a	mRNA.RE16666
Em0018g117a	mRNA.RE10974
Em0018g1182a	mRNA.RE16641
Em0018g1184a	mRNA.RE09843
Em0018g1188a	mRNA.RE08200
Em0018g1189a	mRNA.RE16667
Em0018g1191a	mRNA.RE16622
Em0018g1192a	mRNA.RE10979
Em0018g1194a	mRNA.RE05768
Em0018g1195a	mRNA.RE16677
Em0018g1197a	mRNA.RE16583
Em0018g1199a	mRNA.RE07986
Em0018g1202a	mRNA.RE16254
Em0018g1203a	mRNA.RE16123
Em0018g1207a	mRNA.RE08132
Em0018g1208a	mRNA.RE16824
Em0018g1225a	mRNA.RE16816
Em0018g124a	mRNA.RE07819
Em0018g128a	mRNA.RE14560
Em0018g131a	mRNA.RE16683
Em0018g137a	mRNA.RE07996
Em0018g138a	mRNA.RE16769
Em0018g143a	mRNA.RE16711
Em0018g151a	mRNA.RE00463
Em0018g157a	mRNA.RE08218
Em0018g159a	mRNA.RE11017
Em0018g164a	mRNA.RE00960
Em0018g165a	mRNA.RE00846
Em0018g166a	mRNA.RE10616
Em0018g167a	mRNA.RE10987
Em0018g176a	mRNA.RE14702
Em0018g183a	mRNA.RE16552
Em0018g184a	mRNA.RE16704
Em0018g185a	mRNA.RE16582
Em0018g186a	mRNA.RE05779
Em0018g187a	mRNA.RE08119
Em0018g188a	mRNA.RE08122
Em0018g189a	mRNA.RE03401
Em0018g197a	mRNA.RE03219
Em0018g1a	mRNA.RE10724
Em0018g218a	mRNA.RE16853
Em0018g224a	mRNA.RE08244
Em0018g229a	mRNA.RE16638
Em0018g237a	mRNA.RE16121
Em0018g242a	mRNA.RE10973
Em0018g244a	mRNA.RE08240
Em0018g246a	mRNA.RE04715
Em0018g248a	mRNA.RE16810
Em0018g255a	mRNA.RE08115
Em0018g264a	mRNA.RE16110
Em0018g265a	mRNA.RE08198
Em0018g266a	mRNA.RE15008
Em0018g267a	mRNA.RE03209
Em0018g283a	mRNA.RE16116
Em0018g284a	mRNA.RE16079
Em0018g289a	mRNA.RE08224
Em0018g291a	mRNA.RE11050
Em0018g294a	mRNA.RE11019
Em0018g295a	mRNA.RE11534
Em0018g296a	mRNA.RE14244
Em0018g299a	mRNA.RE00464
Em0018g300a	mRNA.RE16749
Em0018g301a	mRNA.RE13954
Em0018g303a	mRNA.RE16752
Em0018g304a	mRNA.RE16023
Em0018g308a	mRNA.RE00508
Em0018g311a	mRNA.RE16783
Em0018g312a	mRNA.RE08031
Em0018g314a	mRNA.RE16107
Em0018g315a	mRNA.RE08208
Em0018g31a	mRNA.RE17041
Em0018g32a	mRNA.RE11160
Em0018g332a	mRNA.RE15982
Em0018g333a	mRNA.RE16644
Em0018g334a	mRNA.RE16626
Em0018g335a	mRNA.RE16721
Em0018g339a	mRNA.RE16058
Em0018g33a	mRNA.RE07082
Em0018g340a	mRNA.RE08097
Em0018g343a	mRNA.RE15187
Em0018g345a	mRNA.RE16858
Em0018g34a	mRNA.RE07206
Em0018g35a	mRNA.RE12780
Em0018g360a	mRNA.RE03096
Em0018g361a	mRNA.RE00049
Em0018g362a	mRNA.RE04360
Em0018g363a	mRNA.RE16597
Em0018g367a	mRNA.RE16633
Em0018g373a	mRNA.RE16014
Em0018g375a	mRNA.RE03919
Em0018g376a	mRNA.RE11018
Em0018g377a	mRNA.RE16562
Em0018g378a	mRNA.RE16763
Em0018g37a	mRNA.RE15997
Em0018g385a	mRNA.RE16696
Em0018g387a	mRNA.RE13023
Em0018g38a	mRNA.RE16709
Em0018g39a	mRNA.RE08024
Em0018g416a	mRNA.RE12482
Em0018g419a	mRNA.RE16818
Em0018g41a	mRNA.RE00460
Em0018g422a	mRNA.RE08213
Em0018g426a	mRNA.RE06722
Em0018g427a	mRNA.RE02045
Em0018g428a	mRNA.RE01170
Em0018g429a	mRNA.RE16591
Em0018g42a	mRNA.RE16120
Em0018g430a	mRNA.RE17131
Em0018g45a	mRNA.RE08219
Em0018g464a	mRNA.RE11357
Em0018g480a	mRNA.RE08229
Em0018g483a	mRNA.RE00857
Em0018g493a	mRNA.RE08856
Em0018g494a	mRNA.RE07994
Em0018g496a	mRNA.RE16022
Em0018g497a	mRNA.RE08165
Em0018g498a	mRNA.RE08230
Em0018g499a	mRNA.RE16623
Em0018g49a	mRNA.RE08032
Em0018g500a	mRNA.RE08136
Em0018g502a	mRNA.RE09995
Em0018g505a	mRNA.RE08239
Em0018g506a	mRNA.RE08238
Em0018g507a	mRNA.RE16124
Em0018g509a	mRNA.RE07995
Em0018g511a	mRNA.RE02524
Em0018g512a	mRNA.RE05562
Em0018g514a	mRNA.RE14736
Em0018g515a	mRNA.RE11021
Em0018g516a	mRNA.RE08149
Em0018g51a	mRNA.RE16020
Em0018g521a	mRNA.RE08151
Em0018g52a	mRNA.RE09656
Em0018g537a	mRNA.RE13144
Em0018g543a	mRNA.RE11109
Em0018g54a	mRNA.RE16605
Em0018g552a	mRNA.RE03159
Em0018g561a	mRNA.RE07987
Em0018g563a	mRNA.RE00995
Em0018g564a	mRNA.RE16000
Em0018g565a	mRNA.RE16608
Em0018g566a	mRNA.RE08309
Em0018g567a	mRNA.RE15695
Em0018g568a	mRNA.RE14755
Em0018g56a	mRNA.RE14517
Em0018g574a	mRNA.RE08156
Em0018g575a	mRNA.RE08577
Em0018g576a	mRNA.RE16570
Em0018g57a	mRNA.RE11005
Em0018g598a	mRNA.RE05042
Em0018g60a	mRNA.RE15267
Em0018g611a	mRNA.RE00906
Em0018g621a	mRNA.RE05035
Em0018g630a	mRNA.RE16100
Em0018g655a	mRNA.RE08170
Em0018g661a	mRNA.RE00865
Em0018g664a	mRNA.RE14839
Em0018g666a	mRNA.RE16680
Em0018g66a	mRNA.RE04341
Em0018g67a	mRNA.RE16118
Em0018g683a	mRNA.RE13635
Em0018g686a	mRNA.RE08184
Em0018g68a	mRNA.RE08145
Em0018g69a	mRNA.RE09276
Em0018g6a	mRNA.RE07747
Em0018g70a	mRNA.RE08037
Em0018g713a	mRNA.RE12916
Em0018g716a	mRNA.RE07963
Em0018g717a	mRNA.RE16730
Em0018g718a	mRNA.RE14208
Em0018g73a	mRNA.RE16092
Em0018g75a	mRNA.RE16839
Em0018g767a	mRNA.RE05777
Em0018g76a	mRNA.RE08166
Em0018g775a	mRNA.RE16873
Em0018g77a	mRNA.RE16805
Em0018g788a	mRNA.RE13639
Em0018g789a	mRNA.RE08664
Em0018g78a	mRNA.RE03223
Em0018g790a	mRNA.RE15041
Em0018g793a	mRNA.RE03205
Em0018g794a	mRNA.RE14710
Em0018g805a	mRNA.RE16782
Em0018g806a	mRNA.RE01261
Em0018g808a	mRNA.RE00852
Em0018g809a	mRNA.RE08181
Em0018g810a	mRNA.RE16713
Em0018g814a	mRNA.RE16564
Em0018g81a	mRNA.RE08343
Em0018g833a	mRNA.RE10534
Em0018g834a	mRNA.RE10533
Em0018g836a	mRNA.RE01319
Em0018g83a	mRNA.RE16069
Em0018g859a	mRNA.RE16565
Em0018g85a	mRNA.RE08638
Em0018g861a	mRNA.RE00568
Em0018g862a	mRNA.RE08242
Em0018g864a	mRNA.RE16627
Em0018g906a	mRNA.RE14909
Em0018g90a	mRNA.RE11004
Em0018g91a	mRNA.RE16078
Em0018g920a	mRNA.RE10975
Em0018g931a	mRNA.RE04942
Em0018g932a	mRNA.RE11006
Em0018g934a	mRNA.RE16090
Em0018g93a	mRNA.RE09394
Em0018g95a	mRNA.RE03208
Em0018g960a	mRNA.RE16757
Em0018g966a	mRNA.RE16772
Em0018g971a	mRNA.RE16028
Em0018g972a	mRNA.RE08301
Em0018g973a	mRNA.RE16027
Em0018g974a	mRNA.RE15973
Em0018g976a	mRNA.RE15976
Em0018g97a	mRNA.RE09797
Em0018g980a	mRNA.RE15083
Em0018g982a	mRNA.RE05775
Em0018g983a	mRNA.RE07908
Em0018g984a	mRNA.RE00855
Em0018g985a	mRNA.RE17022
Em0018g987a	mRNA.RE16096
Em0018g989a	mRNA.RE10971
Em0018g990a	mRNA.RE16579
Em0018g992a	mRNA.RE16820
Em0018g994a	mRNA.RE11000
Em0018g997a	mRNA.RE08212
Em0018g998a	mRNA.RE04955
Em0018g99a	mRNA.RE15033
Em0019g1001a	mRNA.RE13133
Em0019g1005a	mRNA.RE04803
Em0019g1006a	mRNA.RE08574
Em0019g1026a	mRNA.RE01443
Em0019g1027a	mRNA.RE08285
Em0019g1028a	mRNA.RE00126
Em0019g102a	mRNA.RE13097
Em0019g1033a	mRNA.RE06276
Em0019g1037a	mRNA.RE04830
Em0019g1038a	mRNA.RE04832
Em0019g103a	mRNA.RE08269
Em0019g1040a	mRNA.RE15487
Em0019g1041a	mRNA.RE10554
Em0019g1045a	mRNA.RE04309
Em0019g1047a	mRNA.RE03097
Em0019g1048a	mRNA.RE08264
Em0019g1049a	mRNA.RE03731
Em0019g104a	mRNA.RE03737
Em0019g1050a	mRNA.RE11080
Em0019g1052a	mRNA.RE04786
Em0019g1054a	mRNA.RE04318
Em0019g1055a	mRNA.RE01472
Em0019g1056a	mRNA.RE04285
Em0019g1058a	mRNA.RE13082
Em0019g1059a	mRNA.RE03053
Em0019g105a	mRNA.RE10042
Em0019g1060a	mRNA.RE06572
Em0019g1062a	mRNA.RE15091
Em0019g1063a	mRNA.RE04032
Em0019g1064a	mRNA.RE04632
Em0019g107a	mRNA.RE10548
Em0019g1090a	mRNA.RE10595
Em0019g1091a	mRNA.RE04815
Em0019g1092a	mRNA.RE08341
Em0019g1093a	mRNA.RE06701
Em0019g1094a	mRNA.RE10753
Em0019g1096a	mRNA.RE14285
Em0019g1097a	mRNA.RE02740
Em0019g1101a	mRNA.RE15271
Em0019g1104a	mRNA.RE13268
Em0019g1114a	mRNA.RE08494
Em0019g1119a	mRNA.RE05906
Em0019g1123a	mRNA.RE13187
Em0019g1134a	mRNA.RE04813
Em0019g113a	mRNA.RE12674
Em0019g1149a	mRNA.RE10617
Em0019g1153a	mRNA.RE11188
Em0019g115a	mRNA.RE08260
Em0019g1162a	mRNA.RE04833
Em0019g1168a	mRNA.RE10521
Em0019g1175a	mRNA.RE07068
Em0019g1177a	mRNA.RE11307
Em0019g1179a	mRNA.RE10493
Em0019g1180a	mRNA.RE05750
Em0019g1181a	mRNA.RE08373
Em0019g118a	mRNA.RE06570
Em0019g119a	mRNA.RE08313
Em0019g1203a	mRNA.RE01482
Em0019g1205a	mRNA.RE03582
Em0019g1206a	mRNA.RE13175
Em0019g1208a	mRNA.RE01055
Em0019g1209a	mRNA.RE10466
Em0019g120a	mRNA.RE08311
Em0019g1210a	mRNA.RE10750
Em0019g1217a	mRNA.RE16931
Em0019g121a	mRNA.RE01292
Em0019g1220a	mRNA.RE01426
Em0019g1221a	mRNA.RE08319
Em0019g1225a	mRNA.RE03732
Em0019g141a	mRNA.RE01424
Em0019g142a	mRNA.RE04311
Em0019g143a	mRNA.RE13151
Em0019g144a	mRNA.RE12233
Em0019g150a	mRNA.RE08352
Em0019g151a	mRNA.RE08348
Em0019g152a	mRNA.RE03125
Em0019g153a	mRNA.RE03070
Em0019g154a	mRNA.RE01474
Em0019g155a	mRNA.RE08289
Em0019g157a	mRNA.RE15687
Em0019g158a	mRNA.RE13061
Em0019g159a	mRNA.RE15994
Em0019g160a	mRNA.RE08275
Em0019g162a	mRNA.RE03657
Em0019g167a	mRNA.RE10519
Em0019g168a	mRNA.RE10734
Em0019g169a	mRNA.RE14805
Em0019g170a	mRNA.RE05977
Em0019g176a	mRNA.RE13118
Em0019g178a	mRNA.RE08351
Em0019g180a	mRNA.RE04255
Em0019g181a	mRNA.RE10552
Em0019g182a	mRNA.RE07051
Em0019g183a	mRNA.RE10484
Em0019g184a	mRNA.RE10520
Em0019g185a	mRNA.RE04063
Em0019g186a	mRNA.RE11618
Em0019g187a	mRNA.RE15082
Em0019g189a	mRNA.RE08327
Em0019g190a	mRNA.RE01485
Em0019g193a	mRNA.RE08758
Em0019g194a	mRNA.RE10746
Em0019g195a	mRNA.RE10745
Em0019g197a	mRNA.RE13169
Em0019g198a	mRNA.RE03574
Em0019g199a	mRNA.RE04315
Em0019g202a	mRNA.RE01324
Em0019g206a	mRNA.RE10757
Em0019g207a	mRNA.RE10543
Em0019g210a	mRNA.RE08288
Em0019g213a	mRNA.RE04039
Em0019g214a	mRNA.RE10495
Em0019g230a	mRNA.RE04501
Em0019g232a	mRNA.RE04251
Em0019g236a	mRNA.RE11533
Em0019g237a	mRNA.RE13120
Em0019g238a	mRNA.RE13121
Em0019g239a	mRNA.RE04062
Em0019g240a	mRNA.RE12801
Em0019g241a	mRNA.RE15269
Em0019g243a	mRNA.RE07044
Em0019g244a	mRNA.RE04817
Em0019g245a	mRNA.RE01941
Em0019g247a	mRNA.RE13589
Em0019g249a	mRNA.RE13128
Em0019g252a	mRNA.RE04793
Em0019g254a	mRNA.RE01407
Em0019g257a	mRNA.RE03120
Em0019g275a	mRNA.RE08280
Em0019g278a	mRNA.RE13116
Em0019g280a	mRNA.RE09205
Em0019g282a	mRNA.RE13163
Em0019g283a	mRNA.RE08559
Em0019g284a	mRNA.RE10606
Em0019g288a	mRNA.RE08022
Em0019g289a	mRNA.RE04792
Em0019g297a	mRNA.RE10638
Em0019g299a	mRNA.RE01470
Em0019g301a	mRNA.RE15826
Em0019g304a	mRNA.RE13190
Em0019g306a	mRNA.RE04787
Em0019g307a	mRNA.RE16029
Em0019g309a	mRNA.RE10515
Em0019g310a	mRNA.RE04070
Em0019g311a	mRNA.RE16264
Em0019g312a	mRNA.RE04266
Em0019g322a	mRNA.RE05448
Em0019g324a	mRNA.RE15304
Em0019g325a	mRNA.RE09358
Em0019g326a	mRNA.RE10641
Em0019g327a	mRNA.RE01433
Em0019g328a	mRNA.RE11594
Em0019g329a	mRNA.RE13154
Em0019g330a	mRNA.RE14599
Em0019g331a	mRNA.RE01467
Em0019g332a	mRNA.RE10626
Em0019g334a	mRNA.RE07720
Em0019g335a	mRNA.RE04031
Em0019g336a	mRNA.RE04293
Em0019g338a	mRNA.RE09164
Em0019g342a	mRNA.RE17099
Em0019g343a	mRNA.RE03571
Em0019g347a	mRNA.RE10620
Em0019g348a	mRNA.RE02980
Em0019g349a	mRNA.RE10558
Em0019g34a	mRNA.RE04056
Em0019g353a	mRNA.RE10607
Em0019g354a	mRNA.RE06508
Em0019g355a	mRNA.RE13129
Em0019g357a	mRNA.RE12207
Em0019g358a	mRNA.RE09561
Em0019g359a	mRNA.RE08302
Em0019g360a	mRNA.RE08370
Em0019g38a	mRNA.RE04286
Em0019g395a	mRNA.RE00685
Em0019g538a	mRNA.RE02287
Em0019g540a	mRNA.RE13112
Em0019g541a	mRNA.RE04237
Em0019g542a	mRNA.RE10564
Em0019g543a	mRNA.RE01459
Em0019g545a	mRNA.RE10556
Em0019g546a	mRNA.RE16596
Em0019g547a	mRNA.RE10549
Em0019g549a	mRNA.RE08322
Em0019g550a	mRNA.RE10574
Em0019g551a	mRNA.RE13114
Em0019g552a	mRNA.RE03075
Em0019g555a	mRNA.RE13130
Em0019g559a	mRNA.RE10773
Em0019g561a	mRNA.RE12263
Em0019g565a	mRNA.RE10763
Em0019g566a	mRNA.RE10509
Em0019g567a	mRNA.RE13105
Em0019g569a	mRNA.RE08246
Em0019g572a	mRNA.RE01486
Em0019g573a	mRNA.RE03232
Em0019g574a	mRNA.RE10632
Em0019g576a	mRNA.RE15101
Em0019g578a	mRNA.RE08300
Em0019g579a	mRNA.RE10585
Em0019g57a	mRNA.RE14075
Em0019g581a	mRNA.RE06736
Em0019g582a	mRNA.RE08318
Em0019g583a	mRNA.RE04446
Em0019g584a	mRNA.RE10584
Em0019g58a	mRNA.RE08272
Em0019g595a	mRNA.RE13837
Em0019g598a	mRNA.RE13193
Em0019g599a	mRNA.RE10576
Em0019g59a	mRNA.RE01427
Em0019g603a	mRNA.RE01184
Em0019g604a	mRNA.RE08263
Em0019g606a	mRNA.RE13433
Em0019g609a	mRNA.RE04333
Em0019g610a	mRNA.RE04565
Em0019g611a	mRNA.RE08354
Em0019g615a	mRNA.RE04059
Em0019g620a	mRNA.RE10150
Em0019g623a	mRNA.RE06967
Em0019g624a	mRNA.RE11567
Em0019g625a	mRNA.RE04066
Em0019g626a	mRNA.RE13337
Em0019g627a	mRNA.RE10602
Em0019g630a	mRNA.RE16211
Em0019g631a	mRNA.RE16635
Em0019g632a	mRNA.RE08254
Em0019g633a	mRNA.RE10748
Em0019g636a	mRNA.RE10764
Em0019g640a	mRNA.RE03994
Em0019g641a	mRNA.RE16479
Em0019g643a	mRNA.RE02051
Em0019g644a	mRNA.RE01409
Em0019g645a	mRNA.RE04316
Em0019g648a	mRNA.RE07449
Em0019g650a	mRNA.RE08298
Em0019g652a	mRNA.RE12257
Em0019g653a	mRNA.RE10995
Em0019g654a	mRNA.RE08339
Em0019g655a	mRNA.RE15089
Em0019g656a	mRNA.RE10637
Em0019g657a	mRNA.RE13137
Em0019g663a	mRNA.RE10538
Em0019g664a	mRNA.RE08645
Em0019g665a	mRNA.RE05689
Em0019g667a	mRNA.RE01456
Em0019g668a	mRNA.RE10530
Em0019g684a	mRNA.RE04314
Em0019g685a	mRNA.RE04305
Em0019g688a	mRNA.RE13135
Em0019g690a	mRNA.RE05855
Em0019g693a	mRNA.RE10482
Em0019g694a	mRNA.RE16006
Em0019g695a	mRNA.RE13197
Em0019g698a	mRNA.RE03569
Em0019g701a	mRNA.RE09165
Em0019g702a	mRNA.RE01463
Em0019g703a	mRNA.RE14276
Em0019g707a	mRNA.RE03115
Em0019g708a	mRNA.RE01416
Em0019g709a	mRNA.RE04808
Em0019g70a	mRNA.RE05478
Em0019g710a	mRNA.RE00461
Em0019g711a	mRNA.RE13081
Em0019g713a	mRNA.RE13333
Em0019g714a	mRNA.RE12258
Em0019g717a	mRNA.RE04310
Em0019g718a	mRNA.RE10152
Em0019g719a	mRNA.RE16654
Em0019g735a	mRNA.RE12831
Em0019g736a	mRNA.RE03568
Em0019g737a	mRNA.RE13750
Em0019g73a	mRNA.RE13043
Em0019g740a	mRNA.RE15086
Em0019g744a	mRNA.RE13709
Em0019g751a	mRNA.RE03584
Em0019g756a	mRNA.RE10588
Em0019g757a	mRNA.RE08346
Em0019g761a	mRNA.RE08297
Em0019g762a	mRNA.RE16196
Em0019g763a	mRNA.RE03565
Em0019g764a	mRNA.RE10589
Em0019g769a	mRNA.RE10636
Em0019g777a	mRNA.RE04625
Em0019g78a	mRNA.RE10506
Em0019g803a	mRNA.RE04243
Em0019g804a	mRNA.RE04317
Em0019g805a	mRNA.RE06573
Em0019g810a	mRNA.RE01450
Em0019g811a	mRNA.RE10622
Em0019g813a	mRNA.RE10507
Em0019g816a	mRNA.RE10747
Em0019g817a	mRNA.RE04047
Em0019g818a	mRNA.RE13157
Em0019g819a	mRNA.RE10525
Em0019g822a	mRNA.RE13168
Em0019g832a	mRNA.RE10621
Em0019g833a	mRNA.RE08203
Em0019g834a	mRNA.RE05603
Em0019g836a	mRNA.RE04265
Em0019g838a	mRNA.RE13095
Em0019g839a	mRNA.RE10628
Em0019g841a	mRNA.RE06705
Em0019g845a	mRNA.RE10498
Em0019g846a	mRNA.RE13189
Em0019g848a	mRNA.RE12262
Em0019g853a	mRNA.RE10774
Em0019g863a	mRNA.RE01452
Em0019g864a	mRNA.RE10492
Em0019g868a	mRNA.RE10582
Em0019g875a	mRNA.RE04037
Em0019g878a	mRNA.RE10767
Em0019g879a	mRNA.RE03855
Em0019g884a	mRNA.RE01458
Em0019g885a	mRNA.RE13194
Em0019g895a	mRNA.RE08303
Em0019g896a	mRNA.RE15236
Em0019g897a	mRNA.RE10473
Em0019g898a	mRNA.RE04283
Em0019g901a	mRNA.RE13131
Em0019g906a	mRNA.RE16592
Em0019g907a	mRNA.RE03217
Em0019g908a	mRNA.RE01454
Em0019g915a	mRNA.RE09167
Em0019g918a	mRNA.RE03589
Em0019g919a	mRNA.RE08266
Em0019g91a	mRNA.RE08338
Em0019g931a	mRNA.RE07005
Em0019g932a	mRNA.RE10604
Em0019g933a	mRNA.RE10605
Em0019g944a	mRNA.RE02794
Em0019g946a	mRNA.RE01432
Em0019g949a	mRNA.RE13198
Em0019g94a	mRNA.RE03587
Em0019g953a	mRNA.RE08336
Em0019g95a	mRNA.RE15729
Em0019g966a	mRNA.RE11286
Em0019g967a	mRNA.RE05003
Em0019g972a	mRNA.RE03934
Em0019g977a	mRNA.RE08345
Em0019g97a	mRNA.RE10501
Em0019g982a	mRNA.RE06575
Em0019g988a	mRNA.RE05028
Em0019g989a	mRNA.RE16203
Em0019g98a	mRNA.RE06538
Em0020g1001a	mRNA.RE15202
Em0020g1003a	mRNA.RE10877
Em0020g1004a	mRNA.RE05835
Em0020g1009a	mRNA.RE10961
Em0020g1010a	mRNA.RE13368
Em0020g1011a	mRNA.RE15389
Em0020g1012a	mRNA.RE01632
Em0020g1013a	mRNA.RE10930
Em0020g1014a	mRNA.RE05085
Em0020g101a	mRNA.RE10177
Em0020g1020a	mRNA.RE05851
Em0020g1022a	mRNA.RE13384
Em0020g1023a	mRNA.RE10860
Em0020g1024a	mRNA.RE06436
Em0020g1026a	mRNA.RE10913
Em0020g1028a	mRNA.RE10273
Em0020g1029a	mRNA.RE03290
Em0020g102a	mRNA.RE15772
Em0020g1030a	mRNA.RE10799
Em0020g1032a	mRNA.RE05630
Em0020g1035a	mRNA.RE15964
Em0020g103a	mRNA.RE01106
Em0020g1050a	mRNA.RE10815
Em0020g1051a	mRNA.RE10811
Em0020g1053a	mRNA.RE05885
Em0020g1054a	mRNA.RE10893
Em0020g1055a	mRNA.RE05941
Em0020g1056a	mRNA.RE06453
Em0020g1057a	mRNA.RE05942
Em0020g1061a	mRNA.RE05854
Em0020g1064a	mRNA.RE10812
Em0020g1065a	mRNA.RE10305
